#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	858724	777048	90.49	964	0.11	196	0.02	4337	0.51	76179	8.87
Ecoli	858724	858724	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	858724	858724	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	858724	858723	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	858724	824398	96.01	3	0.00	0	0.00	284	0.03	34039	3.96
Bacteria_24k	858724	800681	93.24	139	0.02	126	0.01	2342	0.27	55436	6.46
Protists_1k	858724	760875	88.61	4293	0.50	8781	1.02	1400	0.16	83375	9.71
Viruses	858724	799243	93.08	45	0.01	19	0.00	2101	0.24	57316	6.67
Fungi_RefSeq_release	858724	779712	90.80	530	0.06	111	0.01	4424	0.52	73947	8.61
Coral	858724	796406	92.73	76	0.01	61	0.01	3656	0.43	58525	6.82
Bird	858724	790219	92.02	370	0.04	56	0.01	4365	0.51	63714	7.42
Plant	858724	791843	92.20	224	0.03	66	0.01	3933	0.46	62658	7.30

%Hit_no_genomes: 88.08
