#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1557136	1411617	90.65	1721	0.11	346	0.02	9590	0.62	133862	8.60
Ecoli	1557136	1555194	99.88	0	0.00	0	0.00	190	0.01	1752	0.11
PhiX	1557136	1557136	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1557136	1557126	100.00	0	0.00	0	0.00	0	0.00	10	0.00
Vectors	1557136	1514910	97.29	1	0.00	3	0.00	464	0.03	41758	2.68
Bacteria_24k	1557136	1410924	90.61	4560	0.29	41568	2.67	5108	0.33	94976	6.10
Protists_1k	1557136	1372550	88.14	9155	0.59	18805	1.21	3586	0.23	153040	9.83
Viruses	1557136	1456881	93.56	150	0.01	74	0.00	4769	0.31	95262	6.12
Fungi_RefSeq_release	1557136	1414845	90.87	1107	0.07	205	0.01	10276	0.66	130703	8.39
Coral	1557136	1451994	93.25	139	0.01	73	0.00	8188	0.53	96742	6.21
Bird	1557136	1444433	92.76	590	0.04	83	0.01	9027	0.58	103003	6.61
Plant	1557136	1440322	92.50	530	0.03	122	0.01	8357	0.54	107805	6.92

%Hit_no_genomes: 84.67
