#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	258659	216190	83.58	1444	0.56	358	0.14	937	0.36	39730	15.36
Ecoli	258659	258603	99.98	0	0.00	0	0.00	4	0.00	52	0.02
PhiX	258659	258659	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	258659	258658	100.00	0	0.00	0	0.00	1	0.00	0	0.00
Vectors	258659	240667	93.04	0	0.00	0	0.00	67	0.03	17925	6.93
Bacteria_24k	258659	218452	84.45	1182	0.46	2893	1.12	811	0.31	35321	13.66
Protists_1k	258659	213087	82.39	986	0.38	1720	0.66	1062	0.41	41804	16.16
Viruses	258659	223521	86.41	16	0.01	3	0.00	668	0.26	34451	13.32
Fungi_RefSeq_release	258659	218275	84.40	138	0.05	29	0.01	1070	0.41	39147	15.13
Coral	258659	222552	86.04	13	0.01	10	0.00	998	0.39	35086	13.56
Bird	258659	221431	85.60	65	0.03	4	0.00	999	0.39	36160	13.98
Plant	258659	221568	85.65	39	0.02	18	0.01	879	0.34	36155	13.98

%Hit_no_genomes: 79.85
