#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	103518	93280	90.11	102	0.10	19	0.02	479	0.46	9638	9.31
Ecoli	103518	103504	99.99	0	0.00	0	0.00	1	0.00	13	0.01
PhiX	103518	103518	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	103518	103518	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	103518	99246	95.87	0	0.00	0	0.00	22	0.02	4250	4.11
Bacteria_24k	103518	95192	91.95	104	0.10	596	0.58	281	0.27	7345	7.10
Protists_1k	103518	91374	88.27	447	0.43	1003	0.97	205	0.20	10489	10.13
Viruses	103518	95789	92.53	8	0.01	1	0.00	247	0.24	7473	7.22
Fungi_RefSeq_release	103518	93561	90.38	60	0.06	19	0.02	485	0.47	9393	9.07
Coral	103518	95399	92.16	12	0.01	3	0.00	441	0.43	7663	7.40
Bird	103518	94812	91.59	39	0.04	5	0.00	513	0.50	8149	7.87
Plant	103518	94890	91.66	20	0.02	8	0.01	416	0.40	8184	7.91

%Hit_no_genomes: 87.15
