#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1468292	1353508	92.19	4451	0.30	1076	0.07	4945	0.34	104312	7.10
Ecoli	1468292	1468217	100.00	0	0.00	0	0.00	5	0.00	70	0.00
PhiX	1468292	1468292	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1468292	1468278	100.00	0	0.00	0	0.00	5	0.00	9	0.00
Vectors	1468292	1434207	97.68	1	0.00	0	0.00	171	0.01	33913	2.31
Bacteria_24k	1468292	1377887	93.84	1494	0.10	3354	0.23	2963	0.20	82594	5.63
Protists_1k	1468292	1338179	91.14	5224	0.36	9492	0.65	2420	0.16	112977	7.69
Viruses	1468292	1383482	94.23	49	0.00	22	0.00	2606	0.18	82133	5.59
Fungi_RefSeq_release	1468292	1360252	92.64	728	0.05	140	0.01	5194	0.35	101978	6.95
Coral	1468292	1379332	93.94	83	0.01	48	0.00	3800	0.26	85029	5.79
Bird	1468292	1373993	93.58	317	0.02	32	0.00	4528	0.31	89422	6.09
Plant	1468292	1375313	93.67	208	0.01	83	0.01	4023	0.27	88665	6.04

%Hit_no_genomes: 90.22
