#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1540567	1389226	90.18	1690	0.11	350	0.02	9137	0.59	140164	9.10
Ecoli	1540567	1540566	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	1540567	1540567	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1540567	1540562	100.00	0	0.00	0	0.00	0	0.00	5	0.00
Vectors	1540567	1483963	96.33	4	0.00	0	0.00	516	0.03	56084	3.64
Bacteria_24k	1540567	1439685	93.45	234	0.02	181	0.01	4804	0.31	95663	6.21
Protists_1k	1540567	1354802	87.94	9201	0.60	18498	1.20	2738	0.18	155328	10.08
Viruses	1540567	1435803	93.21	71	0.00	27	0.00	4154	0.27	100512	6.52
Fungi_RefSeq_release	1540567	1393979	90.50	1138	0.07	216	0.01	9281	0.60	135953	8.82
Coral	1540567	1429503	92.79	135	0.01	85	0.01	7754	0.50	103090	6.69
Bird	1540567	1417162	91.98	596	0.04	84	0.01	8622	0.56	114103	7.41
Plant	1540567	1417621	92.02	511	0.03	113	0.01	7841	0.51	114481	7.43

%Hit_no_genomes: 87.42
