#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6033764	5636568	93.41	5142	0.09	1065	0.02	22090	0.37	368899	6.11
Ecoli	6033764	6033730	100.00	0	0.00	0	0.00	7	0.00	27	0.00
PhiX	6033764	6033764	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6033764	6033755	100.00	0	0.00	0	0.00	1	0.00	8	0.00
Vectors	6033764	5938565	98.42	2	0.00	0	0.00	751	0.01	94446	1.57
Bacteria_24k	6033764	5737361	95.10	2466	0.04	3856	0.06	11088	0.18	278993	4.62
Protists_1k	6033764	5549615	91.98	24107	0.40	45085	0.75	7449	0.12	407508	6.75
Viruses	6033764	5744711	95.21	186	0.00	84	0.00	10315	0.17	278468	4.62
Fungi_RefSeq_release	6033764	5644729	93.55	3200	0.05	558	0.01	21703	0.36	363574	6.03
Coral	6033764	5725330	94.89	384	0.01	163	0.00	15954	0.26	291933	4.84
Bird	6033764	5703194	94.53	1239	0.02	127	0.00	19374	0.32	309830	5.13
Plant	6033764	5705624	94.56	1318	0.02	313	0.01	16983	0.28	309526	5.13

%Hit_no_genomes: 91.55
