#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1792303	1631719	91.03	1430	0.08	331	0.02	6555	0.37	152268	8.50
Ecoli	1792303	1792216	100.00	0	0.00	0	0.00	16	0.00	71	0.00
PhiX	1792303	1792303	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1792303	1792302	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	1792303	1711663	95.50	6	0.00	0	0.00	471	0.03	80163	4.47
Bacteria_24k	1792303	1643345	91.68	5110	0.29	10612	0.59	5670	0.32	127566	7.12
Protists_1k	1792303	1596614	89.07	7443	0.42	12736	0.71	8736	0.49	166774	9.31
Viruses	1792303	1667383	93.04	59	0.00	36	0.00	3586	0.20	121239	6.76
Fungi_RefSeq_release	1792303	1636393	91.31	800	0.04	176	0.01	6893	0.38	148041	8.26
Coral	1792303	1663025	92.79	139	0.01	83	0.00	5822	0.32	123234	6.88
Bird	1792303	1653496	92.26	559	0.03	135	0.01	6835	0.38	131278	7.32
Plant	1792303	1654586	92.32	376	0.02	98	0.01	5963	0.33	131280	7.32

%Hit_no_genomes: 87.82
