#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	265379	227011	85.55	247	0.09	41	0.02	1048	0.39	37032	13.95
Ecoli	265379	265367	100.00	0	0.00	0	0.00	1	0.00	11	0.00
PhiX	265379	265379	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	265379	265376	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	265379	250797	94.50	0	0.00	0	0.00	75	0.03	14507	5.47
Bacteria_24k	265379	231844	87.36	501	0.19	1067	0.40	872	0.33	31095	11.72
Protists_1k	265379	222933	84.00	890	0.34	1992	0.75	540	0.20	39024	14.71
Viruses	265379	233520	88.01	12	0.00	7	0.00	727	0.27	31113	11.72
Fungi_RefSeq_release	265379	227365	85.68	115	0.04	30	0.01	1098	0.41	36771	13.86
Coral	265379	232215	87.51	11	0.00	5	0.00	1120	0.42	32028	12.07
Bird	265379	231049	87.07	39	0.01	8	0.00	1187	0.45	33096	12.47
Plant	265379	231303	87.16	46	0.02	15	0.01	1016	0.38	32999	12.43

%Hit_no_genomes: 83.08
