#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	8261242	7505436	90.85	8446	0.10	1758	0.02	35482	0.43	710120	8.60
Ecoli	8261242	8260271	99.99	0	0.00	0	0.00	93	0.00	878	0.01
PhiX	8261242	8261242	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	8261242	8261229	100.00	0	0.00	0	0.00	7	0.00	6	0.00
Vectors	8261242	7944686	96.17	22	0.00	0	0.00	2347	0.03	314187	3.80
Bacteria_24k	8261242	7660935	92.73	7246	0.09	22325	0.27	20730	0.25	550006	6.66
Protists_1k	8261242	7368038	89.18	35277	0.43	70683	0.86	16173	0.20	771071	9.33
Viruses	8261242	7688920	93.07	494	0.01	197	0.00	19636	0.24	551995	6.68
Fungi_RefSeq_release	8261242	7526667	91.11	4961	0.06	1103	0.01	36295	0.44	692216	8.38
Coral	8261242	7663120	92.76	831	0.01	407	0.00	30515	0.37	566369	6.86
Bird	8261242	7624828	92.30	3712	0.04	522	0.01	38957	0.47	593223	7.18
Plant	8261242	7634205	92.40	2181	0.03	501	0.01	31933	0.39	592422	7.17

%Hit_no_genomes: 88.34
