Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	Snippy_mqc-generalstats-snippy-VariantTotal
Sne-ATaw_001-Ex1-lcwgs	13.373	0.926156	7525938333.0	0.453388	95.11671665918827	74.70192727317429	
Sne-ATaw_002-Ex1-lcwgs	21.0785	0.921687	9580451256.0	0.656605	93.76323478513523	46.986123160034055	
Sne-ATaw_003-Ex1-lcwgs	22.3809	0.917899	22014377334.0	0.635328	96.61031155628716	39.78966186901141	
Sne-ATaw_004-Ex1-lcwgs	18.799	0.927646	6335280141.0	0.41867	91.21980009428638	77.04816343171686	
Sne-ATaw_005-Ex1-lcwgs	16.044800000000002	0.922294	6845368968.0	0.411939	87.45945530952642	72.14946111350919	
Sne-ATaw_006-Ex1-lcwgs	39.2704	0.927093	8156824926.0	0.463564	90.55352170067536	74.57864974061327	
Sne-ATaw_007-Ex1-lcwgs	19.436	0.922723	5666080841.0	0.634919	96.76820907537224	51.54976880727825	
Sne-ATaw_008-Ex1-lcwgs	21.0795	0.930885	5438477713.0	0.471112	92.83585196439358	77.10950175068322	
Sne-ATaw_009-Ex1-lcwgs	22.710900000000002	0.924124	7497399648.0	0.398751	91.5166224743405	75.4742662619018	
Sne-ATaw_010-Ex1-lcwgs	17.2457	0.925329	8275649257.0	0.538645	93.62478050854504	65.51462959711283	
Sne-ATaw_011-Ex1-lcwgs	24.7583	0.924086	7302054747.0	0.368135	96.61724429098419	85.04175084539544	
Sne-ATaw_012-Ex1-lcwgs	12.5025	0.924583	7008860459.0	0.549639	94.48441001976285	68.31764745265065	
Sne-ATaw_013-Ex1-lcwgs	13.4435	0.923638	6503454751.0	0.488546	91.84127885637774	77.20736520926619	
Sne-ATaw_014-Ex1-lcwgs	34.0139	0.92221	7622283224.0	0.400393	93.7635417678597	73.21915548171172	
Sne-ATaw_015-Ex1-lcwgs	43.7578	0.922979	5020690960.0	0.515322	77.4866290566408	62.46721702187153	
Sne-ATaw_016-Ex1-lcwgs	23.537	0.923462	5136388398.0	0.425942	87.61894668958622	77.32006486927787	
Sne-ATaw_017-Ex1-lcwgs	17.549699999999998	0.926223	8792884971.0	0.443539	94.95711053684079	72.1203071055836	
Sne-ATaw_018-Ex1-lcwgs	17.307100000000002	0.922683	10964984376.0	0.415117	94.17012339015521	71.50724120554034	
Sne-ATaw_019-Ex1-lcwgs	13.384599999999999	0.916898	5497020084.0	0.62418	95.02285544313371	47.193078582451875	
Sne-ATaw_020-Ex1-lcwgs	24.090600000000002	0.923236	7522308721.0	0.418354	90.62283174302581	67.89772405147325	
Sne-ATaw_021-Ex1-lcwgs	14.116100000000001	0.924628	6988900055.0	0.456363	94.16476999639565	74.4608351039793	
Sne-ATaw_022-Ex1-lcwgs	17.896	0.930691	6355148636.0	0.369176	95.661794303114	87.11869462936835	
Sne-ATaw_023-Ex1-lcwgs	28.158699999999996	0.922033	7468165154.0	0.430497	92.67471269277969	72.88550995220834	
Sne-ATaw_024-Ex1-lcwgs	21.8265	0.929011	6173539038.0	0.462895	92.4824944204149	78.6176440131162	
Sne-ATaw_025-Ex1-lcwgs	14.087299999999999	0.933898	6416983493.0	0.371196	95.80999368362008	84.84956054302599	
Sne-ATaw_026-Ex1-lcwgs	25.1453	0.926395	9594762426.0	0.398791	95.55581578440162	65.33438201541037	
Sne-ATaw_027-Ex1-lcwgs	14.825199999999999	0.927133	4486074426.0	0.361372	95.37453642351696	86.71222083321098	
Sne-CTaw_004-Ex1-lcwgs	16.3902	0.911051	9203930904.0	0.41881	96.33432826635006	42.043244940913496	
