Module	Section	Sample Name	Source
FastQC	all_sections	Sne-ATaw_015-Ex1-lcwgs.1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-ATaw_015-Ex1-lcwgs.1_fastqc.zip
FastQC	all_sections	Sne-CTaw_056-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_056-Ex1-lcwgs.2_fastqc.zip
FastQC	all_sections	Sne-ATaw_009-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-ATaw_009-Ex1-lcwgs.2_fastqc.zip
FastQC	all_sections	Sne-CTaw_010-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_010-Ex1-lcwgs.2_fastqc.zip
FastQC	all_sections	Sne-CTaw_016-Ex1-lcwgs.1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_016-Ex1-lcwgs.1_fastqc.zip
FastQC	all_sections	Sne-CTaw_043-Ex1-lcwgs.1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_043-Ex1-lcwgs.1_fastqc.zip
FastQC	all_sections	Sne-CTaw_048-Ex1-lcwgs.1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_048-Ex1-lcwgs.1_fastqc.zip
FastQC	all_sections	Sne-CTaw_036-Ex1-lcwgs.1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_036-Ex1-lcwgs.1_fastqc.zip
FastQC	all_sections	Sne-CTaw_047-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_047-Ex1-lcwgs.2_fastqc.zip
FastQC	all_sections	Sne-ATaw_027-Ex1-lcwgs.1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-ATaw_027-Ex1-lcwgs.1_fastqc.zip
FastQC	all_sections	Sne-ATaw_001-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-ATaw_001-Ex1-lcwgs.2_fastqc.zip
FastQC	all_sections	Sne-CTaw_044-Ex1-lcwgs.1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_044-Ex1-lcwgs.1_fastqc.zip
FastQC	all_sections	Sne-CTaw_049-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_049-Ex1-lcwgs.2_fastqc.zip
FastQC	all_sections	Sne-CTaw_064-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_064-Ex1-lcwgs.2_fastqc.zip
FastQC	all_sections	Sne-CTaw_089-Ex1-lcwgs.1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_089-Ex1-lcwgs.1_fastqc.zip
FastQC	all_sections	Sne-CTaw_050-Ex1-lcwgs.1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_050-Ex1-lcwgs.1_fastqc.zip
FastQC	all_sections	Sne-CTaw_006-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_006-Ex1-lcwgs.2_fastqc.zip
FastQC	all_sections	Sne-CTaw_089-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-CTaw_089-Ex1-lcwgs.2_fastqc.zip
FastQC	all_sections	Sne-ATaw_008-Ex1-lcwgs.2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/sphaeramia_nematoptera/fq_raw_lcwgs/Sne-ATaw_008-Ex1-lcwgs.2_fastqc.zip
