Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Goy-APnd_017-Ex1-3A-lcwgs-1-T.clmp.fp2_r2_screen	4264.0	1938.0	845.0	460.0	339.0	71.0	85.0	26.0	2.0	0.0	17013.0	767456.0
Goy-APnd_018-Ex1-3B-lcwgs-1-T.clmp.fp2_r1_screen	3183.0	640.0	536.0	326.0	236.0	45.0	74.0	9.0	0.0	0.0	11266.0	518582.0
Goy-APnd_018-Ex1-3B-lcwgs-1-T.clmp.fp2_r2_screen	3281.0	636.0	528.0	347.0	233.0	61.0	69.0	13.0	4.0	0.0	11410.0	518315.0
Goy-APnd_019-Ex1-3C-lcwgs-1-T.clmp.fp2_r1_screen	10728.0	2286.0	1996.0	1129.0	827.0	199.0	212.0	40.0	5.0	0.0	42316.0	1772697.0
Goy-APnd_019-Ex1-3C-lcwgs-1-T.clmp.fp2_r2_screen	10592.0	2303.0	1899.0	1158.0	819.0	201.0	217.0	48.0	2.0	0.0	42499.0	1772697.0
Goy-APnd_020-Ex1-3D-lcwgs-1-T.clmp.fp2_r1_screen	10546.0	847.0	1818.0	1081.0	766.0	216.0	187.0	51.0	3.0	0.0	34410.0	1805986.0
Goy-APnd_020-Ex1-3D-lcwgs-1-T.clmp.fp2_r2_screen	10430.0	827.0	1788.0	1118.0	760.0	237.0	216.0	44.0	2.0	0.0	34503.0	1805986.0
Goy-APnd_021-Ex1-3E-lcwgs-1-T.clmp.fp2_r1_screen	11464.0	831.0	1896.0	1227.0	819.0	210.0	200.0	46.0	6.0	0.0	40093.0	1861856.0
Goy-APnd_021-Ex1-3E-lcwgs-1-T.clmp.fp2_r2_screen	11274.0	836.0	1948.0	1288.0	793.0	222.0	215.0	43.0	2.0	0.0	40555.0	1861472.0
Goy-APnd_022-Ex1-3F-lcwgs-1-T.clmp.fp2_r1_screen	15576.0	1305.0	2598.0	1526.0	1174.0	305.0	277.0	80.0	8.0	0.0	55721.0	2602991.0
Goy-APnd_022-Ex1-3F-lcwgs-1-T.clmp.fp2_r2_screen	15697.0	1345.0	2611.0	1545.0	1198.0	280.0	262.0	90.0	3.0	0.0	55539.0	2602991.0
Goy-APnd_023-Ex1-3G-lcwgs-1-T.clmp.fp2_r1_screen	10633.0	1671.0	1618.0	1049.0	672.0	200.0	197.0	41.0	8.0	0.0	42396.0	1535096.0
Goy-APnd_023-Ex1-3G-lcwgs-1-T.clmp.fp2_r2_screen	10631.0	1667.0	1615.0	1045.0	701.0	174.0	184.0	37.0	3.0	0.0	42269.0	1535255.0
Goy-APnd_024-Ex1-3H-lcwgs-1-T.clmp.fp2_r1_screen	15113.0	1048.0	2339.0	1489.0	1042.0	300.0	259.0	64.0	3.0	0.0	53564.0	2374950.0
Goy-APnd_024-Ex1-3H-lcwgs-1-T.clmp.fp2_r2_screen	15115.0	1007.0	2321.0	1415.0	991.0	279.0	249.0	50.0	5.0	0.0	53789.0	2374950.0
Goy-APnd_025-Ex1-4A-lcwgs-1-T.clmp.fp2_r1_screen	5971.0	8175.0	5083.0	637.0	348.0	107.0	102.0	27.0	0.0	0.0	38461.0	731833.0
Goy-APnd_025-Ex1-4A-lcwgs-1-T.clmp.fp2_r2_screen	6052.0	8180.0	5095.0	667.0	361.0	113.0	109.0	26.0	2.0	0.0	38701.0	731438.0
Goy-APnd_026-Ex1-4B-lcwgs-1-T.clmp.fp2_r1_screen	2965.0	3406.0	589.0	328.0	247.0	58.0	68.0	15.0	1.0	0.0	13383.0	452185.0
Goy-APnd_026-Ex1-4B-lcwgs-1-T.clmp.fp2_r2_screen	2969.0	3427.0	601.0	369.0	217.0	52.0	80.0	22.0	1.0	0.0	13464.0	452043.0
Goy-APnd_027-Ex1-4C-lcwgs-1-T.clmp.fp2_r1_screen	12070.0	2349.0	2089.0	1262.0	878.0	216.0	219.0	53.0	1.0	1.0	42876.0	1772709.0
Goy-APnd_027-Ex1-4C-lcwgs-1-T.clmp.fp2_r2_screen	11660.0	2353.0	2081.0	1234.0	863.0	239.0	227.0	56.0	10.0	0.0	42741.0	1773259.0
Goy-APnd_028-Ex1-4D-lcwgs-1-T.clmp.fp2_r1_screen	14393.0	10644.0	2844.0	1587.0	1104.0	339.0	333.0	74.0	6.0	0.0	60834.0	2194637.0
Goy-APnd_028-Ex1-4D-lcwgs-1-T.clmp.fp2_r2_screen	14139.0	10691.0	2848.0	1560.0	1157.0	305.0	314.0	79.0	1.0	0.0	61750.0	2193951.0
Goy-APnd_029-Ex1-4E-lcwgs-1-T.clmp.fp2_r1_screen	6450.0	5521.0	1480.0	622.0	474.0	139.0	134.0	24.0	1.0	0.0	34663.0	889909.0
Goy-APnd_029-Ex1-4E-lcwgs-1-T.clmp.fp2_r2_screen	6410.0	5576.0	1482.0	611.0	461.0	137.0	140.0	32.0	2.0	0.0	35126.0	889440.0
Goy-APnd_030-Ex1-4F-lcwgs-1-T.clmp.fp2_r1_screen	12453.0	53712.0	3722.0	1031.0	652.0	176.0	169.0	84.0	0.0	0.0	78256.0	1197317.0
Goy-APnd_030-Ex1-4F-lcwgs-1-T.clmp.fp2_r2_screen	12357.0	53633.0	3738.0	975.0	684.0	184.0	183.0	94.0	3.0	0.0	79751.0	1195970.0
Goy-APnd_031-Ex1-4G-lcwgs-1-T.clmp.fp2_r1_screen	2208.0	12461.0	403.0	145.0	81.0	25.0	27.0	8.0	0.0	0.0	13159.0	198347.0
Goy-APnd_031-Ex1-4G-lcwgs-1-T.clmp.fp2_r2_screen	2214.0	12324.0	392.0	157.0	79.0	30.0	23.0	8.0	0.0	0.0	13812.0	197825.0
Goy-APnd_032-Ex1-4H-lcwgs-1-T.clmp.fp2_r1_screen	2779.0	669.0	490.0	249.0	208.0	59.0	53.0	18.0	1.0	0.0	11442.0	378300.0
Goy-APnd_032-Ex1-4H-lcwgs-1-T.clmp.fp2_r2_screen	2743.0	664.0	520.0	298.0	198.0	46.0	41.0	12.0	1.0	0.0	11445.0	378300.0
Goy-APnd_033-Ex1-5A-lcwgs-1-T.clmp.fp2_r1_screen	13500.0	11033.0	3339.0	1570.0	950.0	244.0	243.0	83.0	1.0	0.0	64017.0	1871474.0
Goy-APnd_033-Ex1-5A-lcwgs-1-T.clmp.fp2_r2_screen	13272.0	10979.0	3403.0	1533.0	928.0	255.0	273.0	63.0	3.0	0.0	64468.0	1871277.0
Goy-APnd_034-Ex1-5B-lcwgs-1-T.clmp.fp2_r1_screen	3802.0	46869.0	1294.0	424.0	63.0	13.0	14.0	29.0	0.0	0.0	25365.0	197004.0
Goy-APnd_034-Ex1-5B-lcwgs-1-T.clmp.fp2_r2_screen	3836.0	46707.0	1257.0	425.0	65.0	8.0	17.0	29.0	0.0	0.0	25969.0	196564.0
Goy-APnd_035-Ex1-5C-lcwgs-1-T.clmp.fp2_r1_screen	5608.0	3465.0	971.0	543.0	379.0	94.0	89.0	56.0	0.0	0.0	36880.0	641789.0
Goy-APnd_035-Ex1-5C-lcwgs-1-T.clmp.fp2_r2_screen	5670.0	3443.0	944.0	523.0	331.0	106.0	86.0	32.0	0.0	0.0	37019.0	641720.0
Goy-APnd_036-Ex1-5D-lcwgs-1-T.clmp.fp2_r1_screen	2690.0	1728.0	463.0	303.0	202.0	38.0	39.0	11.0	0.0	0.0	13930.0	381495.0
Goy-APnd_036-Ex1-5D-lcwgs-1-T.clmp.fp2_r2_screen	2718.0	1715.0	479.0	303.0	177.0	42.0	43.0	22.0	0.0	0.0	13985.0	381415.0
Goy-APnd_037-Ex1-5E-lcwgs-1-T.clmp.fp2_r1_screen	5207.0	7079.0	5394.0	474.0	355.0	90.0	78.0	31.0	0.0	0.0	34475.0	605829.0
Goy-APnd_037-Ex1-5E-lcwgs-1-T.clmp.fp2_r2_screen	5311.0	7083.0	5378.0	432.0	371.0	90.0	95.0	27.0	2.0	0.0	34723.0	605500.0
Goy-APnd_038-Ex1-5F-lcwgs-1-T.clmp.fp2_r1_screen	10345.0	4297.0	1886.0	1011.0	779.0	211.0	168.0	61.0	1.0	0.0	56932.0	1388340.0
Goy-APnd_038-Ex1-5F-lcwgs-1-T.clmp.fp2_r2_screen	10442.0	4207.0	1832.0	980.0	746.0	173.0	170.0	57.0	6.0	0.0	57371.0	1388047.0
Goy-APnd_039-Ex1-5G-lcwgs-1-T.clmp.fp2_r1_screen	3907.0	1047.0	651.0	413.0	284.0	56.0	63.0	15.0	0.0	0.0	16068.0	554510.0
Goy-APnd_039-Ex1-5G-lcwgs-1-T.clmp.fp2_r2_screen	3883.0	1034.0	644.0	402.0	248.0	84.0	60.0	18.0	3.0	0.0	15955.0	554683.0
Goy-APnd_040-Ex1-5H-lcwgs-1-T.clmp.fp2_r1_screen	6155.0	1993.0	1020.0	579.0	400.0	99.0	105.0	31.0	2.0	1.0	27465.0	828260.0
Goy-APnd_040-Ex1-5H-lcwgs-1-T.clmp.fp2_r2_screen	6055.0	1987.0	1084.0	581.0	413.0	101.0	82.0	28.0	0.0	0.0	27519.0	828260.0
Goy-APnd_041-Ex1-6A-lcwgs-1-T.clmp.fp2_r1_screen	9073.0	4546.0	1587.0	796.0	578.0	151.0	128.0	50.0	0.0	0.0	49619.0	1188711.0
Goy-APnd_041-Ex1-6A-lcwgs-1-T.clmp.fp2_r2_screen	9308.0	4548.0	1603.0	808.0	623.0	157.0	122.0	43.0	2.0	0.0	49691.0	1188334.0
Goy-APnd_042-Ex1-6B-lcwgs-1-T.clmp.fp2_r1_screen	3813.0	1885.0	682.0	382.0	231.0	65.0	69.0	15.0	0.0	0.0	16388.0	547580.0
Goy-APnd_042-Ex1-6B-lcwgs-1-T.clmp.fp2_r2_screen	3794.0	1842.0	692.0	381.0	266.0	69.0	62.0	14.0	1.0	0.0	16409.0	547580.0
Goy-APnd_043-Ex1-6C-lcwgs-1-T.clmp.fp2_r1_screen	9405.0	3707.0	1728.0	957.0	711.0	173.0	176.0	45.0	2.0	1.0	47504.0	1451081.0
Goy-APnd_043-Ex1-6C-lcwgs-1-T.clmp.fp2_r2_screen	9399.0	3738.0	1724.0	898.0	692.0	175.0	169.0	48.0	2.0	0.0	48018.0	1450627.0
Goy-APnd_044-Ex1-6D-lcwgs-1-T.clmp.fp2_r1_screen	8362.0	1777.0	1528.0	805.0	676.0	148.0	149.0	44.0	1.0	0.0	35448.0	1470859.0
Goy-APnd_044-Ex1-6D-lcwgs-1-T.clmp.fp2_r2_screen	8535.0	1755.0	1581.0	853.0	710.0	138.0	155.0	47.0	2.0	0.0	35618.0	1470403.0
Goy-APnd_045-Ex1-6E-lcwgs-1-T.clmp.fp2_r1_screen	20576.0	4754.0	3526.0	2124.0	1462.0	392.0	400.0	89.0	8.0	0.0	74460.0	3325023.0
Goy-APnd_045-Ex1-6E-lcwgs-1-T.clmp.fp2_r2_screen	20454.0	4769.0	3555.0	2013.0	1421.0	408.0	384.0	71.0	8.0	0.0	74708.0	3325023.0
Goy-APnd_046-Ex1-6F-lcwgs-1-T.clmp.fp2_r1_screen	16804.0	7918.0	3108.0	1615.0	1237.0	298.0	288.0	90.0	6.0	0.0	76551.0	2709705.0
Goy-APnd_046-Ex1-6F-lcwgs-1-T.clmp.fp2_r2_screen	16805.0	7970.0	3133.0	1537.0	1257.0	308.0	280.0	72.0	5.0	0.0	77394.0	2708859.0
Goy-APnd_047-Ex1-6G-lcwgs-1-T.clmp.fp2_r1_screen	989.0	120.0	147.0	76.0	67.0	14.0	14.0	7.0	1.0	0.0	4409.0	139878.0
Goy-APnd_047-Ex1-6G-lcwgs-1-T.clmp.fp2_r2_screen	974.0	118.0	127.0	79.0	68.0	23.0	15.0	8.0	0.0	0.0	4432.0	139878.0
Goy-APnd_048-Ex1-6H-lcwgs-1-T.clmp.fp2_r1_screen	20023.0	4545.0	3402.0	2115.0	1481.0	363.0	362.0	97.0	1.0	0.0	73136.0	3171646.0
Goy-APnd_048-Ex1-6H-lcwgs-1-T.clmp.fp2_r2_screen	20140.0	4485.0	3455.0	2113.0	1540.0	342.0	411.0	101.0	5.0	0.0	73589.0	3170990.0
Goy-APnd_049-Ex1-7A-lcwgs-1-T.clmp.fp2_r1_screen	8425.0	15676.0	3440.0	675.0	497.0	148.0	138.0	61.0	2.0	0.0	58594.0	912974.0
Goy-APnd_049-Ex1-7A-lcwgs-1-T.clmp.fp2_r2_screen	8383.0	15622.0	3405.0	621.0	424.0	161.0	142.0	69.0	6.0	0.0	58923.0	912874.0
Goy-APnd_050-Ex1-7B-lcwgs-1-T.clmp.fp2_r1_screen	4818.0	1192.0	899.0	500.0	396.0	83.0	85.0	24.0	1.0	0.0	17238.0	949100.0
Goy-APnd_050-Ex1-7B-lcwgs-1-T.clmp.fp2_r2_screen	4962.0	1192.0	887.0	499.0	425.0	81.0	87.0	26.0	0.0	0.0	17467.0	948710.0
Goy-APnd_051-Ex1-7C-lcwgs-1-T.clmp.fp2_r1_screen	9412.0	2207.0	1553.0	884.0	663.0	161.0	151.0	40.0	1.0	0.0	37390.0	1490510.0
Goy-APnd_051-Ex1-7C-lcwgs-1-T.clmp.fp2_r2_screen	9366.0	2214.0	1630.0	943.0	681.0	168.0	153.0	45.0	4.0	0.0	37258.0	1490510.0
Goy-APnd_052-Ex1-7D-lcwgs-1-T.clmp.fp2_r1_screen	12701.0	1939.0	2270.0	1273.0	875.0	236.0	224.0	49.0	2.0	0.0	45601.0	1997169.0
Goy-APnd_052-Ex1-7D-lcwgs-1-T.clmp.fp2_r2_screen	12784.0	1954.0	2150.0	1330.0	908.0	239.0	225.0	59.0	5.0	0.0	45723.0	1996962.0
Goy-APnd_053-Ex1-7E-lcwgs-1-T.clmp.fp2_r1_screen	6096.0	1725.0	1079.0	613.0	428.0	93.0	119.0	32.0	2.0	0.0	26648.0	948041.0
Goy-APnd_053-Ex1-7E-lcwgs-1-T.clmp.fp2_r2_screen	6066.0	1715.0	1078.0	585.0	413.0	117.0	125.0	32.0	2.0	0.0	26800.0	947943.0
Goy-APnd_054-Ex1-7F-lcwgs-1-T.clmp.fp2_r1_screen	7790.0	2437.0	1262.0	777.0	534.0	147.0	134.0	49.0	3.0	0.0	33273.0	1184499.0
Goy-APnd_054-Ex1-7F-lcwgs-1-T.clmp.fp2_r2_screen	7849.0	2493.0	1266.0	785.0	552.0	135.0	129.0	40.0	2.0	0.0	33278.0	1184376.0
Goy-APnd_055-Ex1-7G-lcwgs-1-T.clmp.fp2_r1_screen	11155.0	2120.0	1972.0	999.0	903.0	196.0	182.0	58.0	3.0	0.0	46749.0	2024525.0
Goy-APnd_055-Ex1-7G-lcwgs-1-T.clmp.fp2_r2_screen	11152.0	2147.0	1916.0	1057.0	935.0	207.0	189.0	61.0	3.0	0.0	47088.0	2024107.0
Goy-APnd_056-Ex1-7H-lcwgs-1-T.clmp.fp2_r1_screen	13532.0	2185.0	2513.0	1283.0	1161.0	235.0	213.0	74.0	1.0	0.0	55167.0	2427344.0
Goy-APnd_056-Ex1-7H-lcwgs-1-T.clmp.fp2_r2_screen	13366.0	2179.0	2530.0	1231.0	1151.0	267.0	233.0	72.0	6.0	0.0	55829.0	2426844.0
Goy-APnd_057-Ex1-8A-lcwgs-1-T.clmp.fp2_r1_screen	2920.0	438.0	552.0	268.0	245.0	55.0	45.0	13.0	2.0	0.0	10402.0	597321.0
Goy-APnd_057-Ex1-8A-lcwgs-1-T.clmp.fp2_r2_screen	2943.0	430.0	477.0	268.0	259.0	47.0	48.0	17.0	0.0	0.0	10451.0	597321.0
Goy-APnd_058-Ex1-8B-lcwgs-1-T.clmp.fp2_r1_screen	2400.0	464.0	424.0	246.0	213.0	43.0	39.0	15.0	1.0	0.0	8364.0	472270.0
Goy-APnd_058-Ex1-8B-lcwgs-1-T.clmp.fp2_r2_screen	2410.0	448.0	453.0	257.0	206.0	40.0	47.0	17.0	2.0	0.0	8378.0	472221.0
Goy-APnd_059-Ex1-8C-lcwgs-1-T.clmp.fp2_r1_screen	7477.0	751.0	1192.0	714.0	540.0	127.0	135.0	29.0	9.0	0.0	23903.0	1494799.0
Goy-APnd_059-Ex1-8C-lcwgs-1-T.clmp.fp2_r2_screen	7402.0	755.0	1202.0	696.0	585.0	146.0	129.0	39.0	1.0	0.0	24075.0	1494646.0
Goy-APnd_060-Ex1-8D-lcwgs-1-T.clmp.fp2_r1_screen	3071.0	249.0	523.0	272.0	226.0	50.0	53.0	17.0	2.0	0.0	10152.0	634926.0
Goy-APnd_060-Ex1-8D-lcwgs-1-T.clmp.fp2_r2_screen	3042.0	245.0	495.0	261.0	255.0	51.0	51.0	14.0	0.0	0.0	10331.0	634796.0
Goy-APnd_061-Ex1-8E-lcwgs-1-T.clmp.fp2_r1_screen	3001.0	224.0	453.0	255.0	203.0	64.0	54.0	15.0	3.0	0.0	9872.0	523644.0
Goy-APnd_061-Ex1-8E-lcwgs-1-T.clmp.fp2_r2_screen	3014.0	209.0	412.0	261.0	170.0	54.0	68.0	15.0	2.0	0.0	9778.0	523805.0
Goy-APnd_062-Ex1-8F-lcwgs-1-T.clmp.fp2_r1_screen	3629.0	448.0	578.0	307.0	259.0	58.0	55.0	14.0	12.0	0.0	13165.0	699470.0
Goy-APnd_062-Ex1-8F-lcwgs-1-T.clmp.fp2_r2_screen	3547.0	434.0	562.0	331.0	286.0	62.0	49.0	10.0	4.0	0.0	13383.0	699327.0
Goy-APnd_063-Ex1-8G-lcwgs-1-T.clmp.fp2_r1_screen	3982.0	355.0	644.0	371.0	323.0	65.0	60.0	21.0	6.0	0.0	13283.0	853470.0
Goy-APnd_063-Ex1-8G-lcwgs-1-T.clmp.fp2_r2_screen	3920.0	324.0	647.0	375.0	286.0	74.0	53.0	18.0	0.0	0.0	13326.0	853557.0
Goy-APnd_064-Ex1-8H-lcwgs-1-T.clmp.fp2_r1_screen	8993.0	1606.0	1560.0	839.0	816.0	163.0	131.0	59.0	10.0	0.0	36417.0	1775884.0
Goy-APnd_064-Ex1-8H-lcwgs-1-T.clmp.fp2_r2_screen	9171.0	1596.0	1621.0	834.0	776.0	161.0	158.0	55.0	3.0	0.0	36767.0	1775336.0
Goy-APnd_065-Ex1-9A-lcwgs-1-T.clmp.fp2_r1_screen	2095.0	258.0	357.0	176.0	168.0	39.0	37.0	9.0	2.0	0.0	7659.0	421172.0
Goy-APnd_065-Ex1-9A-lcwgs-1-T.clmp.fp2_r2_screen	1910.0	257.0	363.0	184.0	189.0	39.0	32.0	8.0	1.0	0.0	7730.0	421259.0
Goy-APnd_066-Ex1-9B-lcwgs-1-T.clmp.fp2_r1_screen	2263.0	532.0	398.0	213.0	201.0	38.0	48.0	14.0	1.0	0.0	9053.0	409763.0
Goy-APnd_066-Ex1-9B-lcwgs-1-T.clmp.fp2_r2_screen	2272.0	517.0	443.0	209.0	166.0	50.0	35.0	13.0	3.0	0.0	9137.0	409679.0
Goy-APnd_067-Ex1-9C-lcwgs-1-T.clmp.fp2_r1_screen	1078.0	88.0	225.0	115.0	99.0	27.0	19.0	5.0	0.0	0.0	3896.0	237948.0
Goy-APnd_067-Ex1-9C-lcwgs-1-T.clmp.fp2_r2_screen	1124.0	81.0	227.0	110.0	98.0	10.0	12.0	7.0	0.0	0.0	3932.0	237899.0
Goy-CPnd_001-Ex1-7F-lcwgs-1-T.clmp.fp2_r1_screen	20616.0	774.0	4112.0	2127.0	2115.0	432.0	359.0	138.0	7.0	0.0	82422.0	3136932.0
Goy-CPnd_001-Ex1-7F-lcwgs-1-T.clmp.fp2_r2_screen	21116.0	784.0	3888.0	2094.0	2023.0	456.0	391.0	157.0	10.0	0.0	85108.0	3134007.0
Goy-CPnd_002-Ex1-5C-lcwgs-1-T.clmp.fp2_r1_screen	2426.0	103.0	465.0	247.0	221.0	53.0	35.0	14.0	1.0	0.0	10206.0	339322.0
Goy-CPnd_002-Ex1-5C-lcwgs-1-T.clmp.fp2_r2_screen	2437.0	99.0	447.0	249.0	211.0	64.0	44.0	7.0	0.0	0.0	10566.0	338969.0
Goy-CPnd_003-Ex1-7G-lcwgs-1-T.clmp.fp2_r1_screen	10440.0	498.0	1913.0	1011.0	916.0	194.0	175.0	73.0	1.0	0.0	43880.0	1512725.0
Goy-CPnd_003-Ex1-7G-lcwgs-1-T.clmp.fp2_r2_screen	10714.0	489.0	1883.0	1067.0	963.0	216.0	178.0	57.0	6.0	0.0	44786.0	1511467.0
Goy-CPnd_004-Ex1-2D-lcwgs-1-T.clmp.fp2_r1_screen	21814.0	1029.0	4140.0	2116.0	2093.0	454.0	387.0	141.0	4.0	0.0	88664.0	3585945.0
Goy-CPnd_004-Ex1-2D-lcwgs-1-T.clmp.fp2_r2_screen	22249.0	987.0	4202.0	2161.0	2141.0	451.0	419.0	153.0	9.0	0.0	91406.0	3582609.0
Goy-CPnd_005-Ex1-6A-lcwgs-1-T.clmp.fp2_r1_screen	8930.0	358.0	1592.0	882.0	783.0	194.0	147.0	40.0	2.0	0.0	33571.0	1429638.0
Goy-CPnd_005-Ex1-6A-lcwgs-1-T.clmp.fp2_r2_screen	9084.0	351.0	1583.0	860.0	856.0	209.0	142.0	55.0	3.0	0.0	34241.0	1428753.0
