pos	3pG>A
1	0.0342166486977246
2	0.0630318011123259
3	0.0324055822754869
4	0.0261850073084151
5	0.0229294851932185
6	0.0203591708600711
7	0.0194982394366197
8	0.0170686920958184
9	0.0160418848167539
10	0.0171884310400147
11	0.0128273650454303
12	0.0135387867946007
13	0.0131813172840553
14	0.01359439124487
15	0.0132920536635707
16	0.0111819064095531
17	0.0120186203977994
18	0.0120578778135048
19	0.0106463878326996
20	0.0104629313290058
21	0.0115836644964911
22	0.00919847806999206
23	0.00846489186100647
24	0.00930389917956525
25	0.0111625143245193
