pos	5pC>T
1	0.00622332369544265
2	0.0236755857750819
3	0.0111128563574963
4	0.011370788402635
5	0.00945054945054945
6	0.0073983318411008
7	0.00879829260856309
8	0.00750041438753522
9	0.00823447882271412
10	0.00986076238301758
11	0.00684794361459293
12	0.00644464014090145
13	0.00667053364269142
14	0.00649541130620626
15	0.00844712346742117
16	0.0074551851231362
17	0.00710427918570835
18	0.00748734680219183
19	0.00686602969764652
20	0.0073360843649702
21	0.00757449642084235
22	0.00645321419707123
23	0.00709044438947976
24	0.00720491629582539
25	0.00678903696253457
