Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Hte-ATic_060-Ex1-10F-lcwgs-2-T.clmp.fp2_r2_screen	1235.0	96.0	65.0	13.0	4.0	0.0	2.0	3.0	0.0	0.0	0.0	1488.0	12257.0
Hte-ATic_061-Ex1-1F-lcwgs-2-T.clmp.fp2_r1_screen	4617.0	311.0	187.0	28.0	10.0	1.0	1.0	13.0	0.0	0.0	0.0	4211.0	28855.0
Hte-ATic_061-Ex1-1F-lcwgs-2-T.clmp.fp2_r2_screen	4604.0	321.0	185.0	26.0	11.0	4.0	1.0	7.0	0.0	0.0	0.0	4239.0	28836.0
Hte-ATic_062-Ex1-2E-lcwgs-2-T.clmp.fp2_r1_screen	1223.0	257.0	284.0	22.0	19.0	3.0	2.0	5.0	0.0	0.0	0.0	1757.0	28544.0
Hte-ATic_062-Ex1-2E-lcwgs-2-T.clmp.fp2_r2_screen	1249.0	240.0	278.0	22.0	16.0	1.0	1.0	9.0	0.0	0.0	0.0	1759.0	28541.0
Hte-ATic_063-Ex1-3E-lcwgs-2-T.clmp.fp2_r1_screen	997.0	219.0	1354.0	33.0	9.0	1.0	2.0	6.0	0.0	0.0	0.0	2116.0	29411.0
Hte-ATic_063-Ex1-3E-lcwgs-2-T.clmp.fp2_r2_screen	981.0	227.0	1377.0	30.0	4.0	5.0	2.0	5.0	0.0	0.0	0.0	2092.0	29425.0
Hte-ATic_067-Ex1-6A-lcwgs-2-T.clmp.fp2_r1_screen	593.0	93.0	151.0	8.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	632.0	8650.0
Hte-ATic_067-Ex1-6A-lcwgs-2-T.clmp.fp2_r2_screen	590.0	90.0	152.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	628.0	8664.0
Hte-ATic_069-Ex1-7G-lcwgs-2-T.clmp.fp2_r1_screen	405.0	65.0	42.0	5.0	8.0	2.0	0.0	2.0	0.0	0.0	0.0	396.0	7388.0
Hte-ATic_069-Ex1-7G-lcwgs-2-T.clmp.fp2_r2_screen	405.0	63.0	45.0	6.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	381.0	7407.0
Hte-ATic_070-Ex1-8G-lcwgs-2-T.clmp.fp2_r1_screen	80.0	19.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	1824.0
Hte-ATic_070-Ex1-8G-lcwgs-2-T.clmp.fp2_r2_screen	80.0	14.0	9.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	155.0	1817.0
Hte-ATic_071-Ex1-9G-lcwgs-2-T.clmp.fp2_r1_screen	366.0	82.0	93.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	840.0	10492.0
Hte-ATic_071-Ex1-9G-lcwgs-2-T.clmp.fp2_r2_screen	338.0	86.0	96.0	6.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	829.0	10524.0
Hte-ATic_072-Ex1-10G-lcwgs-2-T.clmp.fp2_r1_screen	1715.0	184.0	418.0	44.0	8.0	3.0	0.0	2.0	0.0	0.0	0.0	2132.0	21979.0
Hte-ATic_072-Ex1-10G-lcwgs-2-T.clmp.fp2_r2_screen	1724.0	193.0	419.0	41.0	7.0	0.0	0.0	4.0	1.0	0.0	0.0	2109.0	21987.0
Hte-ATic_073-Ex1-1G-lcwgs-2-T.clmp.fp2_r1_screen	1183.0	236.0	298.0	54.0	10.0	1.0	4.0	4.0	0.0	0.0	0.0	1893.0	30891.0
Hte-ATic_073-Ex1-1G-lcwgs-2-T.clmp.fp2_r2_screen	1176.0	256.0	305.0	54.0	6.0	1.0	6.0	5.0	0.0	0.0	0.0	1877.0	30888.0
Hte-ATic_074-Ex1-2F-lcwgs-2-T.clmp.fp2_r1_screen	1108.0	225.0	431.0	35.0	9.0	1.0	1.0	2.0	0.0	0.0	0.0	1902.0	31086.0
Hte-ATic_074-Ex1-2F-lcwgs-2-T.clmp.fp2_r2_screen	1090.0	233.0	418.0	25.0	9.0	1.0	5.0	3.0	0.0	0.0	0.0	1884.0	31132.0
Hte-ATic_075-Ex1-3F-lcwgs-2-T.clmp.fp2_r1_screen	392.0	182.0	71.0	17.0	16.0	2.0	0.0	2.0	0.0	0.0	0.0	938.0	25877.0
Hte-ATic_075-Ex1-3F-lcwgs-2-T.clmp.fp2_r2_screen	422.0	167.0	67.0	17.0	15.0	2.0	1.0	3.0	1.0	0.0	0.0	931.0	25871.0
Hte-ATic_076-Ex1-4A-lcwgs-2-T.clmp.fp2_r1_screen	424.0	122.0	132.0	22.0	6.0	0.0	4.0	3.0	0.0	0.0	0.0	1287.0	15707.0
Hte-ATic_076-Ex1-4A-lcwgs-2-T.clmp.fp2_r2_screen	404.0	118.0	130.0	17.0	4.0	0.0	2.0	3.0	0.0	0.0	0.0	1332.0	15697.0
Hte-ATic_077-Ex1-4F-lcwgs-2-T.clmp.fp2_r1_screen	768.0	236.0	165.0	27.0	12.0	2.0	1.0	5.0	0.0	0.0	0.0	2024.0	31002.0
Hte-ATic_077-Ex1-4F-lcwgs-2-T.clmp.fp2_r2_screen	777.0	232.0	164.0	29.0	11.0	7.0	1.0	6.0	2.0	0.0	0.0	2035.0	30978.0
Hte-ATic_078-Ex1-5D-lcwgs-2-T.clmp.fp2_r1_screen	851.0	267.0	57.0	11.0	23.0	3.0	0.0	3.0	0.0	0.0	0.0	2080.0	33146.0
Hte-ATic_078-Ex1-5D-lcwgs-2-T.clmp.fp2_r2_screen	827.0	244.0	53.0	18.0	12.0	4.0	6.0	4.0	0.0	0.0	0.0	2116.0	33157.0
Hte-ATic_079-Ex1-6B-lcwgs-2-T.clmp.fp2_r1_screen	677.0	144.0	190.0	24.0	5.0	3.0	2.0	0.0	0.0	0.0	0.0	1290.0	18376.0
Hte-ATic_079-Ex1-6B-lcwgs-2-T.clmp.fp2_r2_screen	662.0	156.0	195.0	20.0	5.0	5.0	4.0	2.0	0.0	0.0	0.0	1296.0	18366.0
Hte-ATic_080-Ex1-7B-lcwgs-2-T.clmp.fp2_r1_screen	4776.0	366.0	575.0	45.0	5.0	1.0	1.0	12.0	1.0	0.0	0.0	5047.0	30962.0
Hte-ATic_080-Ex1-7B-lcwgs-2-T.clmp.fp2_r2_screen	4757.0	348.0	573.0	57.0	12.0	4.0	2.0	10.0	0.0	0.0	0.0	5003.0	31025.0
Hte-ATic_081-Ex1-7H-lcwgs-2-T.clmp.fp2_r1_screen	1623.0	166.0	1147.0	30.0	1.0	1.0	1.0	4.0	0.0	0.0	0.0	1911.0	14982.0
Hte-ATic_081-Ex1-7H-lcwgs-2-T.clmp.fp2_r2_screen	1615.0	140.0	1141.0	22.0	2.0	3.0	1.0	8.0	1.0	0.0	0.0	1907.0	15026.0
Hte-ATic_082-Ex1-8H-lcwgs-2-T.clmp.fp2_r1_screen	3107.0	206.0	903.0	88.0	3.0	4.0	3.0	7.0	0.0	0.0	0.0	2131.0	20941.0
Hte-ATic_082-Ex1-8H-lcwgs-2-T.clmp.fp2_r2_screen	3130.0	204.0	905.0	94.0	5.0	2.0	2.0	5.0	0.0	1.0	0.0	2073.0	20972.0
Hte-ATic_083-Ex1-9H-lcwgs-2-T.clmp.fp2_r1_screen	493.0	117.0	176.0	30.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	2204.0	15974.0
Hte-ATic_083-Ex1-9H-lcwgs-2-T.clmp.fp2_r2_screen	473.0	112.0	168.0	24.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	2194.0	16019.0
Hte-ATic_084-Ex1-10H-lcwgs-2-T.clmp.fp2_r1_screen	390.0	33.0	71.0	7.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	396.0	4361.0
Hte-ATic_084-Ex1-10H-lcwgs-2-T.clmp.fp2_r2_screen	367.0	47.0	66.0	6.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	416.0	4357.0
Hte-ATic_085-Ex1-1H-lcwgs-2-T.clmp.fp2_r1_screen	2209.0	174.0	197.0	16.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	1864.0	16612.0
Hte-ATic_085-Ex1-1H-lcwgs-2-T.clmp.fp2_r2_screen	2191.0	187.0	201.0	22.0	2.0	0.0	3.0	6.0	1.0	0.0	0.0	1839.0	16627.0
Hte-ATic_086-Ex1-2G-lcwgs-2-T.clmp.fp2_r1_screen	1584.0	207.0	321.0	21.0	6.0	1.0	4.0	7.0	0.0	0.0	0.0	1586.0	23919.0
Hte-ATic_086-Ex1-2G-lcwgs-2-T.clmp.fp2_r2_screen	1554.0	210.0	313.0	27.0	7.0	1.0	2.0	7.0	0.0	0.0	0.0	1613.0	23922.0
Hte-ATic_087-Ex1-3G-lcwgs-2-T.clmp.fp2_r1_screen	1428.0	220.0	1819.0	47.0	6.0	1.0	6.0	3.0	0.0	0.0	0.0	2228.0	24527.0
Hte-ATic_087-Ex1-3G-lcwgs-2-T.clmp.fp2_r2_screen	1452.0	205.0	1818.0	45.0	4.0	1.0	2.0	5.0	0.0	0.0	0.0	2177.0	24576.0
Hte-ATic_088-Ex1-4B4C-lcwgs-1and2-T.clmp.fp2_r1_screen	14970.0	925.0	4346.0	360.0	15.0	14.0	4.0	54.0	1.0	0.0	0.0	12435.0	85896.0
Hte-ATic_088-Ex1-4B4C-lcwgs-1and2-T.clmp.fp2_r2_screen	15006.0	874.0	4354.0	354.0	15.0	14.0	5.0	51.0	2.0	0.0	0.0	12318.0	86027.0
Hte-ATic_089-Ex1-4G-lcwgs-2-T.clmp.fp2_r1_screen	458.0	149.0	147.0	15.0	3.0	3.0	4.0	4.0	0.0	0.0	0.0	1437.0	18405.0
Hte-ATic_089-Ex1-4G-lcwgs-2-T.clmp.fp2_r2_screen	435.0	158.0	155.0	9.0	8.0	3.0	2.0	4.0	0.0	0.0	0.0	1413.0	18438.0
Hte-ATic_091-Ex1-6C-lcwgs-2-T.clmp.fp2_r1_screen	297.0	127.0	63.0	14.0	7.0	8.0	2.0	0.0	0.0	0.0	0.0	740.0	16623.0
Hte-ATic_091-Ex1-6C-lcwgs-2-T.clmp.fp2_r2_screen	314.0	116.0	67.0	14.0	9.0	5.0	1.0	0.0	0.0	0.0	0.0	730.0	16625.0
Hte-ATic_092-Ex1-7E-lcwgs-1-T.clmp.fp2_r1_screen	2915.0	1180.0	229.0	132.0	64.0	12.0	24.0	14.0	0.0	0.0	0.0	6417.0	210955.0
Hte-ATic_092-Ex1-7E-lcwgs-1-T.clmp.fp2_r2_screen	2867.0	1236.0	234.0	141.0	64.0	19.0	13.0	15.0	1.0	0.0	0.0	6397.0	210955.0
Hte-ATic_093-Ex1-8A-lcwgs-2-T.clmp.fp2_r1_screen	3042.0	309.0	190.0	26.0	11.0	2.0	1.0	2.0	0.0	0.0	0.0	2724.0	30081.0
Hte-ATic_093-Ex1-8A-lcwgs-2-T.clmp.fp2_r2_screen	3065.0	335.0	191.0	24.0	12.0	2.0	1.0	3.0	0.0	0.0	0.0	2677.0	30078.0
Hte-ATic_094-Ex1-9A-lcwgs-2-T.clmp.fp2_r1_screen	273.0	106.0	29.0	14.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	954.0	16180.0
Hte-ATic_094-Ex1-9A-lcwgs-2-T.clmp.fp2_r2_screen	267.0	97.0	28.0	17.0	5.0	2.0	0.0	1.0	0.0	0.0	0.0	920.0	16229.0
Hte-ATic_095-Ex1-10A-lcwgs-2-T.clmp.fp2_r1_screen	654.0	81.0	151.0	8.0	3.0	1.0	1.0	2.0	0.0	0.0	0.0	925.0	9906.0
Hte-ATic_095-Ex1-10A-lcwgs-2-T.clmp.fp2_r2_screen	673.0	70.0	152.0	5.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	920.0	9904.0
Hte-ATic_096-Ex1-11A-lcwgs-2-T.clmp.fp2_r1_screen	839.0	205.0	94.0	18.0	13.0	0.0	3.0	0.0	0.0	0.0	0.0	1864.0	28385.0
Hte-ATic_096-Ex1-11A-lcwgs-2-T.clmp.fp2_r2_screen	807.0	207.0	96.0	26.0	14.0	4.0	2.0	2.0	0.0	0.0	0.0	1897.0	28366.0
Hte-CBur_010-Ex1-6C-lcwgs-1-T.clmp.fp2_r1_screen	1747.0	6881.0	768.0	696.0	375.0	56.0	60.0	25.0	2.0	0.0	0.0	22212.0	833193.0
Hte-CBur_010-Ex1-6C-lcwgs-1-T.clmp.fp2_r2_screen	1709.0	6838.0	723.0	694.0	396.0	59.0	63.0	29.0	0.0	0.0	0.0	21965.0	833539.0
Hte-CBur_011-Ex1-4D-lcwgs-1-T.clmp.fp2_r1_screen	852.0	5742.0	658.0	602.0	341.0	50.0	42.0	22.0	0.0	0.0	0.0	19178.0	703530.0
Hte-CBur_011-Ex1-4D-lcwgs-1-T.clmp.fp2_r2_screen	861.0	5846.0	654.0	618.0	356.0	53.0	49.0	27.0	3.0	0.0	0.0	19093.0	703457.0
Hte-CBur_012-Ex1-2B-lcwgs-1-T.clmp.fp2_r1_screen	1248.0	9372.0	895.0	855.0	557.0	77.0	70.0	52.0	1.0	0.0	0.0	35089.0	1055114.0
Hte-CBur_012-Ex1-2B-lcwgs-1-T.clmp.fp2_r2_screen	1302.0	8930.0	902.0	840.0	539.0	62.0	63.0	48.0	5.0	0.0	0.0	35194.0	1055445.0
Hte-CBur_017-Ex1-4B-lcwgs-1-T.clmp.fp2_r1_screen	863.0	4906.0	545.0	511.0	346.0	40.0	50.0	27.0	0.0	0.0	0.0	17543.0	623490.0
Hte-CBur_017-Ex1-4B-lcwgs-1-T.clmp.fp2_r2_screen	886.0	4949.0	599.0	495.0	323.0	37.0	41.0	27.0	1.0	0.0	0.0	17473.0	623490.0
Hte-CBur_018-Ex1-7E-lcwgs-1-T.clmp.fp2_r1_screen	1082.0	4759.0	520.0	454.0	358.0	49.0	40.0	20.0	0.0	0.0	0.0	19230.0	662097.0
Hte-CBur_018-Ex1-7E-lcwgs-1-T.clmp.fp2_r2_screen	1047.0	4910.0	527.0	476.0	308.0	64.0	62.0	33.0	2.0	0.0	0.0	19152.0	662028.0
Hte-CBur_019-Ex1-4G-lcwgs-1-T.clmp.fp2_r1_screen	882.0	6606.0	943.0	623.0	343.0	56.0	51.0	30.0	0.0	0.0	0.0	24908.0	818060.0
Hte-CBur_019-Ex1-4G-lcwgs-1-T.clmp.fp2_r2_screen	862.0	6563.0	978.0	648.0	354.0	64.0	85.0	30.0	2.0	0.0	0.0	24770.0	818146.0
Hte-CBur_020-Ex1-5C-lcwgs-1-T.clmp.fp2_r1_screen	988.0	6006.0	607.0	533.0	407.0	53.0	56.0	31.0	1.0	0.0	0.0	23853.0	740261.0
Hte-CBur_020-Ex1-5C-lcwgs-1-T.clmp.fp2_r2_screen	1018.0	6029.0	582.0	576.0	410.0	66.0	57.0	32.0	3.0	0.0	0.0	23453.0	740570.0
Hte-CBur_022-Ex1-1H-lcwgs-1-T.clmp.fp2_r1_screen	744.0	1857.0	210.0	190.0	121.0	19.0	18.0	11.0	0.0	0.0	0.0	7299.0	252560.0
Hte-CBur_022-Ex1-1H-lcwgs-1-T.clmp.fp2_r2_screen	754.0	1925.0	223.0	203.0	93.0	27.0	21.0	12.0	0.0	0.0	0.0	7237.0	252534.0
Hte-CBur_023-Ex1-6F-lcwgs-1-T.clmp.fp2_r1_screen	1119.0	7248.0	773.0	626.0	383.0	74.0	64.0	31.0	1.0	0.0	0.0	24714.0	922127.0
Hte-CBur_023-Ex1-6F-lcwgs-1-T.clmp.fp2_r2_screen	1119.0	7121.0	719.0	625.0	389.0	76.0	69.0	47.0	1.0	0.0	0.0	24675.0	922319.0
Hte-CBur_024-Ex1-2G-lcwgs-1-T.clmp.fp2_r1_screen	666.0	3831.0	653.0	385.0	189.0	27.0	36.0	15.0	0.0	0.0	0.0	12684.0	437940.0
Hte-CBur_024-Ex1-2G-lcwgs-1-T.clmp.fp2_r2_screen	650.0	3914.0	644.0	403.0	189.0	30.0	31.0	16.0	5.0	0.0	0.0	12649.0	437895.0
Hte-CBur_026-Ex1-4A-lcwgs-1-T.clmp.fp2_r1_screen	816.0	5679.0	601.0	580.0	401.0	57.0	64.0	38.0	0.0	0.0	0.0	21646.0	836246.0
Hte-CBur_026-Ex1-4A-lcwgs-1-T.clmp.fp2_r2_screen	813.0	5603.0	636.0	576.0	392.0	60.0	58.0	36.0	3.0	0.0	0.0	21358.0	836593.0
Hte-CBur_027-Ex1-2C-lcwgs-1-T.clmp.fp2_r1_screen	1140.0	4897.0	558.0	493.0	365.0	32.0	37.0	29.0	1.0	0.0	0.0	17183.0	606247.0
Hte-CBur_027-Ex1-2C-lcwgs-1-T.clmp.fp2_r2_screen	1137.0	4862.0	536.0	485.0	329.0	33.0	45.0	25.0	1.0	0.0	0.0	17093.0	606436.0
Hte-CBur_028-Ex1-7B-lcwgs-1-T.clmp.fp2_r1_screen	1014.0	6713.0	625.0	691.0	391.0	47.0	58.0	27.0	2.0	0.0	0.0	24332.0	801069.0
Hte-CBur_028-Ex1-7B-lcwgs-1-T.clmp.fp2_r2_screen	1007.0	6452.0	603.0	703.0	407.0	52.0	68.0	44.0	3.0	0.0	0.0	24227.0	801403.0
Hte-CBur_031-Ex1-7D-lcwgs-1-T.clmp.fp2_r1_screen	828.0	3978.0	431.0	432.0	285.0	34.0	40.0	23.0	0.0	0.0	0.0	14927.0	528174.0
Hte-CBur_031-Ex1-7D-lcwgs-1-T.clmp.fp2_r2_screen	833.0	4000.0	417.0	432.0	270.0	34.0	36.0	21.0	1.0	0.0	0.0	14879.0	528229.0
Hte-CBur_032-Ex1-3B-lcwgs-1-T.clmp.fp2_r1_screen	473.0	3527.0	392.0	381.0	217.0	26.0	21.0	22.0	0.0	0.0	0.0	11917.0	420539.0
Hte-CBur_032-Ex1-3B-lcwgs-1-T.clmp.fp2_r2_screen	515.0	3487.0	361.0	391.0	198.0	21.0	14.0	20.0	0.0	0.0	0.0	11969.0	420539.0
Hte-CBur_035-Ex1-5A-lcwgs-1-T.clmp.fp2_r1_screen	773.0	7324.0	790.0	742.0	531.0	74.0	78.0	43.0	0.0	0.0	0.0	26358.0	1072431.0
Hte-CBur_035-Ex1-5A-lcwgs-1-T.clmp.fp2_r2_screen	825.0	7243.0	846.0	775.0	470.0	77.0	74.0	56.0	0.0	0.0	0.0	26014.0	1072764.0
Hte-CBur_036-Ex1-5B-lcwgs-1-T.clmp.fp2_r1_screen	627.0	2893.0	291.0	282.0	170.0	26.0	19.0	16.0	1.0	0.0	0.0	11541.0	374905.0
Hte-CBur_036-Ex1-5B-lcwgs-1-T.clmp.fp2_r2_screen	641.0	2910.0	317.0	290.0	162.0	29.0	34.0	14.0	1.0	0.0	0.0	11468.0	374905.0
Hte-CBur_037-Ex1-5D-lcwgs-1-T.clmp.fp2_r1_screen	595.0	3417.0	382.0	389.0	210.0	40.0	36.0	17.0	0.0	0.0	0.0	11879.0	427125.0
Hte-CBur_037-Ex1-5D-lcwgs-1-T.clmp.fp2_r2_screen	578.0	3438.0	361.0	398.0	192.0	28.0	33.0	14.0	0.0	0.0	0.0	11878.0	427170.0
Hte-CBur_038-Ex1-1G-lcwgs-1-T.clmp.fp2_r1_screen	700.0	3725.0	696.0	376.0	204.0	37.0	45.0	24.0	1.0	0.0	0.0	14596.0	436049.0
Hte-CBur_038-Ex1-1G-lcwgs-1-T.clmp.fp2_r2_screen	722.0	3743.0	704.0	411.0	233.0	43.0	44.0	30.0	3.0	0.0	0.0	14425.0	436095.0
Hte-CBur_040-Ex1-4F-lcwgs-1-T.clmp.fp2_r1_screen	804.0	4859.0	527.0	429.0	255.0	43.0	45.0	24.0	0.0	0.0	0.0	15499.0	638816.0
Hte-CBur_040-Ex1-4F-lcwgs-1-T.clmp.fp2_r2_screen	795.0	4877.0	592.0	476.0	259.0	46.0	54.0	11.0	2.0	0.0	0.0	15373.0	638816.0
Hte-CBur_041-Ex1-2F-lcwgs-1-T.clmp.fp2_r1_screen	706.0	4981.0	481.0	515.0	292.0	44.0	42.0	22.0	0.0	0.0	0.0	16782.0	614226.0
Hte-CBur_041-Ex1-2F-lcwgs-1-T.clmp.fp2_r2_screen	718.0	4812.0	505.0	536.0	277.0	32.0	45.0	27.0	2.0	0.0	0.0	16720.0	614417.0
Hte-CBur_042-Ex1-6H-lcwgs-1-T.clmp.fp2_r1_screen	1247.0	6570.0	810.0	731.0	408.0	63.0	51.0	31.0	2.0	0.0	0.0	22496.0	937894.0
Hte-CBur_042-Ex1-6H-lcwgs-1-T.clmp.fp2_r2_screen	1162.0	6664.0	828.0	693.0	422.0	58.0	51.0	21.0	5.0	0.0	0.0	22311.0	938088.0
Hte-CBur_044-Ex1-3F-lcwgs-1-T.clmp.fp2_r1_screen	407.0	2203.0	190.0	256.0	128.0	11.0	14.0	10.0	1.0	0.0	0.0	7067.0	271522.0
Hte-CBur_044-Ex1-3F-lcwgs-1-T.clmp.fp2_r2_screen	415.0	2108.0	195.0	257.0	91.0	10.0	36.0	11.0	2.0	0.0	0.0	6936.0	271748.0
Hte-CBur_048-Ex1-7A-lcwgs-1-T.clmp.fp2_r1_screen	1127.0	11988.0	1447.0	1193.0	794.0	135.0	132.0	63.0	1.0	0.0	0.0	42432.0	1716488.0
Hte-CBur_048-Ex1-7A-lcwgs-1-T.clmp.fp2_r2_screen	1178.0	11887.0	1401.0	1214.0	744.0	132.0	120.0	63.0	1.0	0.0	0.0	42217.0	1716843.0
Hte-CBur_049-Ex1-6B-lcwgs-1-T.clmp.fp2_r1_screen	1421.0	8518.0	1023.0	898.0	577.0	102.0	76.0	41.0	4.0	0.0	0.0	31536.0	1190324.0
Hte-CBur_049-Ex1-6B-lcwgs-1-T.clmp.fp2_r2_screen	1376.0	8759.0	976.0	887.0	555.0	99.0	68.0	57.0	4.0	0.0	0.0	31168.0	1190571.0
Hte-CBur_051-Ex1-2D-lcwgs-1-T.clmp.fp2_r1_screen	658.0	3176.0	335.0	297.0	198.0	37.0	32.0	14.0	0.0	0.0	0.0	12417.0	394424.0
Hte-CBur_051-Ex1-2D-lcwgs-1-T.clmp.fp2_r2_screen	660.0	3186.0	292.0	299.0	181.0	30.0	21.0	23.0	1.0	0.0	0.0	12347.0	394548.0
Hte-CBur_053-Ex1-3C-lcwgs-1-T.clmp.fp2_r1_screen	669.0	3042.0	281.0	247.0	193.0	33.0	22.0	14.0	0.0	0.0	0.0	11168.0	372167.0
Hte-CBur_053-Ex1-3C-lcwgs-1-T.clmp.fp2_r2_screen	677.0	3029.0	269.0	242.0	204.0	29.0	26.0	22.0	0.0	0.0	0.0	11055.0	372283.0
Hte-CBur_054-Ex1-3H-lcwgs-1-T.clmp.fp2_r1_screen	500.0	3960.0	427.0	406.0	216.0	26.0	38.0	18.0	0.0	0.0	0.0	13760.0	546451.0
Hte-CBur_054-Ex1-3H-lcwgs-1-T.clmp.fp2_r2_screen	491.0	3885.0	440.0	417.0	232.0	33.0	26.0	17.0	1.0	0.0	0.0	13696.0	546564.0
Hte-CBur_055-Ex1-6A-lcwgs-1-T.clmp.fp2_r1_screen	1205.0	8274.0	983.0	895.0	573.0	58.0	84.0	45.0	2.0	0.0	0.0	28872.0	1100799.0
Hte-CBur_055-Ex1-6A-lcwgs-1-T.clmp.fp2_r2_screen	1200.0	8033.0	926.0	901.0	572.0	57.0	71.0	50.0	2.0	0.0	0.0	28608.0	1101370.0
Hte-CBur_056-Ex1-8G-lcwgs-1-T.clmp.fp2_r1_screen	670.0	4298.0	700.0	427.0	220.0	45.0	40.0	14.0	0.0	0.0	0.0	15451.0	564303.0
Hte-CBur_056-Ex1-8G-lcwgs-1-T.clmp.fp2_r2_screen	681.0	4214.0	710.0	400.0	233.0	47.0	34.0	19.0	0.0	0.0	0.0	15527.0	564303.0
Hte-CBur_057-Ex1-5E-lcwgs-1-T.clmp.fp2_r1_screen	550.0	1078.0	103.0	109.0	58.0	13.0	10.0	7.0	1.0	0.0	0.0	4042.0	131278.0
Hte-CBur_057-Ex1-5E-lcwgs-1-T.clmp.fp2_r2_screen	535.0	1043.0	106.0	119.0	56.0	12.0	14.0	6.0	1.0	0.0	0.0	3996.0	131361.0
Hte-CBur_058-Ex1-8H-lcwgs-1-T.clmp.fp2_r1_screen	700.0	3346.0	406.0	299.0	206.0	37.0	32.0	19.0	0.0	0.0	0.0	13255.0	455790.0
Hte-CBur_058-Ex1-8H-lcwgs-1-T.clmp.fp2_r2_screen	684.0	3289.0	394.0	310.0	182.0	41.0	28.0	8.0	2.0	0.0	0.0	13125.0	456027.0
Hte-CBur_059-Ex1-4C-lcwgs-1-T.clmp.fp2_r1_screen	1300.0	6917.0	756.0	851.0	476.0	58.0	61.0	30.0	0.0	0.0	0.0	23050.0	867005.0
Hte-CBur_059-Ex1-4C-lcwgs-1-T.clmp.fp2_r2_screen	1279.0	6936.0	753.0	899.0	392.0	60.0	77.0	30.0	8.0	0.0	0.0	22795.0	867275.0
Hte-CBur_060-Ex1-5H-lcwgs-1-T.clmp.fp2_r1_screen	654.0	5711.0	606.0	591.0	315.0	50.0	52.0	21.0	3.0	0.0	0.0	18608.0	702454.0
Hte-CBur_060-Ex1-5H-lcwgs-1-T.clmp.fp2_r2_screen	624.0	5497.0	580.0	585.0	341.0	55.0	50.0	28.0	1.0	0.0	0.0	18559.0	702745.0
Hte-CBur_061-Ex1-4E-lcwgs-1-T.clmp.fp2_r1_screen	987.0	5454.0	500.0	558.0	319.0	38.0	52.0	27.0	0.0	0.0	0.0	19981.0	593809.0
Hte-CBur_061-Ex1-4E-lcwgs-1-T.clmp.fp2_r2_screen	1011.0	5467.0	517.0	571.0	293.0	46.0	42.0	31.0	1.0	0.0	0.0	19750.0	593996.0
Hte-CBur_062-Ex1-1B-lcwgs-1-T.clmp.fp2_r1_screen	1151.0	8219.0	968.0	913.0	568.0	80.0	70.0	50.0	0.0	0.0	0.0	25300.0	1174323.0
Hte-CBur_062-Ex1-1B-lcwgs-1-T.clmp.fp2_r2_screen	1124.0	8100.0	921.0	898.0	548.0	73.0	75.0	33.0	2.0	0.0	0.0	25182.0	1174686.0
Hte-CBur_063-Ex1-5G-lcwgs-1-T.clmp.fp2_r1_screen	611.0	4971.0	777.0	519.0	278.0	45.0	48.0	20.0	0.0	0.0	0.0	16230.0	665594.0
Hte-CBur_063-Ex1-5G-lcwgs-1-T.clmp.fp2_r2_screen	595.0	4995.0	751.0	482.0	311.0	58.0	38.0	21.0	2.0	0.0	0.0	16039.0	665801.0
Hte-CBur_064-Ex1-3A-lcwgs-1-T.clmp.fp2_r1_screen	623.0	3223.0	318.0	371.0	203.0	32.0	13.0	19.0	0.0	0.0	0.0	11351.0	415721.0
Hte-CBur_064-Ex1-3A-lcwgs-1-T.clmp.fp2_r2_screen	619.0	3219.0	326.0	404.0	194.0	19.0	28.0	16.0	2.0	0.0	0.0	11196.0	415851.0
Hte-CBur_066-Ex1-1D-lcwgs-1-T.clmp.fp2_r1_screen	1070.0	7258.0	852.0	768.0	453.0	66.0	69.0	33.0	1.0	0.0	0.0	23843.0	924144.0
Hte-CBur_066-Ex1-1D-lcwgs-1-T.clmp.fp2_r2_screen	1019.0	7161.0	771.0	780.0	430.0	64.0	72.0	32.0	1.0	0.0	0.0	23987.0	924240.0
Hte-CBur_067-Ex1-2A-lcwgs-1-T.clmp.fp2_r1_screen	1047.0	10244.0	1155.0	1054.0	632.0	109.0	81.0	40.0	0.0	0.0	0.0	36999.0	1375312.0
Hte-CBur_067-Ex1-2A-lcwgs-1-T.clmp.fp2_r2_screen	1063.0	10126.0	1057.0	1045.0	619.0	108.0	87.0	46.0	1.0	0.0	0.0	36781.0	1375740.0
