pos	3pG>A
1	0.0138324822067634
2	0.0155042263707454
3	0.013179429752778
4	0.0124027561680373
5	0.0112508858965273
6	0.0117267396936503
7	0.0116933356778618
8	0.00925360104757748
9	0.0107706173952231
10	0.0106421684555212
11	0.00995090303349114
12	0.0100921840185242
13	0.0109630923782485
14	0.00929484314952185
15	0.00933637240291049
16	0.00885608856088561
17	0.00922509225092251
18	0.00875331564986737
19	0.00733626784046952
20	0.00959116022099448
21	0.00855983056830215
22	0.00798341566690191
23	0.00944764248363141
24	0.00996663154197401
25	0.00829967600195287
