#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2269396	2214493	97.58	2633	0.12	602	0.03	7127	0.31	44541	1.96
Ecoli	2269396	2269379	100.00	0	0.00	0	0.00	4	0.00	13	0.00
PhiX	2269396	2269396	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2269396	2269319	100.00	0	0.00	0	0.00	1	0.00	76	0.00
Vectors	2269396	2265854	99.84	15	0.00	6	0.00	356	0.02	3165	0.14
Bacteria_24k	2269396	2236079	98.53	1585	0.07	4580	0.20	3306	0.15	23846	1.05
Protists_1k	2269396	2190039	96.50	8309	0.37	10704	0.47	4327	0.19	56017	2.47
Viruses	2269396	2245960	98.98	70	0.00	34	0.00	3050	0.13	20282	0.89
Fungi_RefSeq_release	2269396	2217271	97.70	1723	0.08	340	0.01	7196	0.32	42866	1.89
Coral	2269396	2237986	98.62	295	0.01	50	0.00	5293	0.23	25772	1.14
Bird	2269396	2228843	98.22	1131	0.05	189	0.01	7349	0.32	31884	1.40
Plant	2269396	2237810	98.61	316	0.01	45	0.00	4468	0.20	26757	1.18

%Hit_no_genomes: 95.76
