#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	109998	105018	95.47	165	0.15	61	0.06	421	0.38	4333	3.94
Ecoli	109998	109998	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	109998	109998	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	109998	109997	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	109998	109211	99.29	0	0.00	0	0.00	25	0.02	762	0.69
Bacteria_24k	109998	106953	97.23	100	0.09	246	0.22	260	0.24	2439	2.22
Protists_1k	109998	103396	94.00	446	0.41	742	0.67	235	0.21	5179	4.71
Viruses	109998	107372	97.62	3	0.00	4	0.00	234	0.21	2385	2.17
Fungi_RefSeq_release	109998	105176	95.61	100	0.09	28	0.03	516	0.47	4178	3.80
Coral	109998	107266	97.52	23	0.02	5	0.00	325	0.30	2379	2.16
Bird	109998	106376	96.71	80	0.07	9	0.01	549	0.50	2984	2.71
Plant	109998	106869	97.15	12	0.01	7	0.01	353	0.32	2757	2.51

%Hit_no_genomes: 93.02
