#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	250809	242598	96.72	325	0.13	80	0.03	793	0.32	7013	2.80
Ecoli	250809	250802	100.00	0	0.00	0	0.00	0	0.00	7	0.00
PhiX	250809	250809	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	250809	250803	100.00	0	0.00	0	0.00	0	0.00	6	0.00
Vectors	250809	249694	99.56	2	0.00	1	0.00	50	0.02	1062	0.42
Bacteria_24k	250809	246373	98.23	129	0.05	343	0.14	423	0.17	3541	1.41
Protists_1k	250809	239609	95.54	887	0.35	1546	0.62	383	0.15	8384	3.34
Viruses	250809	246731	98.38	20	0.01	3	0.00	433	0.17	3622	1.44
Fungi_RefSeq_release	250809	243149	96.95	163	0.06	45	0.02	883	0.35	6569	2.62
Coral	250809	246754	98.39	17	0.01	6	0.00	560	0.22	3472	1.38
Bird	250809	245190	97.76	156	0.06	45	0.02	1006	0.40	4412	1.76
Plant	250809	245979	98.08	36	0.01	7	0.00	572	0.23	4215	1.68

%Hit_no_genomes: 94.82
