#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7190603	6916526	96.19	8673	0.12	2295	0.03	28153	0.39	234956	3.27
Ecoli	7190603	7190596	100.00	0	0.00	0	0.00	1	0.00	6	0.00
PhiX	7190603	7190603	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7190603	7190534	100.00	0	0.00	0	0.00	33	0.00	36	0.00
Vectors	7190603	7148620	99.42	13	0.00	0	0.00	1621	0.02	40349	0.56
Bacteria_24k	7190603	7055319	98.12	1044	0.01	1414	0.02	14373	0.20	118453	1.65
Protists_1k	7190603	6817829	94.82	28719	0.40	49661	0.69	11545	0.16	282849	3.93
Viruses	7190603	7053573	98.10	279	0.00	127	0.00	13137	0.18	123487	1.72
Fungi_RefSeq_release	7190603	6924353	96.30	5862	0.08	1595	0.02	30200	0.42	228593	3.18
Coral	7190603	7044689	97.97	772	0.01	180	0.00	20649	0.29	124313	1.73
Bird	7190603	6997846	97.32	4568	0.06	816	0.01	31296	0.44	156077	2.17
Plant	7190603	7017058	97.59	1155	0.02	258	0.00	20191	0.28	151941	2.11

%Hit_no_genomes: 94.23
