#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	30651	29566	96.46	53	0.17	15	0.05	98	0.32	919	3.00
Ecoli	30651	30650	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	30651	30651	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	30651	30650	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	30651	30487	99.47	0	0.00	0	0.00	10	0.03	154	0.50
Bacteria_24k	30651	29749	97.06	87	0.28	207	0.68	59	0.19	549	1.79
Protists_1k	30651	29042	94.75	152	0.50	178	0.58	138	0.45	1141	3.72
Viruses	30651	30143	98.34	0	0.00	0	0.00	49	0.16	459	1.50
Fungi_RefSeq_release	30651	29696	96.87	14	0.05	11	0.04	119	0.39	811	2.65
Coral	30651	30144	98.34	2	0.01	2	0.01	67	0.22	436	1.42
Bird	30651	29927	97.63	11	0.04	9	0.03	143	0.47	561	1.83
Plant	30651	30052	98.05	4	0.01	0	0.00	75	0.24	520	1.70

%Hit_no_genomes: 93.25
