#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	941095	915395	97.27	1030	0.11	255	0.03	3140	0.33	21275	2.26
Ecoli	941095	941060	100.00	0	0.00	0	0.00	4	0.00	31	0.00
PhiX	941095	941095	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	941095	941078	100.00	0	0.00	0	0.00	3	0.00	14	0.00
Vectors	941095	939242	99.80	1	0.00	0	0.00	150	0.02	1702	0.18
Bacteria_24k	941095	884156	93.95	7158	0.76	24211	2.57	2647	0.28	22923	2.44
Protists_1k	941095	888973	94.46	6456	0.69	4785	0.51	9825	1.04	31056	3.30
Viruses	941095	929260	98.75	26	0.00	4	0.00	1452	0.15	10353	1.10
Fungi_RefSeq_release	941095	915845	97.32	806	0.09	135	0.01	3314	0.35	20995	2.23
Coral	941095	925974	98.40	95	0.01	25	0.00	2362	0.25	12639	1.34
Bird	941095	921897	97.96	444	0.05	67	0.01	3408	0.36	15279	1.62
Plant	941095	925479	98.34	113	0.01	18	0.00	2056	0.22	13429	1.43

%Hit_no_genomes: 90.67
