#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	210297	200970	95.56	204	0.10	43	0.02	588	0.28	8492	4.04
Ecoli	210297	210284	99.99	0	0.00	0	0.00	0	0.00	13	0.01
PhiX	210297	210297	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	210297	210289	100.00	0	0.00	0	0.00	0	0.00	8	0.00
Vectors	210297	209050	99.41	3	0.00	0	0.00	35	0.02	1209	0.57
Bacteria_24k	210297	197565	93.94	1065	0.51	4290	2.04	460	0.22	6917	3.29
Protists_1k	210297	197212	93.78	676	0.32	1092	0.52	1026	0.49	10291	4.89
Viruses	210297	204262	97.14	10	0.00	4	0.00	429	0.20	5592	2.66
Fungi_RefSeq_release	210297	201257	95.71	110	0.05	23	0.01	637	0.30	8270	3.93
Coral	210297	204061	97.04	17	0.01	5	0.00	491	0.23	5723	2.72
Bird	210297	202877	96.46	104	0.05	33	0.02	900	0.43	6383	3.04
Plant	210297	203555	96.80	17	0.01	4	0.00	489	0.23	6232	2.96

%Hit_no_genomes: 90.85
