#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	163043	159279	97.69	162	0.10	39	0.02	466	0.29	3097	1.90
Ecoli	163043	163036	100.00	0	0.00	0	0.00	2	0.00	5	0.00
PhiX	163043	163043	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	163043	163040	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	163043	162770	99.83	2	0.00	1	0.00	28	0.02	242	0.15
Bacteria_24k	163043	155406	95.32	918	0.56	3321	2.04	361	0.22	3037	1.86
Protists_1k	163043	155771	95.54	864	0.53	743	0.46	1212	0.74	4453	2.73
Viruses	163043	161359	98.96	3	0.00	0	0.00	204	0.13	1477	0.91
Fungi_RefSeq_release	163043	159378	97.75	113	0.07	17	0.01	542	0.33	2993	1.84
Coral	163043	160907	98.70	17	0.01	2	0.00	332	0.20	1785	1.09
Bird	163043	160268	98.29	77	0.05	16	0.01	501	0.31	2181	1.34
Plant	163043	160825	98.64	17	0.01	4	0.00	297	0.18	1900	1.17

%Hit_no_genomes: 92.51
