pos	3pG>A
1	0.0405193111420695
2	0.0786721013603104
3	0.0408674580030394
4	0.0327141071505539
5	0.0275776053215078
6	0.025830078125
7	0.023486187331411
8	0.0207139709122962
9	0.0204349538353827
10	0.0205677867902665
11	0.0165731660314333
12	0.0167276751511024
13	0.0166145167687629
14	0.0162463735773265
15	0.0154150197628458
16	0.0135536165123799
17	0.0134810464495462
18	0.0121881209980128
19	0.0121276975209559
20	0.0125389061805247
21	0.0107985601919744
22	0.01146892147162
23	0.0113333333333333
24	0.00987905905285075
25	0.00977039570102589
