Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Lva-APnd_001-Ex1-9D-lcwgs-1-1.clmp.r1r2_fastp	0.118343	0.929954	921085.0	0.403444	98.13519813519814	1.4957264957264957
Lva-APnd_002-Ex1-9E-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.937684	379914.0	0.398604	97.96380090497738	1.5384615384615385
Lva-APnd_003-Ex1-9F-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.935227	291252.0	0.402339	98.2885085574572	2.26161369193154
Lva-APnd_004-Ex1-9G-lcwgs-1-1.clmp.r1r2_fastp	0.10238	0.935259	681536.0	0.399443	97.59736975214972	1.896813353566009
Lva-APnd_005-Ex1-9H-lcwgs-1-1.clmp.r1r2_fastp	0.19569499999999998	0.93138	549975.0	0.404427	98.03669134213068	1.8345671065336338
Lva-APnd_006-Ex1-10A-lcwgs-1-1.clmp.r1r2_fastp	0.0223589	0.929957	1567000.0	0.393498	97.72202046880159	1.9478375701551667
Lva-APnd_007-Ex1-10B-lcwgs-1-1.clmp.r1r2_fastp	0.103413	0.929342	334606.0	0.393894	97.39663093415007	2.756508422664625
Lva-APnd_008-Ex1-10C-lcwgs-1-1.clmp.r1r2_fastp	0.148368	0.935167	348300.0	0.394354	97.60508308895406	1.7106549364613879
Lva-APnd_009-Ex1-10D-lcwgs-1-1.clmp.r1r2_fastp	0.030021	0.930068	590609.0	0.39934	97.69435412355897	1.8031333136269583
Lva-APnd_010-Ex1-10E-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.934025	225241.0	0.393455	98.43866171003718	1.2639405204460967
Lva-APnd_011-Ex1-10F-lcwgs-1-1.clmp.r1r2_fastp	0.0953289	0.932918	184798.0	0.39554	97.46478873239437	2.8169014084507045
Lva-APnd_012-Ex1-10G-lcwgs-1-1.clmp.r1r2_fastp	0.160256	0.933959	428536.0	0.393034	98.02293396599447	1.7002767892447608
Lva-APnd_013-Ex1-10H-lcwgs-1-1.clmp.r1r2_fastp	0.108637	0.930653	326407.0	0.397415	98.06763285024155	1.7176596886741815
Lva-APnd_014-Ex1-11A-lcwgs-1-1.clmp.r1r2_fastp	0.135854	0.932388	1561615.0	0.389407	97.35025606769094	1.9928746381652194
Lva-APnd_015-Ex1-11B-lcwgs-1-1.clmp.r1r2_fastp	0.376648	0.9318	373198.0	0.394749	97.94680354643023	1.9132057862809144
Lva-APnd_016-Ex1-11C-lcwgs-1-1.clmp.r1r2_fastp	0.0524659	0.936286	332670.0	0.38835	97.50130140551796	1.8740239458615304
Lva-APnd_017-Ex1-11D-lcwgs-1-1.clmp.r1r2_fastp	0.0633914	0.929531	567221.0	0.391855	97.2396486825596	2.0075282308657463
Lva-APnd_018-Ex1-11E-lcwgs-1-1.clmp.r1r2_fastp	0.07627769999999999	0.936294	227539.0	0.388036	98.26676714393369	2.260738507912585
Lva-APnd_019-Ex1-11F-lcwgs-1-1.clmp.r1r2_fastp	0.0954198	0.936388	186211.0	0.393617	97.54020813623463	2.081362346263009
Lva-APnd_020-Ex1-11G-lcwgs-1-1.clmp.r1r2_fastp	0.0814996	0.937134	423561.0	0.387597	97.94105773112636	1.5744852644327816
Lva-APnd_021-Ex1-11H-lcwgs-1-1.clmp.r1r2_fastp	0.162866	0.929878	324173.0	0.392104	97.6931330472103	1.8240343347639485
Lva-APnd_022-Ex1-12A-lcwgs-1-1.clmp.r1r2_fastp	0.0841751	0.932953	1660469.0	0.394285	97.6390183286735	1.853577715646681
Lva-APnd_023-Ex1-12B-lcwgs-1-1.clmp.r1r2_fastp	0.287003	0.938694	435420.0	0.394852	98.13387423935092	1.3793103448275863
Lva-APnd_024-Ex1-12C-lcwgs-1-1.clmp.r1r2_fastp	0.0467508	0.932869	364276.0	0.390819	98.1044845122515	1.3869625520110958
Lva-APnd_025-Ex1-12D-lcwgs-1-1.clmp.r1r2_fastp	0.08384570000000001	0.931969	635021.0	0.396414	97.82189137027846	1.4061207609594708
Lva-APnd_026-Ex1-12E-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.938505	237346.0	0.388501	98.35948644793152	2.1398002853067046
Lva-APnd_027-Ex1-12F-lcwgs-1-1.clmp.r1r2_fastp	0.26881700000000003	0.936948	196241.0	0.395666	97.78761061946902	1.7699115044247788
Lva-APnd_028-Ex1-12G-lcwgs-1-1.clmp.r1r2_fastp	0.11695900000000001	0.937722	444679.0	0.391201	97.9976896418945	1.9638043896804003
Lva-APnd_029-Ex1-12H-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.935383	343774.0	0.392708	97.64529058116233	2.0541082164328657
Lva-APnd_030-Ex1-1A-lcwgs-1-1.clmp.r1r2_fastp	0.0311818	0.917016	685564.0	0.395322	96.75525339925835	1.3906056860321385
Lva-APnd_031-Ex1-1B-lcwgs-1-1.clmp.r1r2_fastp	1.86757	0.917349	264168.0	0.400456	97.14525608732157	0.6717044500419815
Lva-APnd_032-Ex1-1C-lcwgs-1-1.clmp.r1r2_fastp	0.132802	0.920216	155568.0	0.399039	96.70619235836627	1.185770750988142
Lva-APnd_033-Ex1-1D-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.913336	239135.0	0.399949	95.62841530054644	0.6375227686703097
Lva-APnd_034-Ex1-1E-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.923965	103789.0	0.397311	96.63366336633663	1.5841584158415842
Lva-APnd_035-Ex1-1F-lcwgs-1-1.clmp.r1r2_fastp	0.253165	0.925513	85634.0	0.401368	96.22166246851386	0.5037783375314862
Lva-APnd_036-Ex1-1G-lcwgs-1-1.clmp.r1r2_fastp	0.214133	0.923414	193710.0	0.392419	95.98732840549103	1.0559662090813093
Lva-APnd_037-Ex1-1H-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.913988	147196.0	0.398403	97.39507959479016	1.3024602026049203
Lva-APnd_038-Ex1-2A-lcwgs-1-1.clmp.r1r2_fastp	0.42617999999999995	0.909203	710781.0	0.397334	96.42320408776676	1.2623985572587917
Lva-APnd_039-Ex1-2B-lcwgs-1-1.clmp.r1r2_fastp	1.4966	0.908739	334763.0	0.40145	96.4983164983165	0.5387205387205387
Lva-APnd_040-Ex1-2C-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.91509	155181.0	0.396079	96.16402116402116	1.0582010582010581
Lva-APnd_041-Ex1-2D-lcwgs-1-1.clmp.r1r2_fastp	0.0765111	0.907062	290258.0	0.399562	96.2178517397882	0.680786686838124
Lva-APnd_042-Ex1-2E-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.924957	106555.0	0.388872	96.59318637274549	0.2004008016032064
Lva-APnd_043-Ex1-2F-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.912199	81505.0	0.389715	96.2566844919786	0.8021390374331552
Lva-APnd_044-Ex1-2G-lcwgs-1-1.clmp.r1r2_fastp	0.211416	0.913613	198973.0	0.387939	96.77083333333333	1.25
Lva-APnd_045-Ex1-2H-lcwgs-1-1.clmp.r1r2_fastp	0.134228	0.907229	158326.0	0.403424	96.39519359145527	0.4005340453938585
Lva-APnd_046-Ex1-3A-lcwgs-1-1.clmp.r1r2_fastp	0.10090800000000001	0.90977	420480.0	0.392087	96.89534301452179	1.6524787180771157
Lva-APnd_047-Ex1-3B-lcwgs-1-1.clmp.r1r2_fastp	0.0	0.902862	89953.0	0.394074	95.97156398104265	2.6066350710900474
Lva-CPnd_001-Ex1-1A-lcwgs-2-1.clmp.r1r2_fastp	1.7158099999999998	0.940845	464759219.0	0.418937	98.65267656069503	1.1080758591153286
Lva-CPnd_002-Ex1-2A-lcwgs-2-1.clmp.r1r2_fastp	1.93867	0.939698	328729366.0	0.431334	98.57217895722474	0.9848324192764324
Lva-CPnd_003-Ex1-3A-lcwgs-2-1.clmp.r1r2_fastp	2.75244	0.929363	624134702.0	0.426559	98.12117803732764	0.6862270691495486
Lva-CPnd_004-Ex1-4A-lcwgs-2-1.clmp.r1r2_fastp	2.09915	0.933622	595250347.0	0.438676	98.35326519366401	0.9912321041104871
