Sequence_Name	Extraction_ID
ChA0600101A	Cha-APnd_001-Ex1-1A-lcwgs-1-1
ChA0600201B	Cha-APnd_002-Ex1-1B-lcwgs-1-1
ChA0600301C	Cha-APnd_003-Ex1-1C-lcwgs-1-1
ChA0600401D	Cha-APnd_004-Ex1-1D-lcwgs-1-1
ChA0600501E	Cha-APnd_005-Ex1-1E-lcwgs-1-1
ChA0600601F	Cha-APnd_006-Ex1-1F-lcwgs-1-1
ChA0600701G	Cha-APnd_007-Ex1-1G-lcwgs-1-1
ChA0600801H	Cha-APnd_008-Ex1-1H-lcwgs-1-1
ChA0600902A	Cha-APnd_009-Ex1-2A-lcwgs-1-1
ChA0601002B	Cha-APnd_010-Ex1-2B-lcwgs-1-1
ChA0601102C	Cha-APnd_011-Ex1-2C-lcwgs-1-1
ChA0601202D	Cha-APnd_012-Ex1-2D-lcwgs-1-1
ChA0601302E	Cha-APnd_013-Ex1-2E-lcwgs-1-1
ChA0601402F	Cha-APnd_014-Ex1-2F-lcwgs-1-1
ChA0601502G	Cha-APnd_015-Ex1-2G-lcwgs-1-1
ChA0601602H	Cha-APnd_016-Ex1-2H-lcwgs-1-1
ChA0601703A	Cha-APnd_017-Ex1-3A-lcwgs-1-1
ChA0601803B	Cha-APnd_018-Ex1-3B-lcwgs-1-1
ChA0601903C	Cha-APnd_019-Ex1-3C-lcwgs-1-1
ChA0602003D	Cha-APnd_020-Ex1-3D-lcwgs-1-1
ChA0602103E	Cha-APnd_021-Ex1-3E-lcwgs-1-1
ChA0602203F	Cha-APnd_022-Ex1-3F-lcwgs-1-1
ChA0602303G	Cha-APnd_023-Ex1-3G-lcwgs-1-1
ChA0602403H	Cha-APnd_024-Ex1-3H-lcwgs-1-1
ChA0602504A	Cha-APnd_025-Ex1-4A-lcwgs-1-1
ChA0602604B	Cha-APnd_026-Ex1-4B-lcwgs-1-1
ChA0602704C	Cha-APnd_027-Ex1-4C-lcwgs-1-1
ChA0602804D	Cha-APnd_028-Ex1-4D-lcwgs-1-1
ChA0602904E	Cha-APnd_029-Ex1-4E-lcwgs-1-1
ChA0603004F	Cha-APnd_030-Ex1-4F-lcwgs-1-1
ChA0603104G	Cha-APnd_031-Ex1-4G-lcwgs-1-1
ChA0603204H	Cha-APnd_032-Ex1-4H-lcwgs-1-1
ChA0603305A	Cha-APnd_033-Ex1-5A-lcwgs-1-1
ChA0603405B	Cha-APnd_034-Ex1-5B-lcwgs-1-1
ChA0603505C	Cha-APnd_035-Ex1-5C-lcwgs-1-1
ChA0603605D	Cha-APnd_036-Ex1-5D-lcwgs-1-1
ChA0603705E	Cha-APnd_037-Ex1-5E-lcwgs-1-1
ChA0603805F	Cha-APnd_038-Ex1-5F-lcwgs-1-1
ChA0603905G	Cha-APnd_039-Ex1-5G-lcwgs-1-1
ChA0604005H	Cha-APnd_040-Ex1-5H-lcwgs-1-1
ChC0104101A	Cha-CPnd_041-Ex1-1A-lcwgs-1-1
ChC0102801B	Cha-CPnd_028-Ex1-1B-lcwgs-1-1
ChC0105101C	Cha-CPnd_051-Ex1-1C-lcwgs-1-1
ChC0104701D	Cha-CPnd_047-Ex1-1D-lcwgs-1-1
ChC0106201E	Cha-CPnd_062-Ex1-1E-lcwgs-1-1
ChC0106001F	Cha-CPnd_060-Ex1-1F-lcwgs-1-1
ChC0102301G	Cha-CPnd_023-Ex1-1G-lcwgs-1-1
ChC0105401H	Cha-CPnd_054-Ex1-1H-lcwgs-1-1
ChC0106702A	Cha-CPnd_067-Ex1-2A-lcwgs-1-1
ChC0104902B	Cha-CPnd_049-Ex1-2B-lcwgs-1-1
ChC0103702C	Cha-CPnd_037-Ex1-2C-lcwgs-1-1
ChC0107402D	Cha-CPnd_074-Ex1-2D-lcwgs-1-1
ChC0103102E	Cha-CPnd_031-Ex1-2E-lcwgs-1-1
ChC0107302F	Cha-CPnd_073-Ex1-2F-lcwgs-1-1
ChC0106902G	Cha-CPnd_069-Ex1-2G-lcwgs-1-1
ChC0102502H	Cha-CPnd_025-Ex1-2H-lcwgs-1-1
ChC0107203A	Cha-CPnd_072-Ex1-3A-lcwgs-1-1
ChC0106603B	Cha-CPnd_066-Ex1-3B-lcwgs-1-1
ChC0103903C	Cha-CPnd_039-Ex1-3C-lcwgs-1-1
ChC0105303D	Cha-CPnd_053-Ex1-3D-lcwgs-1-1
ChC0105203E	Cha-CPnd_052-Ex1-3E-lcwgs-1-1
ChC0107003F	Cha-CPnd_070-Ex1-3F-lcwgs-1-1
ChC0104303G	Cha-CPnd_043-Ex1-3G-lcwgs-1-1
ChC0103003H	Cha-CPnd_030-Ex1-3H-lcwgs-1-1
ChC0102404A	Cha-CPnd_024-Ex1-4A-lcwgs-1-1
ChC0103504B	Cha-CPnd_035-Ex1-4B-lcwgs-1-1
ChC0107604C	Cha-CPnd_076-Ex1-4C-lcwgs-1-1
ChC0107804D	Cha-CPnd_078-Ex1-4D-lcwgs-1-1
ChC0104404E	Cha-CPnd_044-Ex1-4E-lcwgs-1-1
ChC0108404F	Cha-CPnd_084-Ex1-4F-lcwgs-1-1
ChC0103604G	Cha-CPnd_036-Ex1-4G-lcwgs-1-1
ChC0107904H	Cha-CPnd_079-Ex1-4H-lcwgs-1-1
ChC0104805A	Cha-CPnd_048-Ex1-5A-lcwgs-1-1
ChC0103805B	Cha-CPnd_038-Ex1-5B-lcwgs-1-1
ChC0108505C	Cha-CPnd_085-Ex1-5C-lcwgs-1-1
ChC0106105D	Cha-CPnd_061-Ex1-5D-lcwgs-1-1
ChC0102705E	Cha-CPnd_027-Ex1-5E-lcwgs-1-1
ChC0102105F	Cha-CPnd_021-Ex1-5F-lcwgs-1-1
ChC0108605G	Cha-CPnd_086-Ex1-5G-lcwgs-1-1
ChC0104205H	Cha-CPnd_042-Ex1-5H-lcwgs-1-1
ChC0108306A	Cha-CPnd_083-Ex1-6A-lcwgs-1-1
ChC0103406B	Cha-CPnd_034-Ex1-6B-lcwgs-1-1
ChC0101806C	Cha-CPnd_018-Ex1-6C-lcwgs-1-1
ChC0107106D	Cha-CPnd_071-Ex1-6D-lcwgs-1-1
ChC0101606E	Cha-CPnd_016-Ex1-6E-lcwgs-1-1
