Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Sgr-AJol_001-Ex11A-lwgs-1-1	14803782.0	174088.0	782.0	24262.0	120054.0	0.0
Sgr-AJol_011-Ex111A-lwgs-1-1	4865338.0	63000.0	264.0	18014.0	135836.0	0.0
Sgr-AJol_012-Ex112A-lwgs-1-1	2101550.0	27206.0	80.0	5518.0	42012.0	0.0
Sgr-AJol_013-Ex11B-lwgs-1-1	1002808.0	14936.0	56.0	2290.0	9076.0	0.0
Sgr-AJol_014-Ex12B-lwgs-1-1	9010784.0	117000.0	422.0	17370.0	112074.0	0.0
Sgr-AJol_015-Ex13B-lwgs-1-1	33369160.0	428466.0	1778.0	79834.0	563564.0	0.0
Sgr-AJol_016-Ex14B-lwgs-1-1	14290872.0	179620.0	838.0	26544.0	146000.0	0.0
Sgr-AJol_017-Ex15B-lwgs-1-1	14104484.0	187344.0	740.0	29488.0	218876.0	0.0
Sgr-AJol_018-Ex16B-lwgs-1-1	36243868.0	486872.0	2034.0	188812.0	1922302.0	0.0
Sgr-AJol_021-Ex19B-lwgs-1-1	18283332.0	258860.0	996.0	53796.0	444294.0	0.0
Sgr-AJol_022-Ex110B-lwgs-1-1	33232256.0	439668.0	1740.0	112268.0	1040616.0	0.0
Sgr-AJol_023-Ex111B-lwgs-1-1	5389092.0	72476.0	300.0	13776.0	99172.0	0.0
Sgr-AJol_024-Ex112B-lwgs-1-1	189624.0	3944.0	4.0	734.0	5272.0	0.0
Sgr-AJol_025-Ex11C-lwgs-1-1	6765060.0	84750.0	408.0	13584.0	70594.0	0.0
Sgr-AJol_026-Ex12C-lwgs-1-1	16039998.0	201142.0	824.0	32518.0	224178.0	0.0
Sgr-AJol_027-Ex13C-lwgs-1-1	37853578.0	564454.0	2228.0	93152.0	539132.0	0.0
Sgr-AJol_028-Ex14C-lwgs-1-1	39501088.0	516788.0	2284.0	62226.0	298424.0	0.0
Sgr-AJol_029-Ex15C-lwgs-1-1	32694698.0	498140.0	1970.0	70194.0	341438.0	0.0
Sgr-AJol_030-Ex16C-lwgs-1-1	7930452.0	113854.0	512.0	23066.0	140386.0	0.0
