Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
Hte-ABur_001-Ex1-1A-lcwgs-1-T	88.67360543632532	9.971614124123693	1.1784439378951441	0.14623026966582084	0.015053115995010967	0.004300890284288848	0.004300890284288848	0.0	0.002150445142144424	0.002150445142144424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002150445142144424	0.0
Hte-ABur_002-Ex1-1B-lcwgs-1-T	94.42386068914412	4.723971841422749	0.5928121526491293	0.11115227862171174	0.018525379770285292	0.05557613931085587	0.0	0.0	0.0	0.0	0.0	0.037050759540570584	0.018525379770285292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018525379770285292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hte-ABur_003-Ex1-1C-lcwgs-1-T	86.67556696026077	11.335737568486024	1.707816076010819	0.2271308689923018	0.03987793883070948	0.006935293709688605	0.0017338234274221513	0.0	0.0	0.0017338234274221513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017338234274221513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017338234274221513	0.0	0.0	0.0	0.0
Hte-ABur_004-Ex1-1D-lcwgs-1-T	90.07530368649824	8.892946715013668	0.9319333833202846	0.08751658675850389	0.009697783938104486	0.0011038128059631122	0.0004730626311270481	0.00023653131556352404	0.000157687543709016	0.000157687543709016	0.0	7.8843771854508e-05	0.0	7.8843771854508e-05	7.8843771854508e-05	0.0	0.000157687543709016	0.0	7.8843771854508e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hte-ABur_005-Ex1-1E-lcwgs-1-T	98.69399600943225	1.1246145474333396	0.14511155450752766	0.0	0.018138944313440958	0.0	0.018138944313440958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hte-ABur_006-Ex1-1F-lcwgs-1-T	97.98657718120806	1.7508024511234317	0.23344032681645752	0.0	0.02918004085205719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hte-ABur_007-Ex1-1G-lcwgs-1-T	89.19889889422853	9.28008211636262	1.306396678019876	0.15396817990948536	0.023328512107497784	0.018662809685998226	0.0046657024214995565	0.0046657024214995565	0.0	0.0046657024214995565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046657024214995565	0.0	0.0	0.0	0.0	0.0	0.0
Hte-ABur_008-Ex1-1H-lcwgs-1-T	96.87856870955463	2.77883517320137	0.22839741149600304	0.03806623524933384	0.03806623524933384	0.0	0.0	0.0	0.03806623524933384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hte-ABur_009-Ex1-2A-lcwgs-1-T	95.11805213969502	4.230201672405312	0.602557796360059	0.024594195769798325	0.012297097884899163	0.0	0.0	0.0	0.0	0.0	0.012297097884899163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hte-ABur_010-Ex1-2B-lcwgs-1-T	98.31403615681495	1.360958764980703	0.28437944342880356	0.040625634775543366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
