Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Hte-ABur_001-Ex1-1A-lcwgs-1-T	144482.0	4852.0	52.0	56.0	51538.0	0.0
Hte-ABur_002-Ex1-1B-lcwgs-1-T	12784.0	1184.0	2.0	2.0	17918.0	0.0
Hte-ABur_003-Ex1-1C-lcwgs-1-T	139126.0	7152.0	72.0	24.0	113658.0	0.0
Hte-ABur_004-Ex1-1D-lcwgs-1-T	3815876.0	81588.0	1274.0	1400.0	1026806.0	0.0
Hte-ABur_005-Ex1-1E-lcwgs-1-T	11504.0	682.0	2.0	4.0	6546.0	0.0
Hte-ABur_006-Ex1-1F-lcwgs-1-T	6938.0	308.0	4.0	0.0	2566.0	0.0
Hte-ABur_007-Ex1-1G-lcwgs-1-T	48118.0	20728.0	14.0	12.0	533688.0	0.0
Hte-ABur_008-Ex1-1H-lcwgs-1-T	5320.0	350.0	0.0	4.0	2916.0	0.0
Hte-ABur_009-Ex1-2A-lcwgs-1-T	18340.0	684.0	0.0	4.0	3696.0	0.0
Hte-ABur_010-Ex1-2B-lcwgs-1-T	9974.0	522.0	8.0	2.0	4292.0	0.0
Hte-ABur_011-Ex1-2C-lcwgs-1-T	341914.0	7602.0	138.0	70.0	5382.0	0.0
Hte-ABur_012-Ex1-2D-lcwgs-1-T	21320.0	960.0	6.0	4.0	7608.0	0.0
Hte-ABur_013-Ex1-2E-lcwgs-1-T	1006676.0	12524.0	412.0	354.0	18888.0	0.0
Hte-ABur_014-Ex1-2F-lcwgs-1-T	12888.0	486.0	4.0	10.0	3146.0	0.0
Hte-ABur_015-Ex1-2G-lcwgs-1-T	48964.0	1518.0	24.0	38.0	6830.0	0.0
Hte-ABur_016-Ex1-2H-lcwgs-1-T	63070.0	1136.0	30.0	24.0	3466.0	0.0
Hte-ABur_017-Ex1-3A-lcwgs-1-T	1538446.0	36284.0	510.0	140.0	534602.0	0.0
Hte-ABur_018-Ex1-3B-lcwgs-1-T	36148.0	2628.0	10.0	10.0	44630.0	0.0
Hte-ABur_019-Ex1-3C-lcwgs-1-T	701226.0	29696.0	276.0	138.0	567876.0	0.0
Hte-ABur_020-Ex1-3D-lcwgs-1-T	567318.0	48400.0	190.0	410.0	896282.0	0.0
Hte-ABur_021-Ex1-3E-lcwgs-1-T	640174.0	35954.0	254.0	78.0	756150.0	0.0
Hte-ABur_022-Ex1-3F-lcwgs-1-T	128828.0	8318.0	44.0	54.0	157332.0	0.0
Hte-ABur_023-Ex1-3G-lcwgs-1-T	349718.0	25356.0	132.0	70.0	517828.0	0.0
