#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1103498	964588	87.41	2140	0.19	733	0.07	10614	0.96	125423	11.37
Ecoli	1103498	1103491	100.00	0	0.00	0	0.00	3	0.00	4	0.00
PhiX	1103498	1103498	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1103498	1103471	100.00	0	0.00	0	0.00	2	0.00	25	0.00
Vectors	1103498	1087376	98.54	4	0.00	1	0.00	494	0.04	15623	1.42
Bacteria_24k	1103498	1037010	93.97	186	0.02	262	0.02	6576	0.60	59464	5.39
Protists_1k	1103498	935229	84.75	7761	0.70	16535	1.50	3534	0.32	140439	12.73
Viruses	1103498	1030136	93.35	80	0.01	26	0.00	6489	0.59	66767	6.05
Fungi_RefSeq_release	1103498	973147	88.18	1349	0.12	310	0.03	11550	1.05	117142	10.62
Coral	1103498	1024140	92.82	225	0.02	51	0.00	10863	0.98	68219	6.18
Bird	1103498	1003556	90.94	862	0.08	135	0.01	13136	1.19	85809	7.78
Plant	1103498	1002730	90.87	376	0.03	80	0.01	10109	0.92	90203	8.17

%Hit_no_genomes: 83.78
