#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3285476	2912159	88.64	6301	0.19	2227	0.07	29680	0.90	335109	10.20
Ecoli	3285476	3285476	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	3285476	3285476	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3285476	3285455	100.00	0	0.00	0	0.00	0	0.00	21	0.00
Vectors	3285476	3241683	98.66	7	0.00	0	0.00	1496	0.05	42290	1.29
Bacteria_24k	3285476	3108807	94.62	382	0.01	208	0.01	18376	0.56	157703	4.80
Protists_1k	3285476	2831997	86.19	21739	0.66	45608	1.39	10416	0.32	375716	11.44
Viruses	3285476	3089897	94.05	225	0.01	81	0.00	17121	0.52	178152	5.42
Fungi_RefSeq_release	3285476	2934099	89.30	4012	0.12	870	0.03	31901	0.97	314594	9.58
Coral	3285476	3071477	93.48	645	0.02	187	0.01	30226	0.92	182941	5.57
Bird	3285476	3015999	91.80	2525	0.08	444	0.01	34787	1.06	231721	7.05
Plant	3285476	3014430	91.75	1068	0.03	262	0.01	27407	0.83	242309	7.38

%Hit_no_genomes: 85.24
