#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	29791	27025	90.72	61	0.20	19	0.06	223	0.75	2463	8.27
Ecoli	29791	29791	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	29791	29791	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	29791	29791	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	29791	29465	98.91	0	0.00	0	0.00	13	0.04	313	1.05
Bacteria_24k	29791	28436	95.45	3	0.01	0	0.00	128	0.43	1224	4.11
Protists_1k	29791	26432	88.72	192	0.64	318	1.07	85	0.29	2764	9.28
Viruses	29791	28271	94.89	3	0.01	2	0.01	136	0.46	1379	4.63
Fungi_RefSeq_release	29791	27208	91.34	22	0.07	7	0.02	251	0.84	2303	7.73
Coral	29791	28200	94.66	7	0.02	2	0.01	254	0.85	1328	4.46
Bird	29791	27830	93.42	24	0.08	4	0.01	261	0.88	1672	5.61
Plant	29791	27802	93.32	11	0.04	0	0.00	193	0.65	1785	5.99

%Hit_no_genomes: 87.89
