pos	5pC>T
1	0.0311821175811085
2	0.0326428123038293
3	0.0185265344991776
4	0.0173611111111111
5	0.0163533098315707
6	0.0179924242424242
7	0.0184409888357257
8	0.0169507942657885
9	0.018565074453684
10	0.0171161825726141
11	0.0155601659751037
12	0.0131627056672761
13	0.0144941265630921
14	0.015039782650883
15	0.016235949658949
16	0.0142773322902406
17	0.0140981073773658
18	0.0146481570129248
19	0.0127651406085037
20	0.0156862745098039
21	0.0153521397044713
22	0.0148709868032303
23	0.0110808709175739
24	0.013374987796544
25	0.0155638214565388
