#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.97288	0.02304	0.00000	0.00000	0.00000	0.00408
2	0.97120	0.02472	0.00000	0.00000	0.00000	0.00408
3	0.97720	0.01872	0.00000	0.00000	0.00000	0.00408
4	0.97864	0.01824	0.00000	0.00000	0.00000	0.00312
5	0.97792	0.01920	0.00000	0.00000	0.00000	0.00288
6	0.98296	0.01416	0.00024	0.00024	0.00000	0.00264
7	0.98440	0.01248	0.00048	0.00048	0.00000	0.00264
8	0.98128	0.01560	0.00000	0.00072	0.00000	0.00240
9	0.98464	0.01272	0.00000	0.00048	0.00000	0.00216
10	0.98296	0.01440	0.00000	0.00048	0.00000	0.00216
11	0.98536	0.01176	0.00000	0.00072	0.00000	0.00216
12	0.98560	0.01200	0.00048	0.00048	0.00000	0.00192
13	0.98320	0.01440	0.00048	0.00048	0.00000	0.00192
14	0.98464	0.01320	0.00024	0.00024	0.00000	0.00192
15	0.98704	0.01080	0.00000	0.00024	0.00000	0.00192
16	0.98512	0.01296	0.00024	0.00000	0.00000	0.00192
17	0.98680	0.01104	0.00024	0.00024	0.00000	0.00192
18	0.98872	0.00960	0.00024	0.00024	0.00000	0.00144
19	0.98656	0.01176	0.00000	0.00024	0.00000	0.00144
20	0.98800	0.01032	0.00000	0.00024	0.00000	0.00144
21	0.98872	0.00912	0.00000	0.00072	0.00000	0.00144
22	0.98872	0.00960	0.00024	0.00024	0.00000	0.00144
23	0.99112	0.00744	0.00000	0.00024	0.00000	0.00120
24	0.98560	0.01320	0.00024	0.00000	0.00000	0.00120
25	0.98608	0.01272	0.00000	0.00000	0.00000	0.00120
26	0.99040	0.00840	0.00000	0.00000	0.00000	0.00120
27	0.98872	0.00960	0.00024	0.00048	0.00000	0.00120
28	0.98992	0.00888	0.00024	0.00024	0.00000	0.00096
29	0.98944	0.00936	0.00000	0.00048	0.00000	0.00072
30	0.98824	0.01056	0.00000	0.00048	0.00000	0.00072
31	0.98872	0.01032	0.00024	0.00024	0.00000	0.00072
32	0.98824	0.01104	0.00048	0.00000	0.00000	0.00072
33	0.98872	0.01056	0.00024	0.00000	0.00000	0.00072
34	0.99016	0.00888	0.00000	0.00024	0.00000	0.00072
35	0.99111	0.00793	0.00000	0.00024	0.00000	0.00072
36	0.98943	0.00961	0.00000	0.00024	0.00000	0.00072
37	0.99063	0.00841	0.00000	0.00024	0.00000	0.00072
38	0.99087	0.00817	0.00000	0.00024	0.00000	0.00072
39	0.99134	0.00770	0.00024	0.00024	0.00000	0.00072
40	0.98773	0.01155	0.00024	0.00000	0.00000	0.00072
41	0.98796	0.01132	0.00000	0.00000	0.00000	0.00072
42	0.98722	0.01206	0.00000	0.00000	0.00000	0.00072
43	0.99178	0.00750	0.00000	0.00000	0.00000	0.00073
44	0.98838	0.01089	0.00000	0.00000	0.00000	0.00073
45	0.98715	0.01212	0.00000	0.00000	0.00000	0.00073
46	0.98567	0.01360	0.00000	0.00000	0.00000	0.00073
47	0.99123	0.00804	0.00024	0.00000	0.00000	0.00073
48	0.98803	0.01124	0.00000	0.00000	0.00000	0.00073
49	0.98825	0.01102	0.00024	0.00000	0.00000	0.00073
50	0.98945	0.00957	0.00000	0.00025	0.00000	0.00074
51	0.98771	0.01155	0.00000	0.00025	0.00000	0.00049
52	0.98963	0.00962	0.00000	0.00025	0.00000	0.00049
53	0.98935	0.00990	0.00000	0.00025	0.00000	0.00050
54	0.98682	0.01243	0.00000	0.00025	0.00000	0.00050
55	0.98978	0.00948	0.00025	0.00025	0.00000	0.00050
56	0.99174	0.00751	0.00000	0.00050	0.00000	0.00025
57	0.99297	0.00628	0.00000	0.00050	0.00000	0.00025
58	0.98994	0.00956	0.00025	0.00025	0.00000	0.00025
59	0.99369	0.00581	0.00025	0.00025	0.00000	0.00025
60	0.98810	0.01139	0.00000	0.00025	0.00000	0.00025
61	0.99034	0.00941	0.00000	0.00000	0.00000	0.00025
62	0.99057	0.00943	0.00051	0.00000	0.00000	0.00000
63	0.99080	0.00920	0.00000	0.00000	0.00000	0.00000
64	0.99077	0.00872	0.00026	0.00051	0.00000	0.00000
65	0.98767	0.01207	0.00000	0.00026	0.00000	0.00000
66	0.99098	0.00876	0.00026	0.00026	0.00000	0.00000
67	0.99249	0.00725	0.00000	0.00026	0.00000	0.00000
68	0.98935	0.01013	0.00026	0.00052	0.00000	0.00000
69	0.99244	0.00730	0.00000	0.00026	0.00000	0.00000
70	0.98797	0.01203	0.00026	0.00000	0.00000	0.00000
71	0.98793	0.01207	0.00000	0.00000	0.00000	0.00000
72	0.98869	0.01078	0.00000	0.00053	0.00000	0.00000
73	0.98945	0.01055	0.00000	0.00000	0.00000	0.00000
74	0.98862	0.01085	0.00026	0.00053	0.00000	0.00000
75	0.99150	0.00823	0.00027	0.00027	0.00000	0.00000
76	0.99147	0.00799	0.00000	0.00053	0.00000	0.00000
77	0.99037	0.00910	0.00000	0.00054	0.00000	0.00000
78	0.98955	0.01018	0.00000	0.00027	0.00000	0.00000
79	0.99059	0.00888	0.00027	0.00054	0.00000	0.00000
80	0.98922	0.01024	0.00000	0.00054	0.00000	0.00000
81	0.99000	0.00919	0.00000	0.00081	0.00000	0.00000
82	0.98643	0.01248	0.00000	0.00109	0.00000	0.00000
83	0.98993	0.00871	0.00000	0.00109	0.00000	0.00027
84	0.99016	0.00793	0.00027	0.00137	0.00000	0.00055
85	0.99014	0.00821	0.00055	0.00110	0.00000	0.00055
86	0.99202	0.00688	0.00028	0.00055	0.00000	0.00055
87	0.98921	0.00968	0.00055	0.00055	0.00000	0.00055
88	0.99028	0.00888	0.00000	0.00028	0.00000	0.00056
