# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	87	559
+	173	81
+	127	321
+	108	448
+	69	505
+	67	407
+	101	496
+	128	278
+	160	124
+	121	377
+	77	534
+	64	386
+	76	585
+	78	593
+	113	412
+	82	579
+	65	391
+	91	544
+	84	571
+	97	566
+	94	580
+	139	219
+	142	223
+	99	519
+	100	498
+	74	549
+	209	27
+	158	147
+	37	55
+	137	250
+	105	464
+	92	520
+	146	183
+	61	265
+	95	544
+	181	69
+	104	470
+	195	37
+	136	277
+	143	182
+	174	98
+	117	425
+	191	46
+	75	522
+	50	159
+	185	65
+	57	250
+	96	549
+	102	516
+	114	406
+	129	307
+	88	535
+	89	540
+	106	479
+	156	129
+	85	577
+	73	510
+	98	489
+	83	586
+	116	389
+	103	508
+	59	231
+	123	332
+	56	222
+	107	438
+	111	401
+	119	372
+	47	112
+	68	450
+	86	563
+	147	191
+	71	503
+	55	185
+	109	434
+	53	173
+	135	261
+	155	158
+	192	45
+	120	344
+	131	300
+	167	97
+	81	593
+	93	528
+	152	148
+	40	84
+	151	179
+	110	437
+	161	119
+	153	162
+	180	75
+	144	171
+	122	342
+	112	406
+	162	118
+	49	151
+	44	109
+	154	149
+	80	546
+	63	313
+	133	270
+	115	404
+	189	58
+	66	419
+	159	135
+	140	226
+	90	567
+	45	133
+	79	545
+	166	104
+	132	257
+	170	98
+	118	382
+	163	108
+	72	541
+	70	501
+	138	219
+	125	353
+	150	151
+	202	35
+	172	96
+	58	236
+	187	59
+	130	280
+	126	321
+	214	12
+	207	26
+	141	220
+	165	118
+	148	209
+	169	85
+	52	164
+	36	55
+	124	306
+	62	290
+	252	5
+	199	32
+	145	162
+	39	93
+	35	36
+	157	125
+	241	11
+	198	38
+	206	27
+	168	117
+	194	42
+	222	12
+	41	93
+	149	179
+	164	117
+	33	28
+	179	76
+	28	11
+	219	13
+	134	288
+	46	138
+	196	45
+	171	84
+	254	6
+	237	10
+	60	263
+	183	57
+	193	44
+	51	145
+	243	9
+	43	121
+	248	8
+	54	192
+	197	26
+	250	3
+	204	27
+	176	72
+	213	17
+	186	47
+	211	26
+	42	88
+	178	85
+	48	125
+	217	14
+	240	8
+	182	52
+	38	67
+	188	58
+	27	11
+	210	22
+	225	10
+	175	86
+	200	26
+	184	50
+	218	19
+	31	24
+	231	8
+	257	4
+	229	9
+	177	64
+	201	33
+	29	10
+	212	16
+	190	49
+	32	26
+	221	14
+	203	30
+	238	11
+	232	12
+	235	9
+	216	20
+	259	5
+	230	16
+	220	11
+	223	12
+	256	3
+	30	12
+	205	19
+	239	7
+	247	6
+	224	13
+	258	6
+	246	3
+	245	10
+	208	20
+	244	4
+	215	20
+	226	8
+	34	41
+	233	6
+	242	6
+	236	5
+	255	4
+	25	1
+	228	8
+	253	4
+	26	2
+	234	7
+	249	5
+	251	4
+	227	3
-	176	79
-	134	249
-	112	437
-	74	553
-	37	52
-	66	405
-	88	557
-	103	493
-	76	538
-	104	490
-	85	557
-	79	564
-	82	583
-	159	140
-	157	138
-	158	163
-	149	180
-	99	562
-	116	377
-	117	393
-	87	532
-	204	27
-	184	60
-	71	537
-	130	321
-	86	564
-	155	146
-	96	537
-	51	152
-	173	88
-	145	192
-	77	573
-	135	269
-	89	568
-	97	470
-	84	594
-	143	197
-	132	286
-	100	547
-	200	36
-	156	168
-	165	112
-	59	236
-	148	167
-	147	204
-	189	53
-	120	348
-	94	555
-	105	467
-	139	247
-	90	538
-	101	473
-	73	516
-	183	53
-	68	450
-	118	342
-	67	388
-	127	292
-	83	587
-	102	465
-	151	167
-	62	322
-	128	291
-	52	165
-	108	447
-	78	562
-	45	140
-	131	273
-	180	64
-	110	445
-	111	439
-	113	418
-	133	259
-	47	145
-	65	394
-	39	88
-	144	173
-	81	548
-	60	288
-	125	316
-	122	362
-	69	510
-	70	517
-	75	533
-	57	226
-	91	560
-	64	371
-	58	251
-	121	344
-	98	533
-	54	181
-	80	558
-	142	234
-	106	491
-	170	78
-	152	186
-	178	75
-	115	403
-	107	441
-	140	232
-	146	167
-	92	570
-	40	81
-	129	280
-	72	507
-	63	302
-	123	314
-	114	387
-	126	348
-	38	61
-	95	520
-	138	250
-	36	56
-	230	15
-	163	93
-	136	245
-	168	115
-	93	538
-	43	110
-	55	163
-	160	137
-	166	117
-	109	438
-	150	180
-	253	2
-	53	172
-	179	70
-	188	45
-	174	92
-	44	91
-	162	104
-	124	349
-	192	41
-	161	125
-	137	200
-	256	8
-	202	27
-	46	122
-	196	34
-	169	85
-	154	168
-	32	14
-	191	51
-	56	184
-	175	69
-	194	46
-	186	55
-	233	10
-	167	105
-	182	66
-	193	39
-	172	81
-	48	146
-	153	169
-	218	18
-	164	110
-	181	67
-	41	96
-	221	14
-	119	362
-	213	23
-	34	41
-	61	270
-	190	58
-	225	13
-	219	27
-	171	99
-	203	29
-	242	5
-	141	239
-	211	16
-	226	9
-	50	141
-	210	20
-	250	10
-	198	29
-	35	37
-	217	15
-	49	141
-	177	77
-	205	33
-	29	13
-	42	100
-	223	22
-	185	63
-	195	46
-	208	19
-	26	5
-	33	31
-	31	19
-	199	33
-	207	26
-	247	4
-	238	12
-	214	18
-	248	4
-	237	8
-	27	11
-	240	6
-	228	6
-	220	16
-	243	4
-	30	19
-	197	39
-	231	9
-	216	22
-	245	9
-	215	19
-	229	11
-	235	9
-	201	37
-	239	6
-	227	15
-	25	3
-	206	20
-	187	47
-	209	15
-	257	4
-	249	4
-	224	18
-	244	7
-	241	4
-	212	16
-	222	19
-	236	7
-	258	3
-	232	6
-	259	5
-	254	3
-	28	6
-	255	5
-	234	6
-	251	2
-	246	4
-	252	2
