Sample	Unique Reads	Duplicate Reads
Dar-AJol_001-Ex1-1A-lcwgs-1-2.1	634960.0	2220101.0
Dar-AJol_001-Ex1-1A-lcwgs-1-2.2	898303.0	1956758.0
Dar-AJol_002-Ex1-1B-lcwgs-1-2.1	32062328.0	10561029.0
Dar-AJol_002-Ex1-1B-lcwgs-1-2.2	32829027.0	9794330.0
Dar-AJol_003-Ex1-1C-lcwgs-1-2.1	47897105.0	13308125.0
Dar-AJol_003-Ex1-1C-lcwgs-1-2.2	48972582.0	12232648.0
Dar-AJol_004-Ex1-1D-lcwgs-1-2.1	26194236.0	8572080.0
Dar-AJol_004-Ex1-1D-lcwgs-1-2.2	26695240.0	8071076.0
Dar-AJol_005-Ex1-1E-lcwgs-1-2.1	10604661.0	84795990.0
Dar-AJol_005-Ex1-1E-lcwgs-1-2.2	15553524.0	79847127.0
Dar-AJol_006-Ex1-1F-lcwgs-1-2.1	2033587.0	431217.0
Dar-AJol_006-Ex1-1F-lcwgs-1-2.2	2094460.0	370344.0
Dar-AJol_007-Ex1-1G-lcwgs-1-2.1	491187.0	150699.0
Dar-AJol_007-Ex1-1G-lcwgs-1-2.2	531050.0	110836.0
Dar-AJol_008-Ex1-1H-lcwgs-1-2.1	1992733.0	1467115.0
Dar-AJol_008-Ex1-1H-lcwgs-1-2.2	2167041.0	1292807.0
Dar-AJol_009-Ex1-2A-lcwgs-1-2.1	8462341.0	1678607.0
Dar-AJol_009-Ex1-2A-lcwgs-1-2.2	8529019.0	1611929.0
Dar-AJol_010-Ex1-2B-lcwgs-1-2.1	50242289.0	7752364.0
Dar-AJol_010-Ex1-2B-lcwgs-1-2.2	50715166.0	7279487.0
Dar-AJol_011-Ex1-2C-lcwgs-1-2.1	26521306.0	5977256.0
Dar-AJol_011-Ex1-2C-lcwgs-1-2.2	27036773.0	5461789.0
Dar-AJol_012-Ex1-2D-lcwgs-1-2.1	23404344.0	9463499.0
Dar-AJol_012-Ex1-2D-lcwgs-1-2.2	23968663.0	8899180.0
Dar-AJol_013-Ex1-2E-lcwgs-1-2.1	29711298.0	10619561.0
Dar-AJol_013-Ex1-2E-lcwgs-1-2.2	30451842.0	9879017.0
Dar-AJol_014-Ex1-2F-lcwgs-1-2.1	12523991.0	1883354.0
Dar-AJol_014-Ex1-2F-lcwgs-1-2.2	12672090.0	1735255.0
Dar-AJol_015-Ex1-2G-lcwgs-1-2.1	39347219.0	99855467.0
Dar-AJol_015-Ex1-2G-lcwgs-1-2.2	42122877.0	97079809.0
Dar-AJol_016-Ex1-2H-lcwgs-1-2.1	14208006.0	13289806.0
Dar-AJol_016-Ex1-2H-lcwgs-1-2.2	14950783.0	12547029.0
Dar-AJol_017-Ex1-3A-lcwgs-1-2.1	24135877.0	19283205.0
Dar-AJol_017-Ex1-3A-lcwgs-1-2.2	24671554.0	18747528.0
Dar-AJol_018-Ex1-3B-lcwgs-1-2.1	70283277.0	20071404.0
Dar-AJol_018-Ex1-3B-lcwgs-1-2.2	71851186.0	18503495.0
Dar-AJol_019-Ex1-3C-lcwgs-1-2.1	18941898.0	2855291.0
Dar-AJol_019-Ex1-3C-lcwgs-1-2.2	19181753.0	2615436.0
Dar-AJol_020-Ex1-3D-lcwgs-1-2.1	41262164.0	8800947.0
Dar-AJol_020-Ex1-3D-lcwgs-1-2.2	41838781.0	8224330.0
Dar-AJol_021-Ex1-3E-lcwgs-1-2.1	94148019.0	25986459.0
Dar-AJol_021-Ex1-3E-lcwgs-1-2.2	96065834.0	24068644.0
Dar-CJol_009-Ex1-3B-lcwgs-1-2.1	9375846.0	2469707.0
Dar-CJol_009-Ex1-3B-lcwgs-1-2.2	9619993.0	2225560.0
