Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Dar-AJol_001-Ex1-1A-lcwgs-1-2.1	Dar-AJol_001-Ex1-1A-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2855061.0	0.0	150.0	64.0	22.2398035862752	150.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
Dar-AJol_001-Ex1-1A-lcwgs-1-2.2	Dar-AJol_001-Ex1-1A-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2855061.0	0.0	150.0	69.0	31.46352931757555	150.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
Dar-AJol_002-Ex1-1B-lcwgs-1-2.1	Dar-AJol_002-Ex1-1B-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42623357.0	0.0	150.0	47.0	75.22243510672584	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	fail	fail
Dar-AJol_002-Ex1-1B-lcwgs-1-2.2	Dar-AJol_002-Ex1-1B-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42623357.0	0.0	150.0	47.0	77.021212857717	150.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail
Dar-AJol_003-Ex1-1C-lcwgs-1-2.1	Dar-AJol_003-Ex1-1C-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61205230.0	0.0	150.0	50.0	78.25655444588703	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	fail	fail
Dar-AJol_003-Ex1-1C-lcwgs-1-2.2	Dar-AJol_003-Ex1-1C-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61205230.0	0.0	150.0	50.0	80.0137197887554	150.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail
Dar-AJol_004-Ex1-1D-lcwgs-1-2.1	Dar-AJol_004-Ex1-1D-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34766316.0	0.0	150.0	47.0	75.34372060640878	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	fail	fail
Dar-AJol_004-Ex1-1D-lcwgs-1-2.2	Dar-AJol_004-Ex1-1D-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34766316.0	0.0	150.0	48.0	76.78477958022752	150.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail
Dar-AJol_005-Ex1-1E-lcwgs-1-2.1	Dar-AJol_005-Ex1-1E-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	95400651.0	0.0	150.0	53.0	11.115920378269951	150.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
Dar-AJol_005-Ex1-1E-lcwgs-1-2.2	Dar-AJol_005-Ex1-1E-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	95400651.0	0.0	150.0	55.0	16.303372369845427	150.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
