Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Cvi-APal_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	216238.0	0.0	33-150	49.0	95.38479311611103	121.85905345036488	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
Cvi-APal_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	216238.0	0.0	33-150	50.0	95.51927255052189	125.32926682636725	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Cvi-APal_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	975978.0	0.0	33-150	43.0	96.52922651066899	105.46385471803667	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	975978.0	0.0	33-150	43.0	96.31961222957806	108.2009522755636	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1242625.0	0.0	33-150	40.0	96.42978644280478	98.00657157227643	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1242625.0	0.0	33-150	40.0	96.15327573181965	100.37587124031788	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2990125.0	0.0	33-150	38.0	97.83848224153698	96.38031286317462	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2990125.0	0.0	33-150	38.0	97.50224556053996	98.65332987751349	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2228224.0	0.0	33-150	38.0	97.39455427848047	85.72011745677275	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
Cvi-APal_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2228224.0	0.0	33-150	38.0	97.22524655389513	87.30028937844669	pass	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
Cvi-APal_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	603625.0	0.0	33-150	43.0	96.91957845545483	108.36205094222406	pass	pass	pass	pass	warn	fail	pass	warn	pass	pass	pass
Cvi-APal_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	603625.0	0.0	33-150	43.0	96.66281249757279	111.35510623317457	pass	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass
Cvi-APal_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	363933.0	0.0	33-150	47.0	96.45229312647834	115.71512064033764	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	363933.0	0.0	33-150	47.0	96.2470745612782	119.6923966774104	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	554814.0	0.0	33-150	48.0	96.04449946721884	113.11860371223509	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	554814.0	0.0	33-150	48.0	95.83248108067292	116.46551637125235	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	390140.0	0.0	33-150	49.0	95.46154277722852	119.42433741733737	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Cvi-APal_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	390140.0	0.0	33-150	49.0	95.4958951794416	122.56539191059619	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
Cvi-APal_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	704104.0	0.0	33-150	46.0	96.34274187839519	114.79258319793666	pass	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass
Cvi-APal_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	704104.0	0.0	33-150	46.0	96.19314893945463	117.81330740913275	pass	pass	pass	pass	pass	fail	pass	warn	pass	pass	pass
Cvi-APal_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	495325.0	0.0	33-150	52.0	94.42436208893527	124.54070357845859	pass	pass	warn	pass	warn	fail	pass	warn	pass	pass	pass
Cvi-APal_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	495325.0	0.0	33-150	52.0	94.51401250287775	127.8747953363953	pass	pass	warn	pass	warn	fail	pass	warn	pass	pass	pass
Cvi-APal_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1019856.0	0.0	33-150	46.0	95.72224823849163	115.87709441332895	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R2	Cvi-APal_012-Ex1-2D-lcwgs-1-T.clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1019856.0	0.0	33-150	46.0	95.62943495471113	118.91636172165482	pass	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
Cvi-APal_013-Ex1-2E-lcwgs-1-T.clmp.fp2_repr.R1	Cvi-APal_013-Ex1-2E-lcwgs-1-T.clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1530722.0	0.0	33-150	43.0	96.71282450471226	102.95640161962787	pass	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
