Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Cvi-APal_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R1	4.615206883888973	49.0	121.85905345036488	0.0	216238.0
Cvi-APal_001-Ex1-1A-lcwgs-1-T.clmp.fp2_repr.R2	4.48072744947811	50.0	125.32926682636725	0.0	216238.0
Cvi-APal_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R1	3.470773489331009	43.0	105.46385471803667	0.0	975978.0
Cvi-APal_002-Ex1-1B-lcwgs-1-T.clmp.fp2_repr.R2	3.6803877704219445	43.0	108.2009522755636	0.0	975978.0
Cvi-APal_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R1	3.570213557195217	40.0	98.00657157227643	0.0	1242625.0
Cvi-APal_003-Ex1-1C-lcwgs-1-T.clmp.fp2_repr.R2	3.8467242681803526	40.0	100.37587124031788	0.0	1242625.0
Cvi-APal_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R1	2.1615177584630203	38.0	96.38031286317462	0.0	2990125.0
Cvi-APal_004-Ex1-1D-lcwgs-1-T.clmp.fp2_repr.R2	2.4977544394600386	38.0	98.65332987751349	0.0	2990125.0
Cvi-APal_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R1	2.60544572151953	38.0	85.72011745677275	0.0	2228224.0
Cvi-APal_005-Ex1-1E-lcwgs-1-T.clmp.fp2_repr.R2	2.7747534461048673	38.0	87.30028937844669	0.0	2228224.0
Cvi-APal_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R1	3.0804215445451746	43.0	108.36205094222406	9.090909090909092	603625.0
Cvi-APal_006-Ex1-1F-lcwgs-1-T.clmp.fp2_repr.R2	3.337187502427213	43.0	111.35510623317457	9.090909090909092	603625.0
Cvi-APal_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R1	3.547706873521662	47.0	115.71512064033764	0.0	363933.0
Cvi-APal_007-Ex1-1G-lcwgs-1-T.clmp.fp2_repr.R2	3.752925438721803	47.0	119.6923966774104	0.0	363933.0
Cvi-APal_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R1	3.9555005327811585	48.0	113.11860371223509	0.0	554814.0
Cvi-APal_008-Ex1-1H-lcwgs-1-T.clmp.fp2_repr.R2	4.16751891932708	48.0	116.46551637125235	0.0	554814.0
Cvi-APal_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R1	4.538457222771484	49.0	119.42433741733737	0.0	390140.0
Cvi-APal_009-Ex1-2A-lcwgs-1-T.clmp.fp2_repr.R2	4.504104820558396	49.0	122.56539191059619	0.0	390140.0
Cvi-APal_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R1	3.657258121604812	46.0	114.79258319793666	9.090909090909092	704104.0
Cvi-APal_010-Ex1-2B-lcwgs-1-T.clmp.fp2_repr.R2	3.8068510605453696	46.0	117.81330740913275	9.090909090909092	704104.0
Cvi-APal_011-Ex1-2C-lcwgs-1-T.clmp.fp2_repr.R1	5.575637911064732	52.0	124.54070357845859	9.090909090909092	495325.0
