Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Cch-CAL_001-5H-lcwgs-1-2.1	18.619818328501424	41.0	150.0	9.090909090909092	328736154.0
Cch-CAL_001-5H-lcwgs-1-2.2	17.33579556791696	41.0	150.0	0.0	328736154.0
Cch-CAL_003-3G-lcwgs-1-2.1	12.288816093218685	42.0	150.0	9.090909090909092	82345497.0
Cch-CAL_003-3G-lcwgs-1-2.2	11.738674753764315	42.0	150.0	0.0	82345497.0
Cch-CAL_004-7E-lcwgs-1-2.1	14.224356117493883	42.0	150.0	9.090909090909092	129583605.0
Cch-CAL_004-7E-lcwgs-1-2.2	12.815334593935802	42.0	150.0	0.0	129583605.0
Cch-CAL_005-10E-lcwgs-1-2.1	8.231217164182723	42.0	150.0	9.090909090909092	15731001.0
Cch-CAL_005-10E-lcwgs-1-2.2	7.400704910387901	41.0	150.0	0.0	15731001.0
Cch-CAL_006-10A-lcwgs-1-2.1	8.210418640445795	42.0	150.0	9.090909090909092	13184808.0
Cch-CAL_006-10A-lcwgs-1-2.2	7.287164301391542	42.0	150.0	0.0	13184808.0
Cch-CAL_008-3B-lcwgs-1-2.1	3.7048749667418406	42.0	150.0	9.090909090909092	127068.0
Cch-CAL_008-3B-lcwgs-1-2.2	3.766253622690627	42.0	150.0	9.090909090909092	127068.0
Cch-CAL_009-3A-lcwgs-1-2.1	12.91050739962229	42.0	150.0	9.090909090909092	70133391.0
Cch-CAL_009-3A-lcwgs-1-2.2	11.42334566135591	42.0	150.0	0.0	70133391.0
Cch-CAL_011-4D-lcwgs-1-2.1	7.221002102227445	42.0	150.0	18.181818181818183	2811599.0
Cch-CAL_011-4D-lcwgs-1-2.2	6.545904590619358	42.0	150.0	18.181818181818183	2811599.0
