#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.99630	0.00134	0.00000	0.00000	0.00000	0.00236
2	0.99543	0.00221	0.00000	0.00000	0.00000	0.00236
3	0.99622	0.00142	0.00000	0.00000	0.00000	0.00236
4	0.99590	0.00173	0.00000	0.00008	0.00000	0.00228
5	0.99638	0.00126	0.00000	0.00008	0.00000	0.00228
6	0.99630	0.00126	0.00008	0.00016	0.00000	0.00228
7	0.99606	0.00158	0.00000	0.00016	0.00000	0.00221
8	0.99622	0.00150	0.00008	0.00016	0.00000	0.00213
9	0.99606	0.00165	0.00000	0.00016	0.00000	0.00213
10	0.99661	0.00110	0.00000	0.00016	0.00000	0.00213
11	0.99582	0.00189	0.00000	0.00016	0.00000	0.00213
12	0.99575	0.00197	0.00008	0.00016	0.00000	0.00213
13	0.99622	0.00142	0.00008	0.00024	0.00000	0.00213
14	0.99598	0.00165	0.00000	0.00024	0.00000	0.00213
15	0.99614	0.00158	0.00024	0.00016	0.00000	0.00213
16	0.99630	0.00142	0.00008	0.00024	0.00000	0.00205
17	0.99630	0.00165	0.00016	0.00016	0.00000	0.00189
18	0.99669	0.00142	0.00016	0.00008	0.00000	0.00181
19	0.99701	0.00110	0.00000	0.00008	0.00000	0.00181
20	0.99677	0.00150	0.00000	0.00000	0.00000	0.00173
21	0.99645	0.00189	0.00000	0.00000	0.00000	0.00165
22	0.99701	0.00142	0.00008	0.00000	0.00000	0.00158
23	0.99708	0.00134	0.00000	0.00000	0.00000	0.00158
24	0.99779	0.00071	0.00000	0.00000	0.00000	0.00150
25	0.99701	0.00150	0.00032	0.00000	0.00000	0.00150
26	0.99685	0.00165	0.00008	0.00000	0.00000	0.00150
27	0.99724	0.00126	0.00008	0.00008	0.00000	0.00142
28	0.99685	0.00173	0.00000	0.00008	0.00000	0.00134
29	0.99716	0.00150	0.00008	0.00000	0.00000	0.00134
30	0.99685	0.00189	0.00000	0.00000	0.00000	0.00126
31	0.99693	0.00181	0.00008	0.00000	0.00000	0.00126
32	0.99693	0.00165	0.00000	0.00016	0.00000	0.00126
33	0.99772	0.00087	0.00016	0.00016	0.00000	0.00126
34	0.99685	0.00181	0.00008	0.00008	0.00000	0.00126
35	0.99645	0.00221	0.00008	0.00008	0.00000	0.00126
36	0.99779	0.00079	0.00000	0.00016	0.00000	0.00126
37	0.99795	0.00079	0.00016	0.00000	0.00000	0.00126
38	0.99771	0.00103	0.00000	0.00000	0.00000	0.00126
39	0.99740	0.00158	0.00000	0.00000	0.00000	0.00103
40	0.99748	0.00150	0.00000	0.00000	0.00000	0.00103
41	0.99763	0.00150	0.00008	0.00000	0.00000	0.00087
42	0.99779	0.00142	0.00000	0.00000	0.00000	0.00079
43	0.99779	0.00134	0.00000	0.00000	0.00000	0.00087
44	0.99811	0.00103	0.00000	0.00000	0.00000	0.00087
45	0.99747	0.00166	0.00000	0.00000	0.00000	0.00087
46	0.99747	0.00158	0.00008	0.00008	0.00000	0.00087
47	0.99755	0.00158	0.00000	0.00000	0.00000	0.00087
48	0.99740	0.00174	0.00000	0.00000	0.00000	0.00087
49	0.99779	0.00142	0.00000	0.00000	0.00000	0.00079
50	0.99724	0.00197	0.00000	0.00000	0.00000	0.00079
51	0.99787	0.00134	0.00000	0.00008	0.00000	0.00071
52	0.99779	0.00150	0.00000	0.00000	0.00000	0.00071
53	0.99803	0.00126	0.00008	0.00000	0.00000	0.00071
54	0.99842	0.00087	0.00000	0.00000	0.00000	0.00071
55	0.99802	0.00134	0.00000	0.00000	0.00000	0.00063
56	0.99787	0.00166	0.00008	0.00000	0.00000	0.00047
57	0.99755	0.00205	0.00016	0.00000	0.00000	0.00040
58	0.99818	0.00134	0.00000	0.00008	0.00000	0.00040
59	0.99850	0.00111	0.00000	0.00008	0.00000	0.00032
60	0.99802	0.00174	0.00000	0.00000	0.00000	0.00024
61	0.99818	0.00166	0.00000	0.00000	0.00000	0.00016
62	0.99881	0.00103	0.00008	0.00000	0.00000	0.00016
63	0.99873	0.00119	0.00000	0.00000	0.00000	0.00008
64	0.99810	0.00182	0.00000	0.00000	0.00000	0.00008
65	0.99826	0.00166	0.00000	0.00000	0.00000	0.00008
66	0.99834	0.00166	0.00000	0.00000	0.00000	0.00000
67	0.99897	0.00103	0.00000	0.00000	0.00000	0.00000
68	0.99778	0.00222	0.00000	0.00000	0.00000	0.00000
69	0.99834	0.00166	0.00000	0.00000	0.00000	0.00000
70	0.99802	0.00190	0.00000	0.00008	0.00000	0.00000
71	0.99857	0.00143	0.00000	0.00000	0.00000	0.00000
72	0.99857	0.00143	0.00016	0.00000	0.00000	0.00000
73	0.99849	0.00151	0.00000	0.00000	0.00000	0.00000
74	0.99810	0.00190	0.00000	0.00000	0.00000	0.00000
75	0.99786	0.00214	0.00008	0.00000	0.00000	0.00000
76	0.99841	0.00159	0.00000	0.00000	0.00000	0.00000
77	0.99849	0.00151	0.00024	0.00000	0.00000	0.00000
78	0.99786	0.00214	0.00008	0.00000	0.00000	0.00000
79	0.99849	0.00151	0.00000	0.00000	0.00000	0.00000
80	0.99833	0.00167	0.00000	0.00000	0.00000	0.00000
81	0.99873	0.00127	0.00008	0.00000	0.00000	0.00000
82	0.99793	0.00199	0.00000	0.00000	0.00008	0.00000
83	0.99737	0.00263	0.00008	0.00000	0.00000	0.00000
84	0.99833	0.00159	0.00000	0.00000	0.00008	0.00000
85	0.99785	0.00207	0.00008	0.00000	0.00008	0.00000
86	0.99857	0.00143	0.00008	0.00000	0.00000	0.00000
87	0.99832	0.00168	0.00008	0.00000	0.00000	0.00000
88	0.99808	0.00192	0.00016	0.00000	0.00000	0.00000
89	0.99816	0.00176	0.00000	0.00000	0.00000	0.00008
90	0.99864	0.00120	0.00000	0.00000	0.00008	0.00008
91	0.99824	0.00152	0.00000	0.00000	0.00000	0.00024
92	0.99768	0.00192	0.00016	0.00000	0.00000	0.00040
93	0.99696	0.00240	0.00000	0.00000	0.00000	0.00064
94	0.99760	0.00176	0.00000	0.00000	0.00000	0.00064
95	0.99727	0.00192	0.00000	0.00000	0.00000	0.00080
96	0.99679	0.00241	0.00000	0.00000	0.00000	0.00080
97	0.99759	0.00153	0.00000	0.00000	0.00000	0.00088
98	0.99743	0.00169	0.00008	0.00000	0.00000	0.00088
99	0.99767	0.00137	0.00000	0.00000	0.00000	0.00097
100	0.99710	0.00185	0.00000	0.00000	0.00000	0.00105
101	0.99726	0.00169	0.00000	0.00000	0.00000	0.00105
102	0.99678	0.00210	0.00008	0.00000	0.00000	0.00113
103	0.99709	0.00178	0.00000	0.00000	0.00000	0.00113
104	0.99717	0.00162	0.00000	0.00000	0.00000	0.00121
105	0.99652	0.00226	0.00008	0.00000	0.00000	0.00121
106	0.99660	0.00219	0.00000	0.00000	0.00000	0.00121
107	0.99668	0.00211	0.00000	0.00000	0.00000	0.00122
108	0.99651	0.00211	0.00000	0.00000	0.00000	0.00138
109	0.99610	0.00252	0.00000	0.00000	0.00000	0.00138
110	0.99553	0.00301	0.00000	0.00000	0.00000	0.00146
111	0.99577	0.00260	0.00000	0.00000	0.00000	0.00163
112	0.99642	0.00195	0.00000	0.00000	0.00000	0.00163
113	0.99674	0.00163	0.00000	0.00000	0.00000	0.00163
114	0.99559	0.00212	0.00000	0.00000	0.00057	0.00171
115	0.99640	0.00188	0.00000	0.00000	0.00000	0.00172
116	0.99460	0.00368	0.00000	0.00000	0.00000	0.00172
117	0.99492	0.00336	0.00000	0.00000	0.00000	0.00172
118	0.99458	0.00361	0.00000	0.00000	0.00000	0.00181
119	0.99531	0.00280	0.00000	0.00000	0.00008	0.00181
120	0.99489	0.00321	0.00000	0.00000	0.00000	0.00190
121	0.99381	0.00429	0.00000	0.00000	0.00000	0.00190
122	0.99562	0.00248	0.00000	0.00000	0.00000	0.00190
123	0.99552	0.00257	0.00008	0.00000	0.00000	0.00191
124	0.99551	0.00241	0.00000	0.00008	0.00000	0.00199
125	0.99509	0.00267	0.00000	0.00008	0.00008	0.00208
126	0.99524	0.00226	0.00000	0.00008	0.00000	0.00242
127	0.99548	0.00201	0.00000	0.00008	0.00000	0.00243
128	0.99437	0.00311	0.00008	0.00008	0.00000	0.00244
129	0.99545	0.00194	0.00008	0.00008	0.00000	0.00253
130	0.99485	0.00245	0.00008	0.00008	0.00000	0.00262
131	0.99551	0.00169	0.00000	0.00008	0.00000	0.00271
132	0.99498	0.00221	0.00000	0.00009	0.00000	0.00272
133	0.99402	0.00316	0.00000	0.00009	0.00000	0.00273
134	0.99417	0.00300	0.00017	0.00009	0.00000	0.00274
135	0.99372	0.00344	0.00000	0.00009	0.00000	0.00275
136	0.99396	0.00319	0.00000	0.00009	0.00000	0.00276
137	0.99384	0.00330	0.00000	0.00009	0.00000	0.00278
138	0.99434	0.00279	0.00017	0.00009	0.00000	0.00279
139	0.99528	0.00184	0.00000	0.00009	0.00000	0.00280
140	0.99402	0.00317	0.00000	0.00000	0.00000	0.00281
141	0.99460	0.00257	0.00009	0.00000	0.00000	0.00283
142	0.99367	0.00366	0.00000	0.00000	0.00000	0.00268
143	0.99309	0.00422	0.00009	0.00000	0.00000	0.00269
144	0.99296	0.00433	0.00000	0.00000	0.00000	0.00271
145	0.99319	0.00408	0.00009	0.00000	0.00000	0.00272
146	0.99278	0.00448	0.00000	0.00000	0.00000	0.00274
147	0.99374	0.00359	0.00000	0.00000	0.00000	0.00267
148	0.99415	0.00316	0.00000	0.00000	0.00000	0.00269
149	0.99221	0.00507	0.00000	0.00000	0.00009	0.00263
150	0.99548	0.00187	0.00000	0.00000	0.00000	0.00265
