#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	14645450	14195800	96.93	58263	0.40	14464	0.10	38479	0.26	338444	2.31
Ecoli	14645450	14645181	100.00	0	0.00	0	0.00	48	0.00	221	0.00
PhiX	14645450	14645450	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	14645450	14645400	100.00	0	0.00	0	0.00	32	0.00	18	0.00
Vectors	14645450	14542215	99.29	34	0.00	4	0.00	4257	0.03	98940	0.68
Bacteria_24k	14645450	14290036	97.57	30388	0.21	68830	0.47	24371	0.17	231825	1.58
Protists_1k	14645450	14078326	96.13	48459	0.33	64958	0.44	38268	0.26	415439	2.84
Viruses	14645450	14432443	98.55	500	0.00	199	0.00	20611	0.14	191697	1.31
Fungi_RefSeq_release	14645450	14260104	97.37	15847	0.11	3032	0.02	45400	0.31	321067	2.19
Coral	14645450	14402459	98.35	1774	0.01	427	0.00	30999	0.21	209791	1.43
Bird	14645450	14340675	97.92	7427	0.05	1098	0.01	44435	0.30	251815	1.72
Plant	14645450	14395600	98.30	1827	0.01	360	0.00	27534	0.19	220129	1.50

%Hit_no_genomes: 94.57
