Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Cha-APnd_001-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	267486	6285.0	2.35	5.0	0.0	0.0	0.0	45.0	0.02	1331.0	0.49	3799.0	1.42	8735.0	3.2700000000000005	2555.0	0.9500000000000001	6157.0	2.3	3889.0	1.46	4931.0	1.85	4012.0	1.5	256358	95.84
Cha-APnd_001-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	267486	6288.0	2.35	4.0	0.0	0.0	0.0	45.0	0.02	1317.0	0.5	3807.0	1.42	8705.0	3.25	2566.0	0.9500000000000001	6104.0	2.2800000000000002	3843.0	1.43	4894.0	1.8299999999999998	3984.0	1.49	256385	95.85
Cha-APnd_002-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	238490	5941.0	2.49	3.0	0.0	0.0	0.0	74.0	0.03	1445.0	0.61	3581.0	1.4900000000000002	7867.0	3.29	2643.0	1.1	5863.0	2.45	3764.0	1.58	4896.0	2.05	3904.0	1.6300000000000001	228521	95.82
Cha-APnd_002-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	238490	5851.0	2.45	2.0	0.0	0.0	0.0	80.0	0.03	1437.0	0.6	3579.0	1.4900000000000002	7823.0	3.2699999999999996	2616.0	1.09	5812.0	2.44	3753.0	1.57	4732.0	1.98	3914.0	1.6400000000000001	228616	95.86
Cha-APnd_003-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	1863435	9263.0	0.49	13.0	0.0	0.0	0.0	352.0	0.02	910.0	0.05	8072.0	0.43	15696.0	0.8400000000000001	4161.0	0.22	8667.0	0.47	4677.0	0.25	6552.0	0.33999999999999997	4386.0	0.22999999999999998	1841632	98.83
Cha-APnd_003-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	1863435	9195.0	0.49	14.0	0.0	0.0	0.0	282.0	0.01	782.0	0.04	7787.0	0.41000000000000003	15414.0	0.8300000000000001	3821.0	0.2	8523.0	0.46	4752.0	0.25	6439.0	0.33999999999999997	4334.0	0.22999999999999998	1842005	98.85
Cha-APnd_004-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	1540328	8917.0	0.5700000000000001	1.0	0.0	0.0	0.0	163.0	0.01	771.0	0.05	4964.0	0.33	13358.0	0.8700000000000001	3575.0	0.23	8176.0	0.53	4730.0	0.31	6487.0	0.42	4399.0	0.29000000000000004	1523076	98.88
Cha-APnd_004-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	1540328	8832.0	0.5700000000000001	2.0	0.0	0.0	0.0	127.0	0.01	715.0	0.05	4828.0	0.32	13292.0	0.8700000000000001	3515.0	0.23	8081.0	0.53	4606.0	0.3	6528.0	0.43	4350.0	0.28	1523076	98.88
Cha-APnd_005-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	1749654	23537.0	1.35	16.0	0.0	0.0	0.0	243.0	0.01	4285.0	0.24	17277.0	0.99	35321.0	2.02	9232.0	0.52	23071.0	1.33	13563.0	0.77	17875.0	1.02	13906.0	0.79	1701713	97.26
Cha-APnd_005-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	1749654	23466.0	1.33	14.0	0.0	0.0	0.0	227.0	0.01	4301.0	0.25	17214.0	0.98	34888.0	1.9900000000000002	9170.0	0.52	22821.0	1.29	13574.0	0.77	17715.0	1.02	13901.0	0.79	1702588	97.31
