Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
Sgr-AJol_084-Ex112G-lwgs-1-1.clmp.fp2_r1_screen	87926.0	17269.0	6585.0	4685.0	2022.0	1913.0	755.0	275.0	11.0	0.0	0.0	684288.0	6446549.0
Sgr-AJol_084-Ex112G-lwgs-1-1.clmp.fp2_r2_screen	88393.0	17188.0	6580.0	4684.0	2113.0	1896.0	777.0	264.0	13.0	0.0	0.0	683095.0	6447275.0
Sgr-AJol_085-Ex11H-lwgs-1-1.clmp.fp2_r1_screen	24843.0	5519.0	1727.0	1261.0	506.0	510.0	222.0	73.0	0.0	0.0	0.0	215189.0	1761818.0
Sgr-AJol_085-Ex11H-lwgs-1-1.clmp.fp2_r2_screen	25166.0	5583.0	1812.0	1292.0	528.0	476.0	210.0	86.0	4.0	0.0	0.0	214290.0	1762221.0
Sgr-AJol_086-Ex12H-lwgs-1-1.clmp.fp2_r1_screen	31065.0	5897.0	2145.0	1566.0	664.0	569.0	224.0	84.0	2.0	0.0	0.0	249489.0	1928269.0
Sgr-AJol_086-Ex12H-lwgs-1-1.clmp.fp2_r2_screen	31758.0	5870.0	2193.0	1509.0	686.0	596.0	213.0	77.0	1.0	0.0	0.0	248358.0	1928713.0
Sgr-AJol_088-Ex14H-lwgs-1-1.clmp.fp2_r1_screen	23148.0	5026.0	1790.0	1223.0	518.0	485.0	206.0	60.0	0.0	0.0	0.0	187058.0	1774252.0
Sgr-AJol_088-Ex14H-lwgs-1-1.clmp.fp2_r2_screen	23797.0	4990.0	1744.0	1167.0	500.0	450.0	219.0	60.0	0.0	0.0	0.0	185989.0	1774850.0
Sgr-AJol_089-Ex15H-lwgs-1-1.clmp.fp2_r1_screen	114355.0	15136.0	8910.0	6139.0	2688.0	2682.0	899.0	381.0	16.0	0.0	0.0	578525.0	9800284.0
Sgr-AJol_089-Ex15H-lwgs-1-1.clmp.fp2_r2_screen	115133.0	15221.0	9039.0	6136.0	2663.0	2588.0	922.0	400.0	10.0	0.0	0.0	577619.0	9800284.0
Sgr-AJol_090-Ex16H-lwgs-1-1.clmp.fp2_r1_screen	1992.0	814.0	149.0	100.0	56.0	52.0	12.0	3.0	1.0	0.0	0.0	14751.0	141299.0
Sgr-AJol_090-Ex16H-lwgs-1-1.clmp.fp2_r2_screen	1925.0	791.0	158.0	89.0	49.0	53.0	17.0	5.0	0.0	0.0	0.0	14699.0	141443.0
Sgr-AJol_091-Ex17H-lwgs-1-1.clmp.fp2_r1_screen	22942.0	3235.0	1786.0	1170.0	551.0	548.0	205.0	80.0	3.0	0.0	0.0	163359.0	1813143.0
Sgr-AJol_091-Ex17H-lwgs-1-1.clmp.fp2_r2_screen	23314.0	3216.0	1698.0	1187.0	552.0	523.0	215.0	80.0	2.0	0.0	0.0	162289.0	1813946.0
Sgr-AJol_092-Ex18H-lwgs-1-1.clmp.fp2_r1_screen	15719.0	3977.0	1814.0	841.0	313.0	298.0	161.0	52.0	2.0	0.0	0.0	198187.0	1139196.0
Sgr-AJol_092-Ex18H-lwgs-1-1.clmp.fp2_r2_screen	15887.0	3982.0	1789.0	841.0	334.0	306.0	132.0	50.0	1.0	0.0	0.0	196953.0	1140285.0
Sgr-AJol_094-Ex110H-lwgs-1-1.clmp.fp2_r1_screen	49109.0	7291.0	3514.0	2536.0	1025.0	1039.0	442.0	152.0	2.0	0.0	0.0	330964.0	3725398.0
Sgr-AJol_094-Ex110H-lwgs-1-1.clmp.fp2_r2_screen	49560.0	7170.0	3532.0	2530.0	1080.0	1065.0	439.0	115.0	4.0	0.0	0.0	329755.0	3726222.0
Sgr-AJol_095-Ex111H-lwgs-1-1.clmp.fp2_r1_screen	8684.0	2040.0	657.0	522.0	201.0	198.0	100.0	40.0	0.0	0.0	0.0	82144.0	782835.0
Sgr-AJol_095-Ex111H-lwgs-1-1.clmp.fp2_r2_screen	8999.0	2042.0	648.0	460.0	189.0	199.0	80.0	28.0	0.0	0.0	0.0	81766.0	783010.0
Sgr-AJol_096-Ex112H-lwgs-1-1.clmp.fp2_r1_screen	69900.0	21962.0	6120.0	3502.0	1573.0	1559.0	608.0	251.0	8.0	0.0	0.0	672571.0	4868198.0
Sgr-AJol_096-Ex112H-lwgs-1-1.clmp.fp2_r2_screen	70565.0	22003.0	6191.0	3445.0	1574.0	1430.0	544.0	241.0	1.0	0.0	0.0	669802.0	4870456.0
Sgr-AMvi_001-Ex11A-lwgs-2-1.clmp.fp2_r1_screen	192.0	171.0	66.0	9.0	3.0	6.0	0.0	3.0	0.0	0.0	0.0	5559.0	13545.0
Sgr-AMvi_001-Ex11A-lwgs-2-1.clmp.fp2_r2_screen	202.0	172.0	66.0	14.0	2.0	6.0	5.0	3.0	0.0	0.0	0.0	5532.0	13552.0
Sgr-AMvi_002-Ex12A-lwgs-2-1.clmp.fp2_r1_screen	59250.0	6625.0	5882.0	3412.0	1304.0	1465.0	596.0	285.0	7.0	0.0	0.0	1750382.0	3020228.0
Sgr-AMvi_002-Ex12A-lwgs-2-1.clmp.fp2_r2_screen	62409.0	6639.0	5891.0	3164.0	1177.0	1321.0	497.0	233.0	19.0	0.0	0.0	1741553.0	3026533.0
Sgr-AMvi_003-Ex13A-lwgs-2-1.clmp.fp2_r1_screen	25474.0	2853.0	2361.0	1511.0	539.0	547.0	191.0	133.0	3.0	0.0	0.0	521871.0	1180399.0
Sgr-AMvi_003-Ex13A-lwgs-2-1.clmp.fp2_r2_screen	26409.0	2873.0	2259.0	1435.0	509.0	561.0	178.0	137.0	2.0	0.0	0.0	518863.0	1182656.0
Sgr-AMvi_004-Ex14A-lwgs-2-1.clmp.fp2_r1_screen	32.0	39.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	834.0	1944.0
Sgr-AMvi_004-Ex14A-lwgs-2-1.clmp.fp2_r2_screen	26.0	42.0	19.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	830.0	1946.0
Sgr-AMvi_005-Ex15A-lwgs-2-1.clmp.fp2_r1_screen	11713.0	19517.0	6879.0	677.0	225.0	286.0	89.0	138.0	4.0	0.0	0.0	269043.0	802995.0
Sgr-AMvi_005-Ex15A-lwgs-2-1.clmp.fp2_r2_screen	11820.0	19522.0	6810.0	706.0	219.0	237.0	97.0	129.0	0.0	0.0	0.0	268142.0	803884.0
Sgr-AMvi_006-Ex16A-lwgs-2-1.clmp.fp2_r1_screen	39873.0	216512.0	17487.0	2573.0	733.0	721.0	303.0	311.0	5.0	0.0	0.0	745445.0	2721326.0
Sgr-AMvi_006-Ex16A-lwgs-2-1.clmp.fp2_r2_screen	40310.0	215836.0	17498.0	2555.0	684.0	779.0	285.0	284.0	9.0	0.0	0.0	746097.0	2720952.0
Sgr-AMvi_007-Ex17A-lwgs-2-1.clmp.fp2_r1_screen	11220.0	43272.0	6014.0	740.0	213.0	234.0	118.0	98.0	1.0	0.0	0.0	297422.0	749375.0
Sgr-AMvi_007-Ex17A-lwgs-2-1.clmp.fp2_r2_screen	11589.0	43338.0	6003.0	717.0	201.0	249.0	99.0	102.0	2.0	0.0	0.0	296478.0	749929.0
Sgr-AMvi_009-Ex19A-lwgs-2-1.clmp.fp2_r1_screen	180.0	256.0	107.0	12.0	5.0	5.0	5.0	1.0	0.0	0.0	0.0	4409.0	13382.0
Sgr-AMvi_009-Ex19A-lwgs-2-1.clmp.fp2_r2_screen	175.0	274.0	107.0	12.0	1.0	4.0	2.0	2.0	0.0	0.0	0.0	4368.0	13417.0
Sgr-AMvi_011-Ex111A-lwgs-2-1.clmp.fp2_r1_screen	10097.0	34747.0	2869.0	676.0	202.0	220.0	78.0	84.0	17.0	0.0	0.0	213079.0	636966.0
Sgr-AMvi_011-Ex111A-lwgs-2-1.clmp.fp2_r2_screen	10135.0	34907.0	2939.0	619.0	187.0	210.0	74.0	89.0	18.0	0.0	0.0	212442.0	637415.0
Sgr-AMvi_012-Ex112A-lwgs-2-1.clmp.fp2_r1_screen	2003.0	3483.0	565.0	104.0	37.0	49.0	26.0	20.0	3.0	0.0	0.0	116093.0	162426.0
Sgr-AMvi_012-Ex112A-lwgs-2-1.clmp.fp2_r2_screen	2163.0	3413.0	561.0	113.0	38.0	44.0	18.0	11.0	2.0	0.0	0.0	115934.0	162512.0
Sgr-AMvi_013-Ex11B-lwgs-2-1.clmp.fp2_r1_screen	86171.0	22079.0	14441.0	4617.0	1698.0	1897.0	686.0	436.0	15.0	0.0	0.0	1710427.0	4763722.0
Sgr-AMvi_013-Ex11B-lwgs-2-1.clmp.fp2_r2_screen	89247.0	21917.0	14300.0	4421.0	1634.0	1795.0	653.0	412.0	17.0	0.0	0.0	1697501.0	4774292.0
Sgr-AMvi_014-Ex12B-lwgs-2-1.clmp.fp2_r1_screen	60537.0	41858.0	17260.0	3522.0	1129.0	1380.0	467.0	465.0	18.0	0.0	0.0	1822470.0	3262406.0
Sgr-AMvi_014-Ex12B-lwgs-2-1.clmp.fp2_r2_screen	62996.0	41759.0	17169.0	3485.0	1051.0	1295.0	406.0	465.0	13.0	0.0	0.0	1813692.0	3269181.0
Sgr-AMvi_015-Ex13B-lwgs-2-1.clmp.fp2_r1_screen	235.0	246.0	115.0	16.0	4.0	4.0	0.0	1.0	0.0	0.0	0.0	6369.0	13465.0
Sgr-AMvi_015-Ex13B-lwgs-2-1.clmp.fp2_r2_screen	236.0	252.0	114.0	12.0	3.0	8.0	4.0	2.0	0.0	0.0	0.0	6320.0	13504.0
Sgr-AMvi_018-Ex16B-lwgs-2-1.clmp.fp2_r1_screen	72325.0	477111.0	227068.0	7746.0	885.0	1001.0	370.0	1443.0	2.0	0.0	0.0	1232775.0	5102029.0
Sgr-AMvi_018-Ex16B-lwgs-2-1.clmp.fp2_r2_screen	73684.0	476237.0	227106.0	7810.0	884.0	1002.0	362.0	1409.0	6.0	0.0	0.0	1234363.0	5099892.0
Sgr-AMvi_019-Ex17B-lwgs-2-1.clmp.fp2_r1_screen	349.0	530.0	260.0	28.0	10.0	4.0	1.0	2.0	0.0	0.0	0.0	7733.0	26779.0
Sgr-AMvi_019-Ex17B-lwgs-2-1.clmp.fp2_r2_screen	351.0	516.0	257.0	24.0	6.0	5.0	0.0	1.0	0.0	0.0	0.0	7729.0	26807.0
Sgr-AMvi_020-Ex18B-lwgs-2-1.clmp.fp2_r1_screen	301.0	398.0	297.0	28.0	8.0	5.0	6.0	0.0	0.0	0.0	0.0	8213.0	20200.0
Sgr-AMvi_020-Ex18B-lwgs-2-1.clmp.fp2_r2_screen	318.0	384.0	282.0	28.0	5.0	4.0	1.0	1.0	0.0	0.0	0.0	8197.0	20236.0
Sgr-AMvi_022-Ex110B-lwgs-2-1.clmp.fp2_r1_screen	65441.0	180420.0	196080.0	6108.0	1307.0	1458.0	475.0	675.0	9.0	0.0	0.0	1489671.0	3692842.0
Sgr-AMvi_022-Ex110B-lwgs-2-1.clmp.fp2_r2_screen	66576.0	180363.0	195872.0	6113.0	1309.0	1402.0	513.0	680.0	10.0	0.0	0.0	1490497.0	3691151.0
Sgr-AMvi_023-Ex111B-lwgs-2-1.clmp.fp2_r1_screen	101944.0	291626.0	37783.0	6769.0	1766.0	2101.0	729.0	1223.0	12.0	0.0	0.0	2483158.0	6332968.0
Sgr-AMvi_023-Ex111B-lwgs-2-1.clmp.fp2_r2_screen	104781.0	291595.0	37507.0	6687.0	1674.0	1972.0	709.0	1211.0	8.0	0.0	0.0	2473559.0	6340376.0
Sgr-AMvi_025-Ex11C-lwgs-2-1.clmp.fp2_r1_screen	322.0	442.0	293.0	22.0	7.0	5.0	1.0	4.0	1.0	0.0	0.0	9694.0	22668.0
Sgr-AMvi_025-Ex11C-lwgs-2-1.clmp.fp2_r2_screen	358.0	442.0	284.0	24.0	8.0	6.0	3.0	3.0	1.0	0.0	0.0	9662.0	22668.0
Sgr-AMvi_027-Ex13C-lwgs-2-1.clmp.fp2_r1_screen	185.0	199.0	127.0	15.0	3.0	6.0	1.0	2.0	0.0	0.0	0.0	5411.0	11532.0
Sgr-AMvi_027-Ex13C-lwgs-2-1.clmp.fp2_r2_screen	209.0	197.0	126.0	15.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	5388.0	11537.0
Sgr-AMvi_029-Ex15C-lwgs-2-1.clmp.fp2_r1_screen	85666.0	250865.0	134727.0	6080.0	1277.0	1649.0	553.0	1338.0	8.0	0.0	0.0	2252296.0	6423139.0
Sgr-AMvi_029-Ex15C-lwgs-2-1.clmp.fp2_r2_screen	87255.0	250502.0	134654.0	6001.0	1231.0	1640.0	581.0	1294.0	15.0	0.0	0.0	2247623.0	6426802.0
Sgr-AMvi_030-Ex16C-lwgs-2-1.clmp.fp2_r1_screen	43598.0	254926.0	37925.0	3735.0	836.0	697.0	285.0	716.0	3.0	0.0	0.0	964689.0	3200897.0
Sgr-AMvi_030-Ex16C-lwgs-2-1.clmp.fp2_r2_screen	44594.0	254968.0	37848.0	3709.0	818.0	663.0	253.0	707.0	6.0	0.0	0.0	965647.0	3199094.0
Sgr-AMvi_031-Ex17C-lwgs-2-1.clmp.fp2_r1_screen	39070.0	116412.0	56036.0	3789.0	939.0	905.0	380.0	416.0	9.0	0.0	0.0	864851.0	3009434.0
Sgr-AMvi_031-Ex17C-lwgs-2-1.clmp.fp2_r2_screen	40488.0	116491.0	55968.0	3766.0	916.0	790.0	342.0	407.0	5.0	0.0	0.0	861588.0	3011480.0
Sgr-AMvi_032-Ex18C-lwgs-2-1.clmp.fp2_r1_screen	8552.0	14433.0	29700.0	626.0	188.0	185.0	71.0	71.0	1.0	0.0	0.0	280548.0	529419.0
Sgr-AMvi_032-Ex18C-lwgs-2-1.clmp.fp2_r2_screen	8889.0	14353.0	29713.0	632.0	180.0	182.0	73.0	77.0	1.0	0.0	0.0	279584.0	530110.0
Sgr-AMvi_033-Ex19C-lwgs-2-1.clmp.fp2_r1_screen	24396.0	68296.0	12670.0	1907.0	617.0	535.0	270.0	276.0	7.0	0.0	0.0	720920.0	1698726.0
Sgr-AMvi_033-Ex19C-lwgs-2-1.clmp.fp2_r2_screen	25176.0	68181.0	12642.0	1882.0	593.0	502.0	261.0	247.0	2.0	0.0	0.0	718385.0	1700749.0
Sgr-AMvi_034-Ex110C-lwgs-2-1.clmp.fp2_r1_screen	44070.0	144604.0	135266.0	6704.0	881.0	864.0	353.0	637.0	6.0	0.0	0.0	1250447.0	2562324.0
Sgr-AMvi_034-Ex110C-lwgs-2-1.clmp.fp2_r2_screen	45050.0	144913.0	135301.0	6613.0	834.0	893.0	354.0	620.0	5.0	0.0	0.0	1250493.0	2561080.0
Sgr-AMvi_035-Ex111C-lwgs-2-1.clmp.fp2_r1_screen	28275.0	67699.0	46755.0	3151.0	537.0	609.0	199.0	413.0	0.0	0.0	0.0	645356.0	1621725.0
Sgr-AMvi_035-Ex111C-lwgs-2-1.clmp.fp2_r2_screen	28731.0	67510.0	46718.0	3105.0	497.0	556.0	176.0	354.0	4.0	0.0	0.0	643653.0	1623415.0
Sgr-AMvi_036-Ex112C-lwgs-2-1.clmp.fp2_r1_screen	19720.0	66159.0	30460.0	2056.0	395.0	438.0	150.0	302.0	2.0	0.0	0.0	664575.0	1665014.0
Sgr-AMvi_036-Ex112C-lwgs-2-1.clmp.fp2_r2_screen	20968.0	65877.0	30702.0	1975.0	411.0	426.0	160.0	274.0	1.0	0.0	0.0	662728.0	1665749.0
Sgr-AMvi_037-Ex11D-lwgs-2-1.clmp.fp2_r1_screen	10761.0	24069.0	24878.0	1430.0	198.0	195.0	68.0	184.0	1.0	0.0	0.0	272553.0	646122.0
Sgr-AMvi_037-Ex11D-lwgs-2-1.clmp.fp2_r2_screen	11256.0	24029.0	24796.0	1394.0	181.0	190.0	81.0	184.0	2.0	0.0	0.0	271342.0	647004.0
Sgr-AMvi_038-Ex12D-lwgs-2-1.clmp.fp2_r1_screen	11172.0	13570.0	14883.0	1171.0	226.0	246.0	73.0	166.0	2.0	0.0	0.0	287321.0	640881.0
Sgr-AMvi_038-Ex12D-lwgs-2-1.clmp.fp2_r2_screen	11598.0	13500.0	14925.0	1150.0	200.0	189.0	86.0	152.0	2.0	1.0	0.0	285863.0	642045.0
Sgr-AMvi_039-Ex13D-lwgs-2-1.clmp.fp2_r1_screen	6745.0	2717.0	1484.0	355.0	165.0	146.0	46.0	64.0	1.0	0.0	0.0	140543.0	528097.0
Sgr-AMvi_039-Ex13D-lwgs-2-1.clmp.fp2_r2_screen	6966.0	2653.0	1499.0	340.0	147.0	124.0	48.0	62.0	1.0	0.0	0.0	140018.0	528505.0
Sgr-AMvi_040-Ex14D-lwgs-2-1.clmp.fp2_r1_screen	6034.0	31309.0	9906.0	731.0	123.0	98.0	39.0	167.0	0.0	0.0	0.0	172021.0	450177.0
Sgr-AMvi_040-Ex14D-lwgs-2-1.clmp.fp2_r2_screen	6115.0	31168.0	9954.0	704.0	109.0	101.0	45.0	173.0	3.0	0.0	0.0	171654.0	450579.0
Sgr-AMvi_041-Ex15D-lwgs-2-1.clmp.fp2_r1_screen	46466.0	192824.0	61701.0	3859.0	783.0	782.0	319.0	534.0	8.0	0.0	0.0	788135.0	3132340.0
Sgr-AMvi_041-Ex15D-lwgs-2-1.clmp.fp2_r2_screen	47467.0	192506.0	61548.0	3759.0	792.0	701.0	304.0	523.0	5.0	0.0	0.0	785269.0	3134877.0
Sgr-AMvi_042-Ex16D-lwgs-2-1.clmp.fp2_r1_screen	6583.0	21158.0	4316.0	573.0	126.0	137.0	50.0	77.0	1.0	0.0	0.0	121452.0	433321.0
Sgr-AMvi_042-Ex16D-lwgs-2-1.clmp.fp2_r2_screen	6716.0	21024.0	4304.0	580.0	100.0	124.0	35.0	77.0	0.0	0.0	0.0	121395.0	433439.0
Sgr-AMvi_043-Ex17D-lwgs-2-1.clmp.fp2_r1_screen	6692.0	6682.0	5347.0	492.0	136.0	149.0	55.0	66.0	1.0	0.0	0.0	107026.0	529888.0
Sgr-AMvi_043-Ex17D-lwgs-2-1.clmp.fp2_r2_screen	6812.0	6658.0	5346.0	483.0	124.0	140.0	54.0	88.0	0.0	0.0	0.0	106547.0	530282.0
Sgr-AMvi_044-Ex18D-lwgs-2-1.clmp.fp2_r1_screen	56791.0	101995.0	64182.0	4582.0	1069.0	1307.0	514.0	706.0	18.0	0.0	0.0	1376288.0	3837843.0
Sgr-AMvi_044-Ex18D-lwgs-2-1.clmp.fp2_r2_screen	58467.0	101610.0	64074.0	4536.0	1068.0	1209.0	531.0	699.0	10.0	0.0	0.0	1370891.0	3842200.0
Sgr-AMvi_045-Ex19D-lwgs-2-1.clmp.fp2_r1_screen	74891.0	98349.0	74659.0	8019.0	1580.0	1749.0	718.0	784.0	32.0	0.0	0.0	1279063.0	5789254.0
Sgr-AMvi_045-Ex19D-lwgs-2-1.clmp.fp2_r2_screen	77117.0	98206.0	74604.0	7928.0	1492.0	1583.0	712.0	789.0	8.0	0.0	0.0	1273740.0	5792919.0
Sgr-AMvi_046-Ex110D-lwgs-2-1.clmp.fp2_r1_screen	8857.0	12534.0	11577.0	685.0	179.0	182.0	85.0	113.0	2.0	0.0	0.0	157884.0	788990.0
Sgr-AMvi_046-Ex110D-lwgs-2-1.clmp.fp2_r2_screen	9002.0	12426.0	11594.0	688.0	186.0	162.0	78.0	109.0	0.0	0.0	0.0	157754.0	789089.0
Sgr-AMvi_047-Ex111D-lwgs-2-1.clmp.fp2_r1_screen	1406.0	1577.0	707.0	94.0	25.0	33.0	7.0	15.0	0.0	0.0	0.0	45370.0	95911.0
Sgr-AMvi_047-Ex111D-lwgs-2-1.clmp.fp2_r2_screen	1417.0	1581.0	704.0	87.0	18.0	25.0	22.0	10.0	0.0	0.0	0.0	45283.0	95998.0
Sgr-AMvi_048-Ex112D-lwgs-2-1.clmp.fp2_r1_screen	10612.0	11724.0	6501.0	581.0	182.0	217.0	91.0	65.0	3.0	0.0	0.0	272084.0	772503.0
Sgr-AMvi_048-Ex112D-lwgs-2-1.clmp.fp2_r2_screen	11142.0	11670.0	6410.0	622.0	190.0	222.0	79.0	67.0	1.0	0.0	0.0	271227.0	772933.0
Sgr-AMvi_049-Ex11E-lwgs-2-1.clmp.fp2_r1_screen	3639.0	189.0	458.0	138.0	65.0	73.0	14.0	5.0	0.0	0.0	0.0	43998.0	163000.0
Sgr-AMvi_049-Ex11E-lwgs-2-1.clmp.fp2_r2_screen	3724.0	189.0	450.0	129.0	62.0	85.0	18.0	6.0	0.0	0.0	0.0	43747.0	163169.0
Sgr-AMvi_050-Ex12E-lwgs-2-1.clmp.fp2_r1_screen	127.0	28.0	20.0	12.0	5.0	10.0	1.0	1.0	0.0	0.0	0.0	3054.0	10343.0
Sgr-AMvi_050-Ex12E-lwgs-2-1.clmp.fp2_r2_screen	155.0	30.0	22.0	12.0	4.0	2.0	0.0	1.0	0.0	0.0	0.0	3036.0	10339.0
Sgr-AMvi_051-Ex13E-lwgs-2-1.clmp.fp2_r1_screen	53.0	5.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	969.0	4769.0
Sgr-AMvi_051-Ex13E-lwgs-2-1.clmp.fp2_r2_screen	54.0	4.0	7.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	970.0	4762.0
Sgr-AMvi_052-Ex14E-lwgs-2-1.clmp.fp2_r1_screen	19.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.0	1044.0
Sgr-AMvi_052-Ex14E-lwgs-2-1.clmp.fp2_r2_screen	17.0	9.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	209.0	1041.0
Sgr-AMvi_053-Ex15E-lwgs-2-1.clmp.fp2_r1_screen	17725.0	1312.0	1962.0	873.0	405.0	391.0	143.0	65.0	2.0	0.0	0.0	122817.0	1378303.0
Sgr-AMvi_053-Ex15E-lwgs-2-1.clmp.fp2_r2_screen	18085.0	1262.0	1943.0	876.0	406.0	416.0	127.0	51.0	2.0	0.0	0.0	122374.0	1378456.0
Sgr-AMvi_054-Ex16E-lwgs-2-1.clmp.fp2_r1_screen	14005.0	2834.0	3273.0	748.0	344.0	325.0	134.0	60.0	2.0	0.0	0.0	130407.0	1093824.0
Sgr-AMvi_054-Ex16E-lwgs-2-1.clmp.fp2_r2_screen	14357.0	2785.0	3244.0	758.0	362.0	328.0	132.0	51.0	0.0	0.0	0.0	129866.0	1094073.0
Sgr-AMvi_055-Ex17E-lwgs-2-1.clmp.fp2_r1_screen	82.0	55.0	32.0	4.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1243.0	7543.0
Sgr-AMvi_055-Ex17E-lwgs-2-1.clmp.fp2_r2_screen	80.0	58.0	32.0	4.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	1227.0	7554.0
Sgr-AMvi_056-Ex18E-lwgs-2-1.clmp.fp2_r1_screen	180.0	57.0	56.0	14.0	5.0	4.0	4.0	1.0	0.0	0.0	0.0	2133.0	13646.0
Sgr-AMvi_056-Ex18E-lwgs-2-1.clmp.fp2_r2_screen	197.0	58.0	58.0	8.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	2141.0	13630.0
Sgr-AMvi_057-Ex19E-lwgs-2-1.clmp.fp2_r1_screen	84.0	53.0	45.0	7.0	5.0	2.0	0.0	1.0	0.0	0.0	0.0	1427.0	7607.0
Sgr-AMvi_057-Ex19E-lwgs-2-1.clmp.fp2_r2_screen	81.0	49.0	41.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1451.0	7600.0
Sgr-AMvi_058-Ex110E-lwgs-2-1.clmp.fp2_r1_screen	75.0	107.0	104.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1533.0	6277.0
Sgr-AMvi_058-Ex110E-lwgs-2-1.clmp.fp2_r2_screen	83.0	110.0	105.0	7.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	1527.0	6266.0
Sgr-AMvi_059-Ex111E-lwgs-2-1.clmp.fp2_r1_screen	104.0	133.0	27.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1947.0	7733.0
Sgr-AMvi_059-Ex111E-lwgs-2-1.clmp.fp2_r2_screen	107.0	132.0	31.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1922.0	7752.0
Sgr-AMvi_060-Ex112E-lwgs-2-1.clmp.fp2_r1_screen	52.0	15.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	854.0	4174.0
Sgr-AMvi_060-Ex112E-lwgs-2-1.clmp.fp2_r2_screen	40.0	19.0	12.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	855.0	4175.0
Sgr-AMvi_061-Ex11F-lwgs-2-1.clmp.fp2_r1_screen	120.0	20.0	23.0	8.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	2194.0	8216.0
Sgr-AMvi_061-Ex11F-lwgs-2-1.clmp.fp2_r2_screen	124.0	20.0	22.0	4.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	2199.0	8211.0
Sgr-AMvi_062-Ex12F-lwgs-2-1.clmp.fp2_r1_screen	28454.0	1303.0	5261.0	1276.0	561.0	638.0	155.0	107.0	0.0	0.0	0.0	362883.0	1255572.0
Sgr-AMvi_062-Ex12F-lwgs-2-1.clmp.fp2_r2_screen	29101.0	1358.0	5230.0	1203.0	526.0	620.0	144.0	96.0	4.0	0.0	0.0	358712.0	1259216.0
Sgr-AMvi_063-Ex13F-lwgs-2-1.clmp.fp2_r1_screen	2410.0	67.0	205.0	91.0	57.0	49.0	14.0	3.0	0.0	0.0	0.0	33490.0	108519.0
Sgr-AMvi_063-Ex13F-lwgs-2-1.clmp.fp2_r2_screen	2393.0	58.0	196.0	100.0	45.0	38.0	8.0	5.0	0.0	0.0	0.0	33195.0	108867.0
Sgr-AMvi_064-Ex14F-lwgs-2-1.clmp.fp2_r1_screen	13.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289.0	822.0
Sgr-AMvi_064-Ex14F-lwgs-2-1.clmp.fp2_r2_screen	12.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281.0	830.0
Sgr-AMvi_065-Ex15F-lwgs-2-1.clmp.fp2_r1_screen	2838.0	202.0	246.0	91.0	45.0	53.0	8.0	4.0	0.0	0.0	0.0	26812.0	92317.0
Sgr-AMvi_065-Ex15F-lwgs-2-1.clmp.fp2_r2_screen	2769.0	206.0	250.0	88.0	43.0	42.0	6.0	1.0	0.0	0.0	0.0	26661.0	92550.0
Sgr-AMvi_066-Ex16F-lwgs-2-1.clmp.fp2_r1_screen	58956.0	13843.0	12402.0	3280.0	1722.0	1411.0	538.0	238.0	4.0	0.0	0.0	521605.0	5092307.0
Sgr-AMvi_066-Ex16F-lwgs-2-1.clmp.fp2_r2_screen	60228.0	13804.0	12495.0	3298.0	1706.0	1335.0	555.0	244.0	7.0	0.0	0.0	520898.0	5091736.0
Sgr-AMvi_067-Ex17F-lwgs-2-1.clmp.fp2_r1_screen	115.0	69.0	35.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1536.0	7774.0
Sgr-AMvi_067-Ex17F-lwgs-2-1.clmp.fp2_r2_screen	113.0	64.0	34.0	4.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	1521.0	7792.0
Sgr-AMvi_068-Ex18F-lwgs-2-1.clmp.fp2_r1_screen	24154.0	2484.0	4581.0	1151.0	684.0	437.0	145.0	87.0	5.0	0.0	0.0	225000.0	1306474.0
