pos	3pG>A
1	0.0311188305109278
2	0.0282574568288854
3	0.0184646948196273
4	0.0183226293917643
5	0.0140444107041184
6	0.0177587262706675
7	0.0175207234363225
8	0.0183677333838288
9	0.0196776611694153
10	0.017179384738314
11	0.0168714469099578
12	0.014689880304679
13	0.0137087810300111
14	0.0146451370634623
15	0.0186757215619694
16	0.014692032397815
17	0.013503375843961
18	0.0150602409638554
19	0.0172642762284197
20	0.0164092664092664
21	0.01578847251284
22	0.0114986584898429
23	0.0127943630632301
24	0.0151428023768449
25	0.0118365788468881
