Sample	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Bacteria_24k	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
GotPopAS38_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	38534.0	5672.0	3045.0	2073.0	831.0	594.0	682.0	249.0	7.0	0.0	207940.0	2310933.0
GotPopAS38_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	38807.0	5698.0	2988.0	2212.0	855.0	574.0	709.0	226.0	5.0	0.0	208324.0	2310162.0
GotPopAS39_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	69273.0	10840.0	5366.0	4152.0	1515.0	1045.0	955.0	460.0	10.0	0.0	374508.0	4227194.0
GotPopAS39_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	69557.0	10461.0	5310.0	4118.0	1493.0	1008.0	950.0	418.0	11.0	0.0	379023.0	4222969.0
GotPopAS41_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	9754.0	1474.0	735.0	568.0	198.0	219.0	139.0	53.0	0.0	0.0	49732.0	616824.0
GotPopAS41_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	9939.0	1544.0	715.0	508.0	210.0	236.0	126.0	57.0	0.0	0.0	50285.0	616076.0
GotPopAS42_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	600940.0	90477.0	46042.0	34468.0	12982.0	9266.0	8648.0	3624.0	88.0	0.0	3287499.0	35965000.0
GotPopAS42_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	607111.0	89898.0	46039.0	34054.0	13030.0	9024.0	8537.0	3523.0	75.0	0.0	3314790.0	35932953.0
GotPopAS43_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	15769.0	2505.0	1262.0	981.0	342.0	224.0	217.0	95.0	0.0	0.0	86645.0	1019718.0
GotPopAS43_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	16120.0	2397.0	1252.0	975.0	340.0	245.0	229.0	112.0	3.0	0.0	86592.0	1019493.0
GotPopAS44_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	21387.0	3139.0	1623.0	1278.0	418.0	304.0	346.0	126.0	3.0	0.0	115231.0	1293256.0
GotPopAS44_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	21499.0	3236.0	1707.0	1193.0	466.0	312.0	323.0	123.0	5.0	0.0	115566.0	1292681.0
GotPopAS45_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	171367.0	25990.0	13343.0	9610.0	3801.0	3264.0	3315.0	906.0	14.0	0.0	922550.0	10150047.0
GotPopAS45_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	171747.0	25637.0	13493.0	9536.0	3621.0	3179.0	3238.0	863.0	23.0	0.0	934127.0	10138743.0
GotPopAS46_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	70039.0	13382.0	5266.0	4049.0	1443.0	1239.0	1125.0	419.0	6.0	0.0	368688.0	4200230.0
GotPopAS46_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	70125.0	13238.0	5453.0	3978.0	1475.0	1230.0	1120.0	422.0	10.0	0.0	372338.0	4196497.0
GotPopAS47_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	113944.0	17445.0	8739.0	6638.0	2444.0	1799.0	1232.0	587.0	12.0	0.0	593004.0	6943265.0
GotPopAS47_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	113899.0	17158.0	8485.0	6423.0	2430.0	1734.0	1186.0	653.0	9.0	0.0	594636.0	6942496.0
GotPopAS48_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	41144.0	6282.0	3176.0	2286.0	909.0	722.0	781.0	206.0	5.0	0.0	224422.0	2424727.0
GotPopAS48_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	40970.0	6298.0	3239.0	2271.0	880.0	650.0	791.0	222.0	13.0	0.0	224869.0	2424457.0
GotPopAS49_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	698.0	110.0	60.0	36.0	25.0	9.0	13.0	6.0	0.0	0.0	3947.0	44625.0
GotPopAS49_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	775.0	89.0	57.0	40.0	15.0	14.0	12.0	6.0	0.0	0.0	4010.0	44511.0
GotPopAS4_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	43256.0	6505.0	3352.0	2495.0	1013.0	811.0	756.0	238.0	3.0	0.0	229241.0	2571870.0
GotPopAS4_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	43195.0	6454.0	3307.0	2307.0	1011.0	785.0	785.0	232.0	4.0	0.0	231306.0	2570154.0
GotPopAS50_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	30775.0	4730.0	2421.0	1814.0	624.0	423.0	464.0	186.0	3.0	0.0	162757.0	1907450.0
GotPopAS50_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	31108.0	4768.0	2375.0	1814.0	697.0	465.0	423.0	181.0	3.0	0.0	163419.0	1906394.0
GotPopAS5_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	43809.0	6629.0	3374.0	2607.0	871.0	906.0	497.0	266.0	5.0	0.0	229515.0	2688600.0
GotPopAS5_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	43723.0	6720.0	3181.0	2472.0	941.0	926.0	537.0	230.0	3.0	0.0	230044.0	2688302.0
GotPopAS6_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	1371249.0	201614.0	101826.0	72915.0	30836.0	21016.0	13731.0	7355.0	194.0	0.0	8134095.0	79486589.0
GotPopAS6_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	1391793.0	200275.0	101012.0	72308.0	30646.0	21193.0	13527.0	7136.0	181.0	0.0	8206201.0	79397148.0
GotPopAS7_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	58832.0	8712.0	4432.0	3321.0	1255.0	1229.0	795.0	402.0	5.0	0.0	321649.0	3404038.0
GotPopAS7_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	59420.0	9006.0	4424.0	3201.0	1273.0	1204.0	812.0	343.0	7.0	0.0	323986.0	3400994.0
GotPopAS8_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	551408.0	83569.0	41820.0	30884.0	11919.0	10817.0	5914.0	2802.0	81.0	0.0	2913553.0	33431161.0
GotPopAS8_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	556879.0	82853.0	41889.0	30673.0	12123.0	10870.0	5793.0	2848.0	82.0	0.0	2960675.0	33379243.0
GotPopAS9_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	21164.0	3250.0	1644.0	1279.0	455.0	348.0	352.0	110.0	3.0	0.0	113618.0	1292920.0
GotPopAS9_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	21402.0	3226.0	1704.0	1208.0	459.0	353.0	335.0	116.0	0.0	0.0	113994.0	1292346.0
GotPopBL10_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	83549.0	12500.0	6274.0	4646.0	1832.0	1464.0	1439.0	510.0	23.0	0.0	453821.0	4903095.0
GotPopBL10_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	83248.0	12700.0	6280.0	4626.0	1784.0	1424.0	1362.0	450.0	10.0	0.0	454721.0	4902548.0
GotPopBL11_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	21176.0	3153.0	1607.0	1232.0	457.0	402.0	409.0	122.0	2.0	0.0	116842.0	1299938.0
GotPopBL11_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	21264.0	3223.0	1554.0	1256.0	408.0	434.0	426.0	146.0	0.0	0.0	116835.0	1299794.0
GotPopBL12_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	2969.0	454.0	223.0	173.0	77.0	40.0	38.0	17.0	1.0	0.0	16417.0	188697.0
GotPopBL12_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	3003.0	445.0	240.0	160.0	80.0	44.0	38.0	13.0	0.0	0.0	16324.0	188759.0
GotPopBL13_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	53843.0	7995.0	4125.0	3049.0	1203.0	778.0	891.0	395.0	10.0	0.0	293886.0	3209752.0
GotPopBL13_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	54032.0	8022.0	4080.0	3091.0	1216.0	808.0	872.0	351.0	5.0	0.0	295486.0	3207964.0
GotPopBL14_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	316659.0	48268.0	24925.0	18422.0	7018.0	4810.0	6266.0	1958.0	37.0	0.0	1765141.0	19081995.0
GotPopBL14_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	318973.0	47982.0	24234.0	18089.0	7046.0	4629.0	6264.0	1887.0	51.0	0.0	1766477.0	19079867.0
GotPopBL15_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	80443.0	12174.0	6315.0	4630.0	1793.0	1465.0	1487.0	581.0	14.0	0.0	444052.0	4921836.0
GotPopBL15_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	81692.0	12078.0	6337.0	4707.0	1710.0	1548.0	1443.0	559.0	12.0	0.0	449438.0	4915266.0
GotPopBL16_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	36479.0	5689.0	2910.0	2079.0	822.0	629.0	614.0	209.0	6.0	0.0	201499.0	2253415.0
GotPopBL16_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	36854.0	5604.0	2944.0	2069.0	781.0	586.0	612.0	222.0	6.0	0.0	202260.0	2252413.0
GotPopBL17_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	55509.0	8484.0	4349.0	3210.0	1265.0	1302.0	1257.0	290.0	9.0	0.0	299085.0	3372834.0
GotPopBL17_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	56100.0	8328.0	4207.0	3175.0	1161.0	1280.0	1190.0	306.0	6.0	0.0	301630.0	3370211.0
GotPopBL18_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	25129.0	3835.0	2020.0	1452.0	552.0	348.0	470.0	135.0	4.0	0.0	136552.0	1525984.0
GotPopBL18_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	25352.0	3780.0	1963.0	1389.0	576.0	423.0	429.0	132.0	3.0	0.0	137977.0	1524457.0
GotPopBL19_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	37551.0	5675.0	2926.0	2186.0	820.0	548.0	575.0	211.0	4.0	0.0	205711.0	2303303.0
GotPopBL19_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	37926.0	5908.0	2936.0	2280.0	811.0	574.0	619.0	212.0	4.0	0.0	207497.0	2300743.0
GotPopBL1_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	64043.0	9572.0	5095.0	3608.0	1423.0	901.0	959.0	345.0	13.0	0.0	347296.0	3744703.0
GotPopBL1_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	64174.0	9423.0	4884.0	3538.0	1375.0	857.0	958.0	338.0	5.0	0.0	350210.0	3742196.0
GotPopBL20_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	46328.0	6973.0	3485.0	2752.0	1034.0	648.0	857.0	269.0	6.0	0.0	247045.0	2781475.0
GotPopBL20_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	46007.0	6892.0	3475.0	2623.0	930.0	777.0	892.0	247.0	8.0	0.0	249400.0	2779621.0
GotPopBL21_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	41803.0	6356.0	3312.0	2369.0	934.0	687.0	648.0	226.0	5.0	0.0	229864.0	2516964.0
GotPopBL21_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	42724.0	6292.0	3152.0	2381.0	985.0	657.0	617.0	248.0	4.0	0.0	229705.0	2516403.0
GotPopBL22_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	1641243.0	244866.0	125443.0	91573.0	36881.0	27257.0	16705.0	9525.0	255.0	0.0	9278748.0	94557965.0
GotPopBL22_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	1657106.0	241991.0	123131.0	90629.0	36725.0	26933.0	16464.0	9332.0	242.0	0.0	9365371.0	94462537.0
GotPopBL23_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	2810329.0	426972.0	219193.0	157301.0	63415.0	45477.0	32414.0	16422.0	430.0	0.0	15960138.0	166069139.0
GotPopBL23_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	2830094.0	423222.0	213955.0	154399.0	61863.0	44468.0	31975.0	16144.0	399.0	0.0	16029893.0	165994818.0
GotPopBL25_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	19837.0	2964.0	1603.0	1208.0	441.0	387.0	350.0	120.0	1.0	0.0	110860.0	1198511.0
GotPopBL25_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	19884.0	3018.0	1546.0	1183.0	438.0	395.0	313.0	133.0	7.0	0.0	111923.0	1197442.0
GotPopBL26_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	54015.0	7957.0	4200.0	2981.0	1245.0	898.0	959.0	338.0	6.0	0.0	296524.0	3183550.0
GotPopBL26_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	54159.0	7927.0	4199.0	2966.0	1234.0	822.0	948.0	294.0	13.0	0.0	299048.0	3181063.0
GotPopBL28_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	274366.0	41170.0	20856.0	15827.0	5927.0	4830.0	3306.0	1864.0	42.0	0.0	1461449.0	16412006.0
GotPopBL28_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	277221.0	40984.0	20973.0	15917.0	5795.0	4918.0	3143.0	1789.0	36.0	0.0	1478927.0	16391940.0
GotPopBL2_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	35539.0	5581.0	2859.0	2049.0	764.0	846.0	550.0	210.0	7.0	0.0	192939.0	2194005.0
GotPopBL2_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	35767.0	5478.0	2885.0	2140.0	718.0	765.0	550.0	221.0	3.0	0.0	195252.0	2191570.0
GotPopBL33_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	5800.0	869.0	477.0	373.0	124.0	107.0	76.0	47.0	0.0	0.0	31831.0	365851.0
GotPopBL33_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	5864.0	870.0	462.0	355.0	110.0	95.0	74.0	48.0	0.0	0.0	31989.0	365688.0
GotPopBL34_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	90908.0	14329.0	7258.0	5441.0	2082.0	1716.0	1866.0	660.0	14.0	0.0	495863.0	5581224.0
GotPopBL34_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	91251.0	13990.0	7366.0	5509.0	1902.0	1650.0	1845.0	637.0	8.0	0.0	499699.0	5577504.0
GotPopBL35_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	1026.0	160.0	81.0	57.0	23.0	22.0	19.0	7.0	0.0	0.0	5583.0	64362.0
GotPopBL35_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	1039.0	143.0	78.0	44.0	21.0	9.0	27.0	6.0	0.0	0.0	5596.0	64377.0
GotPopBL37_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	103681.0	15343.0	7821.0	5681.0	2272.0	2110.0	1264.0	493.0	18.0	0.0	552795.0	6127829.0
GotPopBL37_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	104223.0	15383.0	7673.0	5450.0	2183.0	1974.0	1207.0	548.0	12.0	0.0	554189.0	6126465.0
GotPopBL38_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	74022.0	11016.0	5581.0	3863.0	1642.0	1011.0	1279.0	384.0	10.0	1.0	403007.0	4323334.0
GotPopBL38_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	74920.0	10850.0	5589.0	4087.0	1635.0	1053.0	1266.0	373.0	15.0	0.0	407336.0	4318026.0
GotPopBL39_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	26837.0	4156.0	2104.0	1507.0	602.0	388.0	402.0	156.0	6.0	0.0	143688.0	1624018.0
GotPopBL39_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	27097.0	4057.0	2109.0	1549.0	610.0	430.0	373.0	128.0	0.0	0.0	145657.0	1621854.0
GotPopBL3_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	88988.0	13136.0	6867.0	5036.0	1866.0	1473.0	1125.0	546.0	9.0	0.0	475012.0	5190336.0
GotPopBL3_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	90124.0	12886.0	6807.0	5139.0	1884.0	1462.0	1117.0	584.0	10.0	0.0	476937.0	5187444.0
GotPopBL40_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	102433.0	15397.0	7667.0	5482.0	2164.0	2446.0	1170.0	576.0	14.0	0.0	539870.0	6101746.0
GotPopBL40_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	103160.0	15346.0	7648.0	5462.0	2198.0	2423.0	1089.0	536.0	11.0	0.0	544769.0	6096323.0
GotPopBL41_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	90876.0	13997.0	7189.0	5298.0	1961.0	1807.0	1021.0	547.0	13.0	0.0	501128.0	5552764.0
GotPopBL41_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	91900.0	14037.0	7046.0	5314.0	1955.0	1714.0	990.0	537.0	13.0	0.0	499714.0	5553381.0
GotPopBL42_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	1035701.0	154322.0	78895.0	58232.0	23698.0	16102.0	10829.0	6200.0	163.0	0.0	6075422.0	60540102.0
GotPopBL42_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	1048569.0	152870.0	78295.0	57776.0	23143.0	15919.0	10646.0	5795.0	146.0	0.0	6141204.0	60465303.0
GotPopBL43_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	41496.0	6291.0	3197.0	2440.0	880.0	656.0	867.0	253.0	14.0	0.0	223264.0	2536742.0
GotPopBL43_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	41442.0	6250.0	3139.0	2293.0	900.0	697.0	880.0	202.0	6.0	0.0	224393.0	2535898.0
GotPopBL44_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	78716.0	12043.0	6344.0	4469.0	1691.0	1231.0	1411.0	435.0	12.0	0.0	431145.0	4726913.0
GotPopBL44_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	78474.0	11958.0	6077.0	4421.0	1707.0	1177.0	1372.0	464.0	13.0	0.0	434466.0	4724281.0
GotPopBL45_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	79931.0	12350.0	6213.0	4443.0	1791.0	2247.0	882.0	428.0	10.0	0.0	424945.0	4853016.0
GotPopBL45_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	81179.0	12199.0	6075.0	4371.0	1669.0	2242.0	869.0	394.0	14.0	0.0	428537.0	4848707.0
GotPopBL46_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	46039.0	6979.0	3509.0	2644.0	1036.0	855.0	951.0	290.0	6.0	0.0	249232.0	2776071.0
GotPopBL46_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	46469.0	6972.0	3567.0	2559.0	985.0	896.0	913.0	250.0	4.0	0.0	251396.0	2773601.0
GotPopBL47_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	83097.0	12613.0	6399.0	4900.0	1819.0	1181.0	1486.0	489.0	15.0	0.0	454010.0	5065916.0
GotPopBL47_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	83785.0	12643.0	6410.0	4714.0	1746.0	1230.0	1438.0	449.0	16.0	0.0	455268.0	5064226.0
GotPopBL4_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	52206.0	8021.0	4146.0	3056.0	1097.0	770.0	844.0	303.0	7.0	0.0	285098.0	3175213.0
GotPopBL4_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	52497.0	7794.0	4110.0	2892.0	1164.0	754.0	801.0	307.0	8.0	0.0	286633.0	3173801.0
GotPopBL5_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	68424.0	10556.0	5342.0	3932.0	1484.0	1172.0	1388.0	423.0	11.0	0.0	369203.0	4148193.0
GotPopBL5_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	68992.0	10373.0	5225.0	3774.0	1544.0	1214.0	1383.0	409.0	10.0	0.0	371316.0	4145888.0
GotPopBL6_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	14668.0	2259.0	1131.0	871.0	328.0	370.0	223.0	107.0	2.0	0.0	81326.0	884934.0
GotPopBL6_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	14997.0	2185.0	1028.0	839.0	315.0	354.0	200.0	90.0	1.0	0.0	81178.0	885032.0
GotPopBL7_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	65667.0	9845.0	5119.0	3665.0	1430.0	1082.0	1084.0	392.0	8.0	0.0	355379.0	3953464.0
GotPopBL7_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	65830.0	9891.0	5102.0	3665.0	1472.0	1101.0	1068.0	371.0	14.0	0.0	356916.0	3951705.0
GotPopBL8_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	20140.0	3070.0	1549.0	1119.0	451.0	319.0	332.0	101.0	3.0	0.0	108271.0	1173681.0
GotPopBL8_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	19952.0	2992.0	1534.0	1108.0	418.0	343.0	315.0	103.0	0.0	0.0	108590.0	1173681.0
GotPopBL9_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	808559.0	123341.0	63062.0	46600.0	18358.0	11988.0	8348.0	4786.0	125.0	0.0	4541994.0	48169785.0
GotPopBL9_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	816872.0	122577.0	62556.0	46485.0	18268.0	11886.0	8255.0	4568.0	115.0	0.0	4567857.0	48137507.0
GotPopBS10_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	99051.0	15072.0	7804.0	5669.0	2135.0	1503.0	1451.0	562.0	14.0	0.0	533127.0	5957738.0
GotPopBS10_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	99391.0	14599.0	7709.0	5612.0	2136.0	1438.0	1484.0	603.0	15.0	0.0	538700.0	5952439.0
GotPopBS11_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	180194.0	27161.0	13742.0	10490.0	3880.0	2585.0	2075.0	1159.0	24.0	0.0	979497.0	10666302.0
GotPopBS11_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	181982.0	26647.0	13464.0	9977.0	3883.0	2400.0	1928.0	1157.0	21.0	0.0	986480.0	10659170.0
GotPopBS12_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	44832.0	6813.0	3604.0	2571.0	1018.0	798.0	839.0	272.0	6.0	0.0	241015.0	2688990.0
GotPopBS12_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	45085.0	6689.0	3515.0	2483.0	963.0	788.0	841.0	285.0	12.0	0.0	242602.0	2687495.0
GotPopBS14_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	43288.0	6626.0	3383.0	2410.0	985.0	689.0	826.0	284.0	6.0	0.0	236299.0	2644337.0
GotPopBS14_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	43441.0	6624.0	3458.0	2552.0	922.0	631.0	835.0	276.0	10.0	0.0	236928.0	2643456.0
GotPopBS16_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	12364.0	1853.0	974.0	748.0	246.0	239.0	175.0	57.0	0.0	0.0	65387.0	747510.0
GotPopBS16_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	12532.0	1795.0	943.0	704.0	266.0	248.0	176.0	68.0	0.0	0.0	65394.0	747427.0
GotPopBS17_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	12891.0	2013.0	1011.0	726.0	295.0	218.0	206.0	75.0	2.0	0.0	69409.0	779880.0
GotPopBS17_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	13010.0	1943.0	958.0	703.0	250.0	222.0	212.0	76.0	0.0	0.0	69732.0	779620.0
GotPopBS18_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	45764.0	7187.0	3560.0	2655.0	1043.0	1062.0	699.0	254.0	3.0	0.0	245477.0	2835338.0
GotPopBS18_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	45866.0	6996.0	3618.0	2644.0	965.0	1046.0	742.0	256.0	8.0	0.0	247763.0	2833138.0
GotPopBS1_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	19106.0	2855.0	1504.0	1119.0	434.0	269.0	297.0	117.0	0.0	0.0	104915.0	1148673.0
GotPopBS1_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	19202.0	2877.0	1563.0	1130.0	363.0	283.0	295.0	120.0	3.0	0.0	105931.0	1147522.0
GotPopBS20_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	3052.0	482.0	216.0	174.0	78.0	48.0	49.0	19.0	1.0	0.0	16962.0	198511.0
GotPopBS20_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	3133.0	443.0	233.0	187.0	77.0	61.0	38.0	20.0	1.0	0.0	17174.0	198225.0
GotPopBS22_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r1_screen	84274.0	12963.0	6566.0	4757.0	1832.0	1841.0	1679.0	516.0	10.0	0.0	457247.0	5105419.0
GotPopBS22_CKDL230018273-1A_H5YMHDSX7_L2_clmp.fp2_r2_screen	84795.0	12810.0	6520.0	4850.0	1876.0	1850.0	1677.0	480.0	11.0	0.0	458519.0	5103716.0
