pos	3pG>A
1	0.0285112897053196
2	0.0264132313009134
3	0.0173462491552151
4	0.0149253731343284
5	0.0106207222091102
6	0.0142671854734112
7	0.0141774627230506
8	0.0152272186533429
9	0.0131799664509945
10	0.0143303804064617
11	0.0148514851485149
12	0.0141843971631206
13	0.0186558239655585
14	0.0129682997118156
15	0.0137581462708182
16	0.0156212448930546
17	0.016425594508458
18	0.0148563078421822
19	0.0134815515610218
20	0.0114087301587302
21	0.0129806514817536
22	0.0156777616980222
23	0.0115384615384615
24	0.0118197488303374
25	0.0127544763306353
