Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
GotPopAL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1163642.0	0.0	0.0	11478.0	0.0
GotPopAL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1932828.0	0.0	0.0	18496.0	0.0
GotPopAL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3873072.0	0.0	0.0	45734.0	0.0
GotPopAL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1676506.0	0.0	0.0	17942.0	0.0
GotPopAL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2195734.0	0.0	0.0	20310.0	0.0
GotPopAL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1899572.0	0.0	0.0	21440.0	0.0
GotPopAL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3285560.0	0.0	0.0	40894.0	0.0
GotPopAL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1086132.0	0.0	0.0	12726.0	0.0
GotPopAL19_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	10752952.0	0.0	0.0	170938.0	0.0
GotPopAL1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3364162.0	0.0	0.0	35086.0	0.0
GotPopAL20_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2379506.0	0.0	0.0	24058.0	0.0
GotPopAL21_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2561962.0	0.0	0.0	28146.0	0.0
GotPopAL22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3044736.0	0.0	0.0	31586.0	0.0
GotPopAL23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	13332.0	0.0	0.0	312.0	0.0
GotPopAL24_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2379424.0	0.0	0.0	24632.0	0.0
GotPopAL25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1002714.0	0.0	0.0	9700.0	0.0
GotPopAL27_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2035886.0	0.0	0.0	18958.0	0.0
GotPopAL28_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3331838.0	0.0	0.0	40054.0	0.0
GotPopAL29_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3020138.0	0.0	0.0	35302.0	0.0
GotPopAL30_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1353112.0	0.0	0.0	10480.0	0.0
GotPopAL31_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2420042.0	0.0	0.0	22260.0	0.0
GotPopAL34_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1262712.0	0.0	0.0	15428.0	0.0
GotPopAL36_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2405628.0	0.0	0.0	26050.0	0.0
GotPopAL38_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1868910.0	0.0	0.0	19298.0	0.0
GotPopAL39_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2333892.0	0.0	0.0	26038.0	0.0
GotPopAL3_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	26110.0	0.0	0.0	558.0	0.0
GotPopAL40_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2252084.0	0.0	0.0	28980.0	0.0
GotPopAL41_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1704492.0	0.0	0.0	20390.0	0.0
GotPopAL42_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	4777882.0	0.0	0.0	46438.0	0.0
GotPopAL43_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2965054.0	0.0	0.0	31882.0	0.0
GotPopAL44_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1995350.0	0.0	0.0	16370.0	0.0
GotPopAL45_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3539712.0	0.0	0.0	42594.0	0.0
GotPopAL46_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3870708.0	0.0	0.0	34950.0	0.0
GotPopAL49_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2569696.0	0.0	0.0	24102.0	0.0
GotPopAL4_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2828970.0	0.0	0.0	33254.0	0.0
GotPopAL50_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	957882.0	0.0	0.0	10948.0	0.0
GotPopAL5_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1936430.0	0.0	0.0	21056.0	0.0
GotPopAL6_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2224992.0	0.0	0.0	24640.0	0.0
GotPopAL8_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	13590.0	0.0	0.0	402.0	0.0
GotPopAL9_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	6568476.0	0.0	0.0	95480.0	0.0
GotPopAS10_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	834426.0	0.0	0.0	8010.0	0.0
GotPopAS11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2037248.0	0.0	0.0	20676.0	0.0
GotPopAS12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1248396.0	0.0	0.0	15476.0	0.0
GotPopAS13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	59582.0	0.0	0.0	918.0	0.0
GotPopAS14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2029864.0	0.0	0.0	22686.0	0.0
GotPopAS15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1775226.0	0.0	0.0	20182.0	0.0
GotPopAS16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	5001684.0	0.0	0.0	65218.0	0.0
GotPopAS17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	4138394.0	0.0	0.0	49166.0	0.0
GotPopAS18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	848300.0	0.0	0.0	8692.0	0.0
GotPopAS19_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1442432.0	0.0	0.0	14120.0	0.0
GotPopAS1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	550022.0	0.0	0.0	6662.0	0.0
GotPopAS21_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2218802.0	0.0	0.0	25440.0	0.0
GotPopAS22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2541404.0	0.0	0.0	27426.0	0.0
GotPopAS23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1604998.0	0.0	0.0	17754.0	0.0
GotPopAS24_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1996584.0	0.0	0.0	22166.0	0.0
GotPopAS25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3091234.0	0.0	0.0	32906.0	0.0
GotPopAS26_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2519040.0	0.0	0.0	26188.0	0.0
GotPopAS27_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1662996.0	0.0	0.0	15450.0	0.0
GotPopAS29_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3115788.0	0.0	0.0	36870.0	0.0
GotPopAS2_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2762472.0	0.0	0.0	32316.0	0.0
GotPopAS30_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2023902.0	0.0	0.0	23602.0	0.0
GotPopAS31_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1732898.0	0.0	0.0	20822.0	0.0
GotPopAS32_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	35186.0	0.0	0.0	818.0	0.0
GotPopAS33_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1701830.0	0.0	0.0	21092.0	0.0
GotPopAS34_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	4340300.0	0.0	0.0	54346.0	0.0
GotPopAS35_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	996004.0	0.0	0.0	8860.0	0.0
GotPopAS37_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2856770.0	0.0	0.0	31586.0	0.0
GotPopAS38_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1985058.0	0.0	0.0	17948.0	0.0
GotPopAS39_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2157264.0	0.0	0.0	28046.0	0.0
GotPopAS41_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	521394.0	0.0	0.0	5972.0	0.0
GotPopAS42_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	11506056.0	0.0	0.0	172820.0	0.0
GotPopAS43_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	863332.0	0.0	0.0	10264.0	0.0
GotPopAS44_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2061528.0	0.0	0.0	19298.0	0.0
GotPopAS45_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2641606.0	0.0	0.0	30262.0	0.0
GotPopAS46_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2556300.0	0.0	0.0	26904.0	0.0
GotPopAS47_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3530644.0	0.0	0.0	41022.0	0.0
GotPopAS48_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1617248.0	0.0	0.0	15382.0	0.0
GotPopAS49_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1051510.0	0.0	0.0	11476.0	0.0
GotPopAS4_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3969094.0	0.0	0.0	43574.0	0.0
GotPopAS50_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1429062.0	0.0	0.0	14328.0	0.0
GotPopAS5_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1710144.0	0.0	0.0	18580.0	0.0
GotPopAS6_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	12204970.0	0.0	0.0	204234.0	0.0
GotPopAS7_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1973432.0	0.0	0.0	20530.0	0.0
GotPopAS8_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	13180694.0	0.0	0.0	176882.0	0.0
GotPopAS9_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	451378.0	0.0	0.0	4760.0	0.0
GotPopBL10_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3382984.0	0.0	0.0	38916.0	0.0
GotPopBL11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	875278.0	0.0	0.0	9062.0	0.0
GotPopBL12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	48248.0	0.0	0.0	1062.0	0.0
GotPopBL13_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1859034.0	0.0	0.0	19750.0	0.0
GotPopBL14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	4793084.0	0.0	0.0	64858.0	0.0
GotPopBL15_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1947528.0	0.0	0.0	21798.0	0.0
GotPopBL16_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1923024.0	0.0	0.0	19062.0	0.0
GotPopBL17_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2568012.0	0.0	0.0	22926.0	0.0
GotPopBL18_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	798982.0	0.0	0.0	8000.0	0.0
GotPopBL19_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	4894868.0	0.0	0.0	45926.0	0.0
GotPopBL1_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1706302.0	0.0	0.0	19910.0	0.0
GotPopBL20_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2007328.0	0.0	0.0	18770.0	0.0
GotPopBL21_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2566118.0	0.0	0.0	23492.0	0.0
GotPopBL22_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	20386832.0	0.0	0.0	337452.0	0.0
GotPopBL23_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	5520.0	0.0	0.0	102.0	0.0
GotPopBL25_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1379762.0	0.0	0.0	13718.0	0.0
GotPopBL26_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2216854.0	0.0	0.0	21222.0	0.0
GotPopBL28_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	7974636.0	0.0	0.0	99386.0	0.0
GotPopBL2_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	945678.0	0.0	0.0	10162.0	0.0
GotPopBL33_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1161848.0	0.0	0.0	11112.0	0.0
GotPopBL34_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2441410.0	0.0	0.0	24252.0	0.0
GotPopBL35_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	10118.0	0.0	0.0	222.0	0.0
GotPopBL37_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3640508.0	0.0	0.0	39944.0	0.0
GotPopBL38_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3423208.0	0.0	0.0	38666.0	0.0
GotPopBL39_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	856192.0	0.0	0.0	9212.0	0.0
GotPopBL3_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3566088.0	0.0	0.0	38996.0	0.0
GotPopBL40_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3408780.0	0.0	0.0	37362.0	0.0
GotPopBL41_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2913546.0	0.0	0.0	36274.0	0.0
GotPopBL42_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	12648540.0	0.0	0.0	215700.0	0.0
GotPopBL43_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3855738.0	0.0	0.0	37430.0	0.0
GotPopBL44_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1224024.0	0.0	0.0	14508.0	0.0
GotPopBL45_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2225262.0	0.0	0.0	24908.0	0.0
GotPopBL46_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2019288.0	0.0	0.0	19646.0	0.0
GotPopBL47_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1538820.0	0.0	0.0	16894.0	0.0
GotPopBL4_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2187906.0	0.0	0.0	22190.0	0.0
GotPopBL5_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3276148.0	0.0	0.0	30962.0	0.0
GotPopBL6_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	424032.0	0.0	0.0	4956.0	0.0
GotPopBL7_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1659630.0	0.0	0.0	15850.0	0.0
GotPopBL8_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	3034716.0	0.0	0.0	30862.0	0.0
GotPopBL9_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	687070.0	0.0	0.0	10506.0	0.0
GotPopBS10_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	2262750.0	0.0	0.0	24178.0	0.0
GotPopBS11_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	4826484.0	0.0	0.0	60782.0	0.0
GotPopBS12_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	991610.0	0.0	0.0	9822.0	0.0
GotPopBS14_CKDL230010745-1A_HJJCCCCX2_L2_clmp.r1r2_fastp	1589770.0	0.0	0.0	15532.0	0.0
