Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Viruses	Bird	Plant	Coral	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Adu-ASub_036-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	36512.0	6172.0	78977.0	1204.0	315.0	43.0	12.0	11.0	0.0	0.0	43207.0	373626.0
Adu-ASub_036-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	36553.0	6147.0	79024.0	1217.0	308.0	42.0	19.0	2.0	0.0	0.0	43249.0	373518.0
Adu-ASub_037-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	110517.0	18910.0	495152.0	3583.0	1053.0	324.0	37.0	36.0	0.0	0.0	196374.0	1212478.0
Adu-ASub_037-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	110535.0	18866.0	495301.0	3532.0	1102.0	350.0	49.0	35.0	0.0	0.0	196216.0	1212478.0
Adu-ASub_038-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	9570.0	2028.0	3412.0	77.0	133.0	23.0	5.0	4.0	0.0	0.0	6859.0	133814.0
Adu-ASub_038-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	9506.0	2035.0	3427.0	82.0	127.0	23.0	6.0	1.0	0.0	0.0	6795.0	133923.0
Adu-ASub_039-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	1330.0	295.0	805.0	27.0	14.0	6.0	2.0	5.0	0.0	0.0	1362.0	29853.0
Adu-ASub_039-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	1367.0	293.0	806.0	31.0	11.0	7.0	1.0	3.0	0.0	0.0	1340.0	29840.0
Adu-ASub_040-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	1797.0	443.0	845.0	31.0	12.0	5.0	3.0	1.0	0.0	0.0	1626.0	38217.0
Adu-ASub_040-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	1847.0	424.0	842.0	28.0	12.0	8.0	3.0	1.0	0.0	0.0	1615.0	38200.0
Adu-ASub_041-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	17801.0	2411.0	3120.0	122.0	201.0	14.0	3.0	2.0	0.0	0.0	10602.0	161471.0
Adu-ASub_041-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	17721.0	2435.0	3107.0	115.0	198.0	15.0	4.0	2.0	1.0	0.0	10658.0	161491.0
Adu-ASub_042-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	25097.0	2639.0	2186.0	124.0	99.0	10.0	2.0	5.0	1.0	0.0	11624.0	166522.0
Adu-ASub_042-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	25124.0	2590.0	2186.0	126.0	110.0	6.0	6.0	2.0	0.0	0.0	11679.0	166480.0
Adu-ASub_043-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	67708.0	11734.0	105673.0	5633.0	629.0	54.0	24.0	12.0	0.0	0.0	62668.0	661005.0
Adu-ASub_043-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	67611.0	11663.0	105670.0	5633.0	628.0	51.0	24.0	13.0	0.0	0.0	62567.0	661280.0
Adu-ASub_044-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	77212.0	11769.0	123527.0	2297.0	618.0	108.0	32.0	16.0	0.0	0.0	70973.0	768108.0
Adu-ASub_044-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	77006.0	11816.0	123564.0	2290.0	620.0	107.0	24.0	21.0	0.0	0.0	70998.0	768214.0
Adu-ASub_045-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	45835.0	5572.0	20061.0	1454.0	247.0	51.0	16.0	9.0	0.0	0.0	26337.0	321304.0
Adu-ASub_045-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	45978.0	5562.0	20024.0	1453.0	236.0	51.0	11.0	13.0	2.0	0.0	26378.0	321178.0
Adu-ASub_046-Ex1-6F-lcwgs-1-1.clmp.fp2_r1_screen	18254.0	33814.0	7037.0	3253.0	552.0	1320.0	646.0	535.0	1.0	0.0	116881.0	3350512.0
Adu-ASub_046-Ex1-6F-lcwgs-1-1.clmp.fp2_r2_screen	18407.0	33822.0	6948.0	3310.0	565.0	1376.0	634.0	529.0	3.0	0.0	117053.0	3350158.0
Adu-ASub_047-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	9870.0	12660.0	6739.0	1288.0	173.0	492.0	231.0	233.0	1.0	0.0	46243.0	1216582.0
Adu-ASub_047-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	9934.0	12653.0	6832.0	1287.0	183.0	543.0	246.0	198.0	0.0	0.0	46313.0	1216323.0
Adu-ASub_048-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	30452.0	23777.0	8933.0	2134.0	407.0	801.0	410.0	401.0	4.0	0.0	120988.0	2186304.0
Adu-ASub_048-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	30386.0	23831.0	8822.0	2179.0	445.0	797.0	377.0	371.0	2.0	0.0	121335.0	2186066.0
Adu-ASub_049-Ex1-7A-lcwgs-1-1.clmp.fp2_r1_screen	1368.0	1509.0	788.0	160.0	90.0	86.0	22.0	26.0	0.0	0.0	9875.0	262881.0
Adu-ASub_049-Ex1-7A-lcwgs-1-1.clmp.fp2_r2_screen	1395.0	1543.0	776.0	140.0	93.0	89.0	19.0	21.0	1.0	0.0	9958.0	262770.0
Adu-ASub_050-Ex1-7B-lcwgs-1-1.clmp.fp2_r1_screen	19136.0	22317.0	5733.0	2084.0	475.0	979.0	361.0	413.0	2.0	0.0	89076.0	2942228.0
Adu-ASub_050-Ex1-7B-lcwgs-1-1.clmp.fp2_r2_screen	19094.0	22183.0	5727.0	2133.0	466.0	922.0	345.0	395.0	2.0	0.0	89618.0	2941919.0
Adu-ASub_051-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	19108.0	10161.0	9913.0	991.0	185.0	403.0	150.0	171.0	2.0	0.0	53833.0	1052803.0
Adu-ASub_051-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	19011.0	10039.0	9887.0	1037.0	195.0	384.0	172.0	169.0	1.0	0.0	54022.0	1052803.0
Adu-ASub_052-Ex1-7D-lcwgs-1-1.clmp.fp2_r1_screen	25679.0	3971.0	605.0	195.0	48.0	69.0	34.0	23.0	0.0	0.0	17568.0	292381.0
Adu-ASub_052-Ex1-7D-lcwgs-1-1.clmp.fp2_r2_screen	25678.0	3982.0	582.0	181.0	65.0	58.0	19.0	28.0	0.0	1.0	17632.0	292347.0
Adu-ASub_053-Ex1-7E-lcwgs-1-1.clmp.fp2_r1_screen	15288.0	8189.0	4847.0	831.0	200.0	300.0	121.0	125.0	0.0	0.0	40499.0	870766.0
Adu-ASub_053-Ex1-7E-lcwgs-1-1.clmp.fp2_r2_screen	15358.0	8333.0	4801.0	842.0	179.0	328.0	130.0	124.0	1.0	0.0	40304.0	870766.0
Adu-ASub_054-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	8613.0	7619.0	2027.0	702.0	146.0	303.0	137.0	136.0	1.0	0.0	44189.0	757105.0
Adu-ASub_054-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	8740.0	7621.0	2064.0	717.0	144.0	314.0	135.0	117.0	1.0	0.0	44348.0	756777.0
Adu-ASub_055-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	9954.0	9157.0	3573.0	896.0	198.0	339.0	151.0	144.0	1.0	0.0	48550.0	856499.0
Adu-ASub_055-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	10052.0	8910.0	3619.0	844.0	180.0	328.0	175.0	149.0	0.0	0.0	48520.0	856685.0
Adu-ASub_056-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	4310.0	12332.0	2676.0	1169.0	272.0	552.0	189.0	225.0	0.0	0.0	50865.0	1515806.0
Adu-ASub_056-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	4277.0	12405.0	2629.0	1206.0	277.0	528.0	194.0	204.0	2.0	0.0	50868.0	1515806.0
Adu-ASub_057-Ex1-8A-lcwgs-1-1.clmp.fp2_r1_screen	3067.0	1533.0	215248.0	179.0	69.0	64.0	24.0	28.0	6.0	0.0	89187.0	155516.0
Adu-ASub_057-Ex1-8A-lcwgs-1-1.clmp.fp2_r2_screen	3083.0	1487.0	215122.0	173.0	78.0	50.0	15.0	18.0	1.0	0.0	89239.0	155655.0
Adu-ASub_058-Ex1-8B-lcwgs-1-1.clmp.fp2_r1_screen	8918.0	9900.0	4658.0	1009.0	238.0	458.0	113.0	160.0	2.0	0.0	42927.0	1200307.0
Adu-ASub_058-Ex1-8B-lcwgs-1-1.clmp.fp2_r2_screen	8835.0	9952.0	4608.0	986.0	278.0	421.0	146.0	151.0	0.0	1.0	43005.0	1200307.0
Adu-ASub_059-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	10601.0	8421.0	5066.0	886.0	184.0	395.0	135.0	132.0	0.0	0.0	38474.0	989705.0
Adu-ASub_059-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	10584.0	8369.0	5108.0	907.0	187.0	395.0	115.0	138.0	2.0	0.0	38489.0	989705.0
Adu-ASub_060-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	12735.0	7332.0	4667.0	705.0	175.0	342.0	111.0	113.0	0.0	0.0	42447.0	763205.0
Adu-ASub_060-Ex1-8D-lcwgs-1-1.clmp.fp2_r2_screen	12707.0	7604.0	4638.0	721.0	157.0	307.0	100.0	123.0	1.0	0.0	42601.0	762873.0
Adu-ASub_061-Ex1-8E-lcwgs-1-1.clmp.fp2_r1_screen	25033.0	2756.0	652.0	90.0	16.0	23.0	6.0	8.0	4.0	0.0	12505.0	150125.0
Adu-ASub_061-Ex1-8E-lcwgs-1-1.clmp.fp2_r2_screen	24998.0	2773.0	680.0	104.0	21.0	20.0	15.0	6.0	1.0	0.0	12380.0	150220.0
Adu-ASub_062-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	4784.0	10211.0	2221.0	1007.0	168.0	459.0	172.0	175.0	6.0	0.0	36394.0	1109948.0
Adu-ASub_062-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	4781.0	10350.0	2214.0	992.0	146.0	497.0	184.0	161.0	0.0	0.0	36272.0	1109948.0
Adu-ASub_063-Ex1-8G-lcwgs-1-1.clmp.fp2_r1_screen	30387.0	29297.0	25649.0	2786.0	374.0	1119.0	540.0	441.0	13.0	0.0	127696.0	2447167.0
Adu-ASub_063-Ex1-8G-lcwgs-1-1.clmp.fp2_r2_screen	30375.0	29049.0	25725.0	2700.0	359.0	1043.0	499.0	446.0	3.0	0.0	127837.0	2447433.0
Adu-ASub_064-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	15120.0	18398.0	7158.0	1728.0	367.0	753.0	346.0	298.0	13.0	0.0	95498.0	2169054.0
Adu-ASub_064-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	14936.0	18389.0	7190.0	1704.0	382.0	757.0	318.0	307.0	3.0	0.0	95462.0	2169285.0
Adu-ASub_065-Ex1-9A-lcwgs-1-1.clmp.fp2_r1_screen	15964.0	12159.0	37701.0	1398.0	252.0	533.0	207.0	235.0	4.0	0.0	65989.0	1509093.0
Adu-ASub_065-Ex1-9A-lcwgs-1-1.clmp.fp2_r2_screen	15972.0	12097.0	37558.0	1384.0	254.0	543.0	223.0	216.0	0.0	0.0	66030.0	1509258.0
Adu-ASub_066-Ex1-9B-lcwgs-1-1.clmp.fp2_r1_screen	19430.0	14159.0	3339.0	1317.0	314.0	579.0	232.0	236.0	1.0	0.0	58802.0	1707257.0
Adu-ASub_066-Ex1-9B-lcwgs-1-1.clmp.fp2_r2_screen	19511.0	14330.0	3216.0	1361.0	351.0	555.0	223.0	236.0	0.0	0.0	58987.0	1706896.0
Adu-ASub_067-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	8176.0	7047.0	4510.0	722.0	157.0	293.0	114.0	119.0	0.0	0.0	30738.0	864660.0
Adu-ASub_067-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	8192.0	7117.0	4526.0	763.0	146.0	318.0	104.0	121.0	0.0	0.0	30864.0	864385.0
Adu-ASub_068-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	48583.0	20036.0	8183.0	2186.0	457.0	655.0	294.0	311.0	3.0	0.0	112605.0	1947472.0
Adu-ASub_068-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	48556.0	19865.0	8255.0	2170.0	464.0	693.0	289.0	291.0	1.0	0.0	112729.0	1947472.0
Adu-ATag_001-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	35726.0	12631.0	24293.0	1277.0	86.0	630.0	132.0	157.0	11.0	0.0	99104.0	3836235.0
Adu-ATag_001-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	35748.0	13125.0	24264.0	1341.0	90.0	614.0	128.0	166.0	2.0	0.0	98970.0	3835834.0
Adu-ATag_002-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	9433.0	4009.0	1087.0	345.0	38.0	227.0	46.0	53.0	3.0	0.0	20836.0	1067185.0
Adu-ATag_002-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	9397.0	3962.0	1102.0	373.0	33.0	196.0	48.0	45.0	0.0	0.0	20921.0	1067185.0
Adu-ATag_003-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	11558.0	2965.0	1746.0	266.0	50.0	144.0	37.0	32.0	10.0	0.0	24753.0	787991.0
Adu-ATag_003-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	11611.0	3046.0	1754.0	289.0	42.0	122.0	34.0	24.0	0.0	0.0	24639.0	787991.0
Adu-ATag_004-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	6286.0	8844.0	2172.0	883.0	52.0	528.0	130.0	133.0	4.0	0.0	36774.0	2469315.0
Adu-ATag_004-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	6312.0	8850.0	2139.0	922.0	52.0	489.0	109.0	149.0	1.0	0.0	36783.0	2469315.0
Adu-ATag_005-Ex1-10A-lcwgs-1-1.clmp.fp2_r1_screen	61264.0	7734.0	2184.0	719.0	99.0	333.0	49.0	73.0	1.0	0.0	59490.0	1962431.0
Adu-ATag_005-Ex1-10A-lcwgs-1-1.clmp.fp2_r2_screen	61163.0	7680.0	2157.0	739.0	95.0	337.0	35.0	77.0	0.0	0.0	60082.0	1962012.0
Adu-ATag_006-Ex1-10B-lcwgs-1-1.clmp.fp2_r1_screen	15615.0	8995.0	2073.0	612.0	673.0	374.0	68.0	82.0	2.0	0.0	55950.0	1166577.0
Adu-ATag_006-Ex1-10B-lcwgs-1-1.clmp.fp2_r2_screen	15617.0	9063.0	2048.0	619.0	654.0	386.0	60.0	80.0	2.0	0.0	56041.0	1166451.0
Adu-ATag_007-Ex1-10C-lcwgs-1-1.clmp.fp2_r1_screen	19879.0	8746.0	1426.0	724.0	89.0	394.0	76.0	102.0	3.0	0.0	59521.0	2387507.0
Adu-ATag_007-Ex1-10C-lcwgs-1-1.clmp.fp2_r2_screen	19817.0	8746.0	1435.0	785.0	108.0	388.0	59.0	86.0	4.0	0.0	59532.0	2387507.0
Adu-ATag_008-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	46546.0	7822.0	1844.0	506.0	95.0	285.0	47.0	41.0	1.0	0.0	53253.0	1854682.0
Adu-ATag_008-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	46496.0	7895.0	1841.0	544.0	94.0	262.0	54.0	39.0	1.0	0.0	53411.0	1854485.0
Adu-ATag_009-Ex1-10E-lcwgs-1-1.clmp.fp2_r1_screen	59950.0	10882.0	14833.0	1091.0	141.0	458.0	66.0	74.0	1.0	0.0	78981.0	2827705.0
Adu-ATag_009-Ex1-10E-lcwgs-1-1.clmp.fp2_r2_screen	60148.0	11147.0	14839.0	1049.0	151.0	414.0	56.0	71.0	1.0	0.0	79200.0	2827106.0
Adu-ATag_010-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	17289.0	6881.0	4104.0	558.0	131.0	364.0	50.0	50.0	2.0	0.0	52013.0	2219156.0
Adu-ATag_010-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	17167.0	6952.0	4144.0	592.0	129.0	320.0	44.0	56.0	3.0	0.0	52035.0	2219156.0
Adu-ATag_011-Ex1-10G-lcwgs-1-1.clmp.fp2_r1_screen	17178.0	2597.0	1426.0	154.0	77.0	78.0	23.0	10.0	2.0	0.0	22892.0	639203.0
Adu-ATag_011-Ex1-10G-lcwgs-1-1.clmp.fp2_r2_screen	17120.0	2614.0	1414.0	157.0	72.0	77.0	15.0	17.0	1.0	0.0	22813.0	639340.0
Adu-ATag_012-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	32911.0	11346.0	3612.0	834.0	134.0	416.0	82.0	87.0	0.0	0.0	94056.0	3347460.0
Adu-ATag_012-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	32858.0	11340.0	3647.0	931.0	132.0	449.0	92.0	95.0	2.0	0.0	94281.0	3347111.0
Adu-ATag_013-Ex1-11A-lcwgs-1-1.clmp.fp2_r1_screen	21943.0	17496.0	5706.0	1351.0	1083.0	686.0	90.0	153.0	0.0	0.0	116411.0	2081922.0
Adu-ATag_013-Ex1-11A-lcwgs-1-1.clmp.fp2_r2_screen	22021.0	17549.0	5704.0	1331.0	1070.0	658.0	118.0	130.0	1.0	0.0	116337.0	2081922.0
Adu-ATag_014-Ex1-11B-lcwgs-1-1.clmp.fp2_r1_screen	15666.0	10269.0	2292.0	970.0	56.0	445.0	115.0	139.0	0.0	0.0	67612.0	3111759.0
Adu-ATag_014-Ex1-11B-lcwgs-1-1.clmp.fp2_r2_screen	15575.0	10698.0	2344.0	930.0	57.0	426.0	106.0	154.0	0.0	0.0	67595.0	3111438.0
Adu-ATag_015-Ex1-11C-lcwgs-1-1.clmp.fp2_r1_screen	43495.0	9317.0	1258.0	503.0	76.0	273.0	35.0	22.0	0.0	0.0	47706.0	1427631.0
Adu-ATag_015-Ex1-11C-lcwgs-1-1.clmp.fp2_r2_screen	43543.0	9550.0	1186.0	532.0	73.0	234.0	23.0	40.0	1.0	0.0	47656.0	1427478.0
Adu-ATag_016-Ex1-11D-lcwgs-1-1.clmp.fp2_r1_screen	40903.0	15556.0	2801.0	1370.0	106.0	651.0	96.0	146.0	1.0	0.0	179956.0	2333953.0
Adu-ATag_016-Ex1-11D-lcwgs-1-1.clmp.fp2_r2_screen	40802.0	15657.0	2820.0	1350.0	106.0	629.0	111.0	126.0	1.0	0.0	179469.0	2334468.0
Adu-ATag_017-Ex1-11E-lcwgs-1-1.clmp.fp2_r1_screen	75252.0	13651.0	1477.0	542.0	94.0	252.0	53.0	57.0	3.0	0.0	70370.0	1211339.0
Adu-ATag_017-Ex1-11E-lcwgs-1-1.clmp.fp2_r2_screen	75316.0	13710.0	1430.0	546.0	97.0	264.0	53.0	58.0	2.0	0.0	70412.0	1211202.0
Adu-ATag_018-Ex1-11F-lcwgs-1-1.clmp.fp2_r1_screen	6231.0	7469.0	1629.0	667.0	223.0	313.0	61.0	74.0	0.0	0.0	35740.0	1319503.0
Adu-ATag_018-Ex1-11F-lcwgs-1-1.clmp.fp2_r2_screen	6214.0	7458.0	1634.0	632.0	219.0	310.0	72.0	60.0	0.0	0.0	35671.0	1319640.0
Adu-ATag_019-Ex1-11G-lcwgs-1-1.clmp.fp2_r1_screen	49800.0	12250.0	7044.0	1089.0	557.0	317.0	54.0	46.0	0.0	0.0	92820.0	1252053.0
Adu-ATag_019-Ex1-11G-lcwgs-1-1.clmp.fp2_r2_screen	49584.0	12306.0	7021.0	1096.0	565.0	310.0	55.0	49.0	0.0	0.0	92708.0	1252336.0
Adu-ATag_020-Ex1-11H-lcwgs-1-1.clmp.fp2_r1_screen	46927.0	13043.0	12772.0	1589.0	116.0	448.0	127.0	136.0	2.0	0.0	168696.0	2087463.0
Adu-ATag_020-Ex1-11H-lcwgs-1-1.clmp.fp2_r2_screen	46727.0	13044.0	12750.0	1501.0	105.0	451.0	122.0	151.0	0.0	0.0	169005.0	2087463.0
Adu-ATag_021-Ex1-12A-lcwgs-1-1.clmp.fp2_r1_screen	1278.0	3120.0	1638.0	209.0	356.0	148.0	18.0	18.0	0.0	0.0	24360.0	512381.0
Adu-ATag_021-Ex1-12A-lcwgs-1-1.clmp.fp2_r2_screen	1284.0	3149.0	1648.0	224.0	356.0	147.0	20.0	20.0	0.0	0.0	24351.0	512327.0
Adu-ATag_022-Ex1-12B-lcwgs-1-1.clmp.fp2_r1_screen	1477.0	560.0	141.0	51.0	10.0	27.0	7.0	7.0	0.0	0.0	3316.0	94857.0
Adu-ATag_022-Ex1-12B-lcwgs-1-1.clmp.fp2_r2_screen	1499.0	527.0	153.0	39.0	8.0	32.0	9.0	6.0	0.0	0.0	3403.0	94777.0
Adu-ATag_023-Ex1-12C-lcwgs-1-1.clmp.fp2_r1_screen	8457.0	5737.0	1189.0	575.0	66.0	371.0	63.0	62.0	1.0	0.0	48133.0	1906488.0
Adu-ATag_023-Ex1-12C-lcwgs-1-1.clmp.fp2_r2_screen	8416.0	6050.0	1146.0	601.0	74.0	388.0	43.0	55.0	1.0	0.0	48077.0	1906291.0
Adu-ATag_024-Ex1-12D-lcwgs-1-1.clmp.fp2_r1_screen	17932.0	13383.0	6725.0	1539.0	83.0	643.0	107.0	98.0	1.0	0.0	139273.0	2207782.0
Adu-ATag_024-Ex1-12D-lcwgs-1-1.clmp.fp2_r2_screen	17954.0	13453.0	6720.0	1582.0	99.0	677.0	105.0	105.0	2.0	0.0	139326.0	2207543.0
Adu-ATag_025-Ex1-12E-lcwgs-1-1.clmp.fp2_r1_screen	9673.0	20693.0	2858.0	1948.0	126.0	1069.0	204.0	273.0	0.0	0.0	159343.0	4096737.0
Adu-ATag_025-Ex1-12E-lcwgs-1-1.clmp.fp2_r2_screen	9760.0	20664.0	2907.0	1984.0	117.0	1079.0	192.0	243.0	1.0	0.0	159240.0	4096737.0
Adu-ATag_026-Ex1-12F-lcwgs-1-1.clmp.fp2_r1_screen	12900.0	6814.0	1061.0	634.0	63.0	395.0	54.0	52.0	1.0	0.0	52631.0	2199908.0
Adu-ATag_026-Ex1-12F-lcwgs-1-1.clmp.fp2_r2_screen	12997.0	6874.0	1056.0	683.0	70.0	379.0	66.0	55.0	1.0	0.0	52651.0	2199681.0
Adu-ATag_027-Ex1-12G-lcwgs-1-1.clmp.fp2_r1_screen	19418.0	16677.0	7199.0	1708.0	85.0	745.0	159.0	158.0	0.0	0.0	189569.0	3047254.0
Adu-ATag_027-Ex1-12G-lcwgs-1-1.clmp.fp2_r2_screen	19614.0	16983.0	7201.0	1657.0	88.0	730.0	146.0	145.0	1.0	0.0	189153.0	3047254.0
Adu-ATag_028-Ex1-12H-lcwgs-1-1.clmp.fp2_r1_screen	3067.0	1276.0	595.0	117.0	46.0	66.0	15.0	11.0	0.0	0.0	11054.0	195577.0
Adu-ATag_028-Ex1-12H-lcwgs-1-1.clmp.fp2_r2_screen	3128.0	1285.0	612.0	127.0	49.0	61.0	8.0	9.0	0.0	0.0	10968.0	195577.0
Adu-ATag_029-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	592.0	108.0	70.0	4.0	4.0	2.0	2.0	0.0	0.0	0.0	512.0	10806.0
Adu-ATag_029-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	579.0	117.0	73.0	7.0	3.0	3.0	1.0	0.0	0.0	0.0	507.0	10810.0
Adu-ATag_030-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	1434.0	5051.0	1402.0	465.0	201.0	249.0	33.0	34.0	0.0	0.0	23233.0	926142.0
Adu-ATag_030-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	1397.0	4994.0	1356.0	462.0	174.0	248.0	28.0	37.0	0.0	0.0	23214.0	926334.0
Adu-ATag_031-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	11230.0	8453.0	1378.0	765.0	75.0	437.0	53.0	77.0	0.0	0.0	81236.0	1521739.0
Adu-ATag_031-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	11257.0	8583.0	1381.0	804.0	71.0	452.0	68.0	64.0	0.0	0.0	81186.0	1521577.0
Adu-ATag_032-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	6497.0	2158.0	388.0	173.0	30.0	96.0	13.0	12.0	0.0	0.0	15090.0	793496.0
Adu-ATag_032-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	6552.0	2259.0	364.0	182.0	23.0	111.0	16.0	18.0	0.0	0.0	15096.0	793332.0
Adu-ATag_033-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	76249.0	1994.0	512.0	55.0	17.0	6.0	2.0	1.0	0.0	0.0	30511.0	118600.0
Adu-ATag_033-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	76146.0	1977.0	518.0	56.0	14.0	4.0	4.0	4.0	0.0	0.0	30715.0	118509.0
Adu-ATag_034-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	4046.0	12192.0	2085.0	1151.0	259.0	542.0	109.0	109.0	0.0	0.0	47989.0	2199131.0
Adu-ATag_034-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	4002.0	12151.0	2078.0	1132.0	288.0	532.0	111.0	120.0	0.0	0.0	48068.0	2199131.0
Adu-ATag_035-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	5218.0	21354.0	4993.0	2004.0	406.0	1032.0	233.0	207.0	0.0	0.0	78290.0	3849204.0
Adu-ATag_035-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	5262.0	21598.0	4986.0	1959.0	443.0	1027.0	202.0	213.0	1.0	0.0	78442.0	3848808.0
Adu-ATag_036-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	2232.0	5778.0	916.0	589.0	66.0	332.0	76.0	85.0	0.0	0.0	22615.0	1626615.0
Adu-ATag_036-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	2236.0	5753.0	918.0	611.0	57.0	303.0	77.0	97.0	0.0	0.0	22471.0	1626781.0
Adu-ATag_037-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	440.0	2496.0	421.0	228.0	47.0	123.0	20.0	24.0	0.0	0.0	11922.0	475557.0
Adu-ATag_037-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	423.0	2512.0	416.0	206.0	58.0	108.0	31.0	17.0	0.0	0.0	11852.0	475655.0
Adu-ATag_038-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	1187.0	5270.0	1088.0	543.0	130.0	239.0	42.0	44.0	0.0	0.0	19893.0	1171361.0
Adu-ATag_038-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	1150.0	5390.0	1103.0	542.0	142.0	259.0	47.0	53.0	0.0	0.0	19870.0	1171241.0
Adu-ATag_039-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	10847.0	11651.0	2824.0	960.0	391.0	519.0	87.0	98.0	0.0	0.0	63266.0	1729492.0
Adu-ATag_039-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	10829.0	11677.0	2811.0	924.0	402.0	561.0	75.0	71.0	0.0	0.0	63111.0	1729674.0
Adu-ATag_040-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	2418.0	11218.0	1786.0	1049.0	243.0	537.0	97.0	101.0	0.0	0.0	43294.0	1957294.0
