Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Adu-AGui_001-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	93223	3891.0	4.17	11.0	0.01	0.0	0.0	1.0	0.0	50.0	0.05	5628.0	6.03	4886.0	5.23	1972.0	2.1100000000000003	2755.0	2.95	1932.0	2.06	2238.0	2.4000000000000004	1761.0	1.88	84497	90.64
Adu-AGui_001-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	93223	3890.0	4.17	10.0	0.01	0.0	0.0	0.0	0.0	56.0	0.06	5588.0	6.0	4862.0	5.22	1932.0	2.0700000000000003	2747.0	2.95	1901.0	2.03	2238.0	2.3899999999999997	1741.0	1.8599999999999999	84543	90.69
Adu-AGui_002-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	245582	6895.0	2.8	23.0	0.01	0.0	0.0	1.0	0.0	574.0	0.23	15458.0	6.279999999999999	12214.0	4.96	4728.0	1.93	6498.0	2.64	4615.0	1.8800000000000001	5337.0	2.17	4328.0	1.76	224658	91.48
Adu-AGui_002-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	245582	6855.0	2.79	20.0	0.01	0.0	0.0	1.0	0.0	592.0	0.24	15494.0	6.3100000000000005	12249.0	4.99	4683.0	1.91	6497.0	2.64	4595.0	1.87	5300.0	2.15	4340.0	1.77	224633	91.47
Adu-AGui_003-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	381621	20709.0	5.43	35.0	0.01	0.0	0.0	11.0	0.0	197.0	0.05	30455.0	7.970000000000001	26631.0	6.99	14125.0	3.7	17232.0	4.51	12984.0	3.4	14894.0	3.91	12115.0	3.17	339184	88.88
Adu-AGui_003-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	381621	20575.0	5.39	31.0	0.01	0.0	0.0	1.0	0.0	244.0	0.06	30262.0	7.93	26533.0	6.949999999999999	14065.0	3.69	17310.0	4.529999999999999	12932.0	3.39	14808.0	3.8899999999999997	12097.0	3.1700000000000004	339337	88.92
Adu-AGui_004-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	716904	10896.0	1.52	5.0	0.0	0.0	0.0	0.0	0.0	220.0	0.04	10252.0	1.4300000000000002	17355.0	2.42	6249.0	0.88	11250.0	1.57	6677.0	0.94	8255.0	1.16	5760.0	0.8099999999999999	695181	96.97
Adu-AGui_004-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	716904	10950.0	1.53	6.0	0.0	0.0	0.0	1.0	0.0	264.0	0.04	10186.0	1.42	17477.0	2.43	6274.0	0.87	11338.0	1.5799999999999998	6717.0	0.9299999999999999	8300.0	1.15	5870.0	0.82	695181	96.97
Adu-AGui_005-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	459013	23913.0	5.210000000000001	74.0	0.02	0.0	0.0	6.0	0.0	187.0	0.04	45815.0	9.98	34205.0	7.45	12812.0	2.79	17689.0	3.8499999999999996	12317.0	2.68	14264.0	3.1100000000000003	11096.0	2.4099999999999997	394888	86.03
Adu-AGui_005-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	459013	23928.0	5.210000000000001	77.0	0.02	0.0	0.0	1.0	0.0	257.0	0.05	45699.0	9.95	34149.0	7.4399999999999995	12742.0	2.7800000000000002	17753.0	3.86	12287.0	2.67	14159.0	3.08	11037.0	2.4	394705	85.99
