#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.99619	0.00134	0.00000	0.00000	0.00000	0.00247
2	0.99505	0.00268	0.00000	0.00000	0.00000	0.00227
3	0.99612	0.00174	0.00000	0.00000	0.00000	0.00214
4	0.99646	0.00140	0.00000	0.00000	0.00000	0.00214
5	0.99612	0.00161	0.00000	0.00013	0.00000	0.00214
6	0.99592	0.00194	0.00000	0.00013	0.00000	0.00201
7	0.99619	0.00174	0.00000	0.00013	0.00000	0.00194
8	0.99679	0.00114	0.00000	0.00013	0.00000	0.00194
9	0.99612	0.00181	0.00000	0.00013	0.00000	0.00194
10	0.99619	0.00161	0.00000	0.00027	0.00000	0.00194
11	0.99605	0.00174	0.00000	0.00027	0.00000	0.00194
12	0.99686	0.00107	0.00013	0.00027	0.00000	0.00181
13	0.99605	0.00194	0.00007	0.00020	0.00000	0.00181
14	0.99625	0.00174	0.00000	0.00020	0.00000	0.00181
15	0.99652	0.00147	0.00000	0.00020	0.00000	0.00181
16	0.99646	0.00154	0.00020	0.00027	0.00000	0.00174
17	0.99659	0.00147	0.00000	0.00020	0.00000	0.00174
18	0.99652	0.00167	0.00007	0.00020	0.00000	0.00161
19	0.99672	0.00147	0.00000	0.00020	0.00000	0.00161
20	0.99672	0.00154	0.00000	0.00020	0.00000	0.00154
21	0.99686	0.00140	0.00000	0.00020	0.00000	0.00154
22	0.99726	0.00114	0.00007	0.00020	0.00000	0.00140
23	0.99699	0.00147	0.00000	0.00020	0.00000	0.00134
24	0.99732	0.00114	0.00000	0.00020	0.00000	0.00134
25	0.99699	0.00147	0.00000	0.00020	0.00000	0.00134
26	0.99753	0.00100	0.00000	0.00027	0.00000	0.00120
27	0.99699	0.00161	0.00000	0.00020	0.00000	0.00120
28	0.99726	0.00134	0.00000	0.00020	0.00000	0.00120
29	0.99739	0.00127	0.00007	0.00020	0.00000	0.00114
30	0.99732	0.00134	0.00013	0.00020	0.00000	0.00114
31	0.99773	0.00100	0.00000	0.00020	0.00000	0.00107
32	0.99773	0.00100	0.00000	0.00020	0.00000	0.00107
33	0.99779	0.00114	0.00000	0.00007	0.00000	0.00100
34	0.99799	0.00100	0.00000	0.00007	0.00000	0.00094
35	0.99786	0.00114	0.00007	0.00007	0.00000	0.00094
36	0.99766	0.00127	0.00007	0.00013	0.00000	0.00094
37	0.99806	0.00094	0.00007	0.00007	0.00000	0.00094
38	0.99752	0.00147	0.00000	0.00007	0.00000	0.00094
39	0.99833	0.00074	0.00000	0.00000	0.00000	0.00094
40	0.99779	0.00134	0.00020	0.00000	0.00000	0.00087
41	0.99806	0.00107	0.00007	0.00000	0.00000	0.00087
42	0.99792	0.00134	0.00000	0.00000	0.00000	0.00074
43	0.99786	0.00141	0.00000	0.00000	0.00000	0.00074
44	0.99772	0.00154	0.00007	0.00000	0.00000	0.00074
45	0.99779	0.00147	0.00000	0.00000	0.00000	0.00074
46	0.99833	0.00094	0.00007	0.00000	0.00000	0.00074
47	0.99792	0.00141	0.00000	0.00000	0.00000	0.00067
48	0.99806	0.00121	0.00000	0.00000	0.00007	0.00067
49	0.99786	0.00154	0.00000	0.00000	0.00000	0.00060
50	0.99799	0.00141	0.00000	0.00000	0.00000	0.00060
51	0.99806	0.00134	0.00007	0.00000	0.00000	0.00060
52	0.99806	0.00141	0.00007	0.00000	0.00000	0.00054
53	0.99812	0.00134	0.00007	0.00000	0.00000	0.00054
54	0.99852	0.00107	0.00007	0.00000	0.00000	0.00040
55	0.99873	0.00094	0.00007	0.00000	0.00000	0.00034
56	0.99839	0.00127	0.00000	0.00000	0.00000	0.00034
