Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Sob-APnd_001-Ex1-1A-lcwgs-1-T.clmp.r1r2_fastp	0.884076	0.957458	163319460.0	0.421756	98.6796850604452	6.917406432618102
Sob-APnd_002-Ex1-2A-lcwgs-1-T.clmp.r1r2_fastp	0.806719	0.952231	39757846.0	0.444159	98.235656828947	6.652839672262862
Sob-APnd_003-Ex1-3A-lcwgs-1-T.clmp.r1r2_fastp	0.152822	0.934242	113478530.0	0.433439	97.62372857087786	5.164099485829566
Sob-APnd_004-Ex1-4A-lcwgs-1-T.clmp.r1r2_fastp	0.931272	0.95924	100935756.0	0.421831	98.63760844643843	7.098376664732439
Sob-APnd_005-Ex1-5A-lcwgs-1-T.clmp.r1r2_fastp	0.909683	0.95127	22662638.0	0.459943	98.2719640796193	6.93269671625745
Sob-APnd_006-Ex1-6A-lcwgs-1-T.clmp.r1r2_fastp	1.20516	0.967622	844556077.0	0.440658	99.06338856338014	7.538404375649827
Sob-APnd_007-Ex1-7A-lcwgs-1-T.clmp.r1r2_fastp	1.8721499999999998	0.967998	1577162141.0	0.443693	99.08381749343398	7.108432913033097
Sob-APnd_008-Ex1-8A-lcwgs-1-T.clmp.r1r2_fastp	0.897394	0.952224	55944610.0	0.428013	98.35143235431939	6.827938221169721
Sob-APnd_009-Ex1-9A-lcwgs-1-T.clmp.r1r2_fastp	0.689804	0.956937	37852850.0	0.428887	98.59373644486857	7.3149995662357945
Sob-APnd_010-Ex1-10A-lcwgs-1-T.clmp.r1r2_fastp	1.1631	0.970771	1461672142.0	0.392269	99.20415590436117	7.564070173444904
Sob-APnd_011-Ex1-11A-lcwgs-1-T.clmp.r1r2_fastp	0.684963	0.961653	42878940.0	0.419704	98.86351432209761	7.340938032188281
Sob-APnd_012-Ex1-12A-lcwgs-1-T.clmp.r1r2_fastp	1.00096	0.966201	99604883.0	0.430859	98.99959426074778	7.34012071917674
Sob-APnd_013-Ex1-1B-lcwgs-1-T.clmp.r1r2_fastp	1.08051	0.968017	268797703.0	0.426181	99.07186048023688	7.479256588127617
Sob-APnd_014-Ex1-2B-lcwgs-1-T.clmp.r1r2_fastp	1.57925	0.971333	522133197.0	0.397575	99.19526653950922	7.28675145122743
Sob-APnd_015-Ex1-3B-lcwgs-1-T.clmp.r1r2_fastp	0.8020700000000001	0.953015	195900120.0	0.442233	98.58088021973468	6.3784093349559745
Sob-APnd_016-Ex1-4B-lcwgs-1-T.clmp.r1r2_fastp	1.43013	0.972761	802010784.0	0.376225	99.21064586846646	7.532810399531425
Sob-APnd_017-Ex1-5B-lcwgs-1-T.clmp.r1r2_fastp	0.905738	0.964899	39764060.0	0.452028	98.83876444536988	7.4819608062979
Sob-APnd_018-Ex1-6B-lcwgs-1-T.clmp.r1r2_fastp	1.61585	0.947464	77579064.0	0.517174	98.42504135516715	5.339112370644885
Sob-APnd_019-Ex1-7B-lcwgs-1-T.clmp.r1r2_fastp	1.17502	0.96526	113976518.0	0.439085	98.94742855731164	7.283386757085595
Sob-APnd_020-Ex1-8B-lcwgs-1-T.clmp.r1r2_fastp	1.37036	0.971068	792804928.0	0.428611	99.18315183298677	7.490512075286827
Sob-APnd_021-Ex1-9B-lcwgs-1-T.clmp.r1r2_fastp	1.09608	0.969021	312314818.0	0.47307	99.04995438680413	7.559619939422289
Sob-APnd_022-Ex1-10B-lcwgs-1-T.clmp.r1r2_fastp	0.806523	0.954797	67937598.0	0.43561	98.44376038941	6.964049075618048
Sob-APnd_023-Ex1-11B-lcwgs-1-T.clmp.r1r2_fastp	0.282685	0.945663	16701498.0	0.429086	98.24993366940834	6.759352613425312
Sob-APnd_024-Ex1-12B-lcwgs-1-T.clmp.r1r2_fastp	1.3749	0.966252	260886067.0	0.482661	99.01544290158772	6.929370815697161
Sob-APnd_025-Ex1-1C-lcwgs-1-T.clmp.r1r2_fastp	1.2753	0.967622	410378892.0	0.464954	99.10450521707854	7.2124981461941156
Sob-APnd_026-Ex1-2C-lcwgs-1-T.clmp.r1r2_fastp	0.44891000000000003	0.942064	17281486.0	0.449674	98.13113679762267	5.726359558433048
Sob-APnd_027-Ex1-3C-lcwgs-1-T.clmp.r1r2_fastp	1.03192	0.960027	302092589.0	0.438943	98.86320713346002	6.628972372460167
Sob-APnd_028-Ex1-4C-lcwgs-1-T.clmp.r1r2_fastp	1.03436	0.959158	70658385.0	0.410345	98.86193112161456	6.697577795921629
Sob-APnd_029-Ex1-5C-lcwgs-1-T.clmp.r1r2_fastp	0.416097	0.936002	15233874.0	0.442579	96.7230689315989	6.371503409555597
Sob-APnd_030-Ex1-6C-lcwgs-1-T.clmp.r1r2_fastp	1.35583	0.958325	116070014.0	0.482986	98.83674952100505	6.4535728522380955
Sob-APnd_031-Ex1-7C-lcwgs-1-T.clmp.r1r2_fastp	0.9497770000000001	0.957503	42497824.0	0.447731	98.72583723680896	6.818307976754215
Sob-APnd_032-Ex1-8C-lcwgs-1-T.clmp.r1r2_fastp	1.18502	0.941615	34027044.0	0.496023	98.24313514839056	5.24782362454823
Sob-APnd_033-Ex1-9C-lcwgs-1-T.clmp.r1r2_fastp	2.0505	0.958652	685354468.0	0.554823	98.96287161360492	5.252096274239683
Sob-APnd_034-Ex1-10C-lcwgs-1-T.clmp.r1r2_fastp	0.699781	0.959379	71539799.0	0.424052	98.75712510178717	7.196944918761998
Sob-APnd_035-Ex1-11C-lcwgs-1-T.clmp.r1r2_fastp	1.4532	0.966034	881767747.0	0.485925	99.15930681424832	6.387069871196678
Sob-APnd_036-Ex1-12C-lcwgs-1-T.clmp.r1r2_fastp	1.1067799999999999	0.972491	471822824.0	0.408725	99.24050916123691	7.328463089692831
Sob-APnd_037-Ex1-1D-lcwgs-1-T.clmp.r1r2_fastp	1.2428700000000001	0.971853	457669397.0	0.395251	99.22989801706107	7.51616188186191
