Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.fp2_r1_screen	3011936	37481.0	1.25	2483.0	0.08	0.0	0.0	3.0	0.0	12237.0	0.39999999999999997	709700.0	23.57	281645.0	9.350000000000001	22519.0	0.75	31361.0	1.03	13288.0	0.43	16703.0	0.55	13336.0	0.44	2232145	74.11
Cvi-APal_001-Ex1-1A-lcwgs-1-2.clmp.fp2_r2_screen	3011936	37477.0	1.25	2489.0	0.08	0.0	0.0	1.0	0.0	12294.0	0.41	704063.0	23.380000000000003	279784.0	9.280000000000001	22505.0	0.74	31505.0	1.04	13447.0	0.45	16939.0	0.56	13444.0	0.44	2238169	74.31
Cvi-APal_002-Ex1-1B-lcwgs-1-2.clmp.fp2_r2_screen	7385937	240081.0	3.25	3518.0	0.05	0.0	0.0	8.0	0.0	42567.0	0.5800000000000001	1301543.0	17.62	682951.0	9.25	129667.0	1.75	225429.0	3.05	147029.0	1.99	189305.0	2.5700000000000003	139474.0	1.89	5869604	79.47
Cvi-APal_003-Ex1-1C-lcwgs-1-2.clmp.fp2_r1_screen	18269067	530973.0	2.9200000000000004	3543.0	0.02	0.0	0.0	117.0	0.0	67187.0	0.37	2056291.0	11.259999999999998	1204367.0	6.59	255105.0	1.3900000000000001	484340.0	2.65	325051.0	1.78	410763.0	2.25	298317.0	1.63	15736974	86.14
Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.fp2_r1_screen	67120555	2194609.0	3.2699999999999996	11889.0	0.01	0.0	0.0	643.0	0.0	214336.0	0.32	3217846.0	4.79	3108400.0	4.63	688003.0	1.02	1485290.0	2.21	905729.0	1.34	1207304.0	1.81	836124.0	1.24	61388459	91.46
Cvi-APal_004-Ex1-1D-lcwgs-1-2.clmp.fp2_r2_screen	67120555	2201674.0	3.2800000000000002	11687.0	0.01	0.0	0.0	93.0	0.0	213871.0	0.32	3203963.0	4.77	3115523.0	4.640000000000001	689057.0	1.02	1496961.0	2.2199999999999998	911061.0	1.35	1216952.0	1.8199999999999998	843530.0	1.25	61395171	91.47
Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.fp2_r1_screen	42060321	853115.0	2.03	1399.0	0.0	0.0	0.0	485.0	0.0	114025.0	0.27	1147631.0	2.7399999999999998	1421837.0	3.37	432785.0	1.03	828213.0	1.97	546943.0	1.2999999999999998	677806.0	1.6099999999999999	520535.0	1.2400000000000002	40041425	95.2
Cvi-APal_005-Ex1-1E-lcwgs-1-2.clmp.fp2_r2_screen	42060321	853172.0	2.03	1440.0	0.0	0.0	0.0	68.0	0.0	112504.0	0.26	1145256.0	2.7199999999999998	1421502.0	3.38	430500.0	1.02	828426.0	1.97	546484.0	1.2999999999999998	677871.0	1.6099999999999999	520312.0	1.2400000000000002	40045631	95.21
Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.fp2_r1_screen	6223400	152591.0	2.45	1621.0	0.02	0.0	0.0	26.0	0.0	9555.0	0.15	1026970.0	16.5	486636.0	7.82	56830.0	0.92	115781.0	1.86	68226.0	1.09	92330.0	1.48	63703.0	1.03	5019794	80.66
Cvi-APal_006-Ex1-1F-lcwgs-1-2.clmp.fp2_r2_screen	6223400	152409.0	2.45	1586.0	0.02	0.0	0.0	9.0	0.0	9384.0	0.15	1019507.0	16.380000000000003	482606.0	7.75	56463.0	0.9	115650.0	1.87	68096.0	1.09	92084.0	1.48	63736.0	1.02	5027884	80.79
