pos	3pG>A
1	0.0283122827837586
2	0.0308145462784638
3	0.0188584612298124
4	0.0190793122573489
5	0.0178271106626303
6	0.0193225190839695
7	0.0174692049272116
8	0.0159304033442549
9	0.0145265025504546
10	0.0159641667623751
11	0.0170875873186459
12	0.0149138311975254
13	0.0163274435249385
14	0.0153384461487162
15	0.0141393898908929
16	0.0166685311556102
17	0.0145961369622476
18	0.0149086425288645
19	0.0143529939448307
20	0.0131403118040089
21	0.0146895170264856
22	0.0133437990580848
23	0.0152452496685815
24	0.012342908438061
25	0.0140845070422535
