Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.fp2_r1_screen	2089616	38131.0	1.83	381.0	0.02	0.0	0.0	37.0	0.0	6641.0	0.32	406458.0	19.46	193309.0	9.26	23178.0	1.11	40092.0	1.9200000000000002	25315.0	1.21	30342.0	1.44	24965.0	1.19	1631990	78.1
Och-ACat_001-Ex1-1A-lcwgs-2-1.clmp.fp2_r2_screen	2089616	37875.0	1.81	382.0	0.01	0.0	0.0	54.0	0.0	6596.0	0.31	396289.0	18.96	187669.0	8.98	23084.0	1.1	40008.0	1.9200000000000002	25182.0	1.21	30174.0	1.44	24884.0	1.2000000000000002	1642020	78.58
Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.fp2_r1_screen	246143	12395.0	5.03	1.0	0.0	0.0	0.0	17.0	0.01	2329.0	0.9500000000000001	8084.0	3.29	16107.0	6.529999999999999	7393.0	2.99	12479.0	5.069999999999999	8437.0	3.43	10136.0	4.12	8393.0	3.41	228986	93.03
Och-ACat_002-Ex1-2A-lcwgs-2-1.clmp.fp2_r2_screen	246143	12265.0	4.9799999999999995	1.0	0.0	0.0	0.0	36.0	0.01	2393.0	0.97	8006.0	3.24	16118.0	6.55	7413.0	3.02	12421.0	5.05	8351.0	3.4	10013.0	4.0600000000000005	8336.0	3.38	228937	93.01
Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.fp2_r1_screen	1299055	57592.0	4.44	4.0	0.0	0.0	0.0	111.0	0.01	11318.0	0.87	37831.0	2.92	76175.0	5.87	34516.0	2.6500000000000004	59093.0	4.56	39431.0	3.0300000000000002	47495.0	3.66	39294.0	3.0300000000000002	1218513	93.8
Och-ACat_003-Ex1-3A-lcwgs-2-1.clmp.fp2_r2_screen	1299055	57496.0	4.43	2.0	0.0	0.0	0.0	97.0	0.01	11206.0	0.87	37615.0	2.9000000000000004	76089.0	5.8500000000000005	34596.0	2.66	58794.0	4.53	39275.0	3.0199999999999996	47157.0	3.63	39131.0	3.02	1218773	93.82
Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.fp2_r1_screen	103432	4268.0	4.13	0.0	0.0	0.0	0.0	5.0	0.0	809.0	0.78	2770.0	2.68	5527.0	5.34	2451.0	2.37	4175.0	4.04	2776.0	2.68	3374.0	3.27	2767.0	2.6700000000000004	97288	94.06
Och-ACat_004-Ex1-4A-lcwgs-2-1.clmp.fp2_r2_screen	103432	4281.0	4.15	0.0	0.0	0.0	0.0	23.0	0.02	868.0	0.84	2853.0	2.76	5593.0	5.4	2555.0	2.47	4237.0	4.1000000000000005	2794.0	2.7	3390.0	3.2800000000000002	2806.0	2.7100000000000004	97226	94.0
Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.fp2_r1_screen	541846	36119.0	6.67	6.0	0.0	0.0	0.0	36.0	0.01	6270.0	1.16	23366.0	4.32	46050.0	8.49	20770.0	3.8200000000000003	36025.0	6.65	23763.0	4.38	28645.0	5.3	23967.0	4.42	492375	90.87
Och-ACat_005-Ex1-5A-lcwgs-2-1.clmp.fp2_r2_screen	541846	35828.0	6.609999999999999	2.0	0.0	0.0	0.0	25.0	0.0	6226.0	1.15	23109.0	4.2700000000000005	45760.0	8.45	20670.0	3.81	35660.0	6.59	23543.0	4.34	28546.0	5.27	23762.0	4.39	492592	90.91
Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.fp2_r1_screen	2286214	92642.0	4.05	2.0	0.0	0.0	0.0	48.0	0.0	15624.0	0.68	61165.0	2.68	124690.0	5.45	55242.0	2.41	94110.0	4.12	63836.0	2.79	77171.0	3.38	61943.0	2.7	2152699	94.16
Och-ACat_006-Ex1-6A-lcwgs-2-1.clmp.fp2_r2_screen	2286214	91972.0	4.02	4.0	0.0	0.0	0.0	37.0	0.0	15493.0	0.68	60868.0	2.66	124410.0	5.4399999999999995	55137.0	2.41	93446.0	4.09	63304.0	2.77	76381.0	3.35	61301.0	2.68	2153156	94.18
Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	14678	569.0	3.87	0.0	0.0	0.0	0.0	2.0	0.01	71.0	0.48000000000000004	378.0	2.56	747.0	5.090000000000001	346.0	2.36	585.0	3.9899999999999998	387.0	2.6399999999999997	466.0	3.18	373.0	2.54	13860	94.43
Och-ACat_007-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	14678	578.0	3.94	0.0	0.0	0.0	0.0	3.0	0.02	68.0	0.45999999999999996	375.0	2.5500000000000003	766.0	5.23	331.0	2.25	571.0	3.89	377.0	2.5599999999999996	445.0	3.03	375.0	2.56	13854	94.39
Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.fp2_r1_screen	798178	37307.0	4.67	0.0	0.0	0.0	0.0	28.0	0.0	6486.0	0.81	25144.0	3.1599999999999997	48911.0	6.13	22300.0	2.79	38071.0	4.779999999999999	25974.0	3.2600000000000002	31069.0	3.9	25410.0	3.18	746376	93.51
Och-ACat_007-Ex1-7A-lcwgs-2-1.clmp.fp2_r2_screen	798178	36936.0	4.63	0.0	0.0	0.0	0.0	22.0	0.0	6368.0	0.8	24711.0	3.1	48555.0	6.08	22136.0	2.77	37664.0	4.72	25584.0	3.19	30677.0	3.8400000000000003	25168.0	3.15	746775	93.56
Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.fp2_r1_screen	850984	51976.0	6.12	1.0	0.0	0.0	0.0	36.0	0.0	9954.0	1.17	34949.0	4.12	66959.0	7.87	31759.0	3.73	52659.0	6.180000000000001	36575.0	4.3	43533.0	5.13	36148.0	4.25	780522	91.72
Och-ACat_008-Ex1-8A-lcwgs-2-1.clmp.fp2_r2_screen	850984	51671.0	6.08	3.0	0.0	0.0	0.0	32.0	0.0	9871.0	1.16	34783.0	4.09	66815.0	7.85	31861.0	3.7399999999999998	52454.0	6.17	36233.0	4.26	43056.0	5.06	35923.0	4.22	780692	91.74
Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	12887	300.0	2.33	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.28	261.0	2.0300000000000002	405.0	3.1399999999999997	151.0	1.1800000000000002	272.0	2.12	158.0	1.2300000000000002	212.0	1.6500000000000001	164.0	1.27	12344	95.79
Och-ACat_009-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	12887	294.0	2.2800000000000002	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.28	259.0	2.01	405.0	3.14	148.0	1.1500000000000001	267.0	2.08	160.0	1.25	215.0	1.68	155.0	1.21	12334	95.71
Och-ACat_009-Ex1-9A-lcwgs-2-1.clmp.fp2_r1_screen	411981	39909.0	9.690000000000001	4.0	0.0	0.0	0.0	25.0	0.0	8150.0	1.98	26861.0	6.53	49648.0	12.059999999999999	24671.0	5.98	40372.0	9.8	28195.0	6.83	33290.0	8.08	27767.0	6.74	360277	87.45
Och-ACat_009-Ex1-9A-lcwgs-2-1.clmp.fp2_r2_screen	411981	39686.0	9.639999999999999	4.0	0.0	0.0	0.0	18.0	0.0	8021.0	1.94	26702.0	6.49	49443.0	12.0	24634.0	5.98	40358.0	9.790000000000001	28086.0	6.82	33057.0	8.03	27741.0	6.74	360524	87.51
Och-ACat_010-Ex1-10A-lcwgs-2-1.clmp.fp2_r1_screen	150067	10615.0	7.0600000000000005	0.0	0.0	0.0	0.0	8.0	0.01	2062.0	1.37	7003.0	4.680000000000001	13463.0	8.969999999999999	6457.0	4.3	10874.0	7.24	7281.0	4.8500000000000005	8728.0	5.819999999999999	7298.0	4.87	135930	90.58
Och-ACat_010-Ex1-10A-lcwgs-2-1.clmp.fp2_r2_screen	150067	10624.0	7.09	0.0	0.0	0.0	0.0	2.0	0.0	2051.0	1.36	6985.0	4.66	13501.0	8.99	6481.0	4.31	10829.0	7.2299999999999995	7288.0	4.86	8685.0	5.79	7293.0	4.859999999999999	135915	90.57
Och-ACat_011-Ex1-11A-lcwgs-2-1.clmp.fp2_r1_screen	2257374	117539.0	5.2	3.0	0.0	0.0	0.0	85.0	0.0	20907.0	0.92	83646.0	3.71	152077.0	6.74	73130.0	3.24	118753.0	5.27	83431.0	3.6999999999999997	99522.0	4.42	82178.0	3.6399999999999997	2093488	92.74
Och-ACat_011-Ex1-11A-lcwgs-2-1.clmp.fp2_r2_screen	2257374	116517.0	5.16	2.0	0.0	0.0	0.0	58.0	0.0	20614.0	0.91	82567.0	3.66	151589.0	6.710000000000001	72657.0	3.21	118215.0	5.2299999999999995	82580.0	3.66	98448.0	4.36	81307.0	3.5999999999999996	2094165	92.77
Och-ACat_012-Ex1-12A-lcwgs-2-1.clmp.fp2_r1_screen	1563323	97034.0	6.2	1.0	0.0	0.0	0.0	48.0	0.0	17963.0	1.15	65790.0	4.21	124358.0	7.949999999999999	60093.0	3.8299999999999996	97064.0	6.21	67457.0	4.31	80389.0	5.14	67589.0	4.32	1431378	91.56
Och-ACat_012-Ex1-12A-lcwgs-2-1.clmp.fp2_r2_screen	1563323	96162.0	6.16	2.0	0.0	0.0	0.0	30.0	0.0	17802.0	1.14	65100.0	4.17	123760.0	7.92	59515.0	3.8	96159.0	6.14	66319.0	4.25	79338.0	5.08	66750.0	4.27	1432160	91.61
Och-ACat_013-Ex1-1B-lcwgs-2-1.clmp.fp2_r1_screen	2264737	118894.0	5.25	14.0	0.0	0.0	0.0	43.0	0.0	22447.0	0.99	77946.0	3.45	154958.0	6.84	71677.0	3.16	119708.0	5.29	81166.0	3.58	98050.0	4.34	81924.0	3.6199999999999997	2100543	92.75
Och-ACat_013-Ex1-1B-lcwgs-2-1.clmp.fp2_r2_screen	2264737	117999.0	5.21	10.0	0.0	0.0	0.0	57.0	0.0	22162.0	0.98	77208.0	3.4099999999999997	154446.0	6.82	71297.0	3.15	119084.0	5.2700000000000005	80402.0	3.5500000000000003	97213.0	4.3	81124.0	3.58	2101222	92.78
Och-ACat_014-Ex1-2B-lcwgs-2-1.clmp.fp2_r1_screen	2340460	123506.0	5.27	11.0	0.0	0.0	0.0	80.0	0.0	23433.0	1.0	90978.0	3.89	160383.0	6.85	77383.0	3.3000000000000003	123431.0	5.279999999999999	88852.0	3.79	104174.0	4.45	86845.0	3.71	2161648	92.36
Och-ACat_014-Ex1-2B-lcwgs-2-1.clmp.fp2_r2_screen	2340460	122987.0	5.26	11.0	0.0	0.0	0.0	91.0	0.0	23266.0	0.99	90268.0	3.8600000000000003	160405.0	6.84	77033.0	3.29	123017.0	5.26	88240.0	3.77	103731.0	4.44	86106.0	3.67	2161882	92.37
Och-ACat_015-Ex1-3B-lcwgs-2-1.clmp.fp2_r1_screen	1375858	97159.0	7.06	0.0	0.0	0.0	0.0	105.0	0.01	19220.0	1.4	62051.0	4.52	123753.0	9.0	58414.0	4.24	97759.0	7.11	65639.0	4.78	79454.0	5.78	68547.0	4.99	1246252	90.58
Och-ACat_015-Ex1-3B-lcwgs-2-1.clmp.fp2_r2_screen	1375858	96439.0	7.02	2.0	0.0	0.0	0.0	85.0	0.01	18931.0	1.37	61441.0	4.46	123264.0	8.959999999999999	58099.0	4.22	97070.0	7.06	65108.0	4.73	78668.0	5.71	68058.0	4.94	1246940	90.63
Och-ACat_015-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	15157	442.0	2.9099999999999997	0.0	0.0	0.0	0.0	4.0	0.03	55.0	0.37	285.0	1.8800000000000001	608.0	4.01	227.0	1.5	450.0	2.97	277.0	1.82	361.0	2.3899999999999997	278.0	1.83	14479	95.53
Och-ACat_015-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	15157	441.0	2.92	0.0	0.0	0.0	0.0	4.0	0.03	57.0	0.38	278.0	1.83	614.0	4.05	225.0	1.48	445.0	2.94	270.0	1.78	365.0	2.4	289.0	1.9	14471	95.48
Och-ACat_016-Ex1-4B-lcwgs-2-1.clmp.fp2_r1_screen	2086096	71731.0	3.44	2.0	0.0	0.0	0.0	48.0	0.0	10627.0	0.51	46073.0	2.2199999999999998	98731.0	4.74	40958.0	1.96	72566.0	3.48	48614.0	2.33	59355.0	2.84	46695.0	2.23	1978244	94.83
Och-ACat_016-Ex1-4B-lcwgs-2-1.clmp.fp2_r2_screen	2086096	71829.0	3.44	4.0	0.0	0.0	0.0	37.0	0.0	10529.0	0.5	45849.0	2.21	98906.0	4.74	40693.0	1.95	72686.0	3.49	48409.0	2.3200000000000003	59289.0	2.85	46560.0	2.23	1978244	94.83
Och-ACat_017-Ex1-5B-lcwgs-2-1.clmp.fp2_r1_screen	3767436	113206.0	3.0	133.0	0.0	0.0	0.0	90.0	0.0	17795.0	0.47000000000000003	182676.0	4.85	193616.0	5.14	64384.0	1.7000000000000002	113023.0	3.01	76476.0	2.02	92091.0	2.45	72618.0	1.92	3479603	92.36
Och-ACat_017-Ex1-5B-lcwgs-2-1.clmp.fp2_r2_screen	3767436	113561.0	3.0100000000000002	133.0	0.0	0.0	0.0	101.0	0.0	17716.0	0.47000000000000003	180290.0	4.789999999999999	193039.0	5.13	64534.0	1.71	113969.0	3.04	76601.0	2.02	92350.0	2.45	72650.0	1.92	3481110	92.4
Och-ACat_018-Ex1-6B-lcwgs-2-1.clmp.fp2_r1_screen	1569742	91066.0	5.8	3.0	0.0	0.0	0.0	59.0	0.0	17373.0	1.11	60751.0	3.8800000000000003	117280.0	7.47	54852.0	3.4899999999999998	91953.0	5.86	62416.0	3.98	75079.0	4.79	63872.0	4.07	1445575	92.09
Och-ACat_018-Ex1-6B-lcwgs-2-1.clmp.fp2_r2_screen	1569742	90281.0	5.76	2.0	0.0	0.0	0.0	46.0	0.0	17217.0	1.1	60167.0	3.83	116670.0	7.44	54709.0	3.48	91216.0	5.8100000000000005	61900.0	3.94	74301.0	4.739999999999999	63403.0	4.04	1446517	92.15
Och-ACat_019-Ex1-7B-lcwgs-2-1.clmp.fp2_r1_screen	2378139	90836.0	3.82	4.0	0.0	0.0	0.0	84.0	0.0	16929.0	0.71	60314.0	2.54	121015.0	5.08	53759.0	2.26	91755.0	3.85	61559.0	2.6	74740.0	3.15	61803.0	2.6	2248292	94.54
Och-ACat_019-Ex1-7B-lcwgs-2-1.clmp.fp2_r2_screen	2378139	90305.0	3.8000000000000003	4.0	0.0	0.0	0.0	63.0	0.0	16627.0	0.7	59882.0	2.5200000000000005	120376.0	5.06	53967.0	2.2600000000000002	91092.0	3.8299999999999996	61300.0	2.57	74159.0	3.12	61435.0	2.5900000000000003	2249006	94.57
Och-ACat_020-Ex1-8B-lcwgs-2-1.clmp.fp2_r1_screen	1110462	34797.0	3.13	1.0	0.0	0.0	0.0	21.0	0.0	5622.0	0.51	22394.0	2.0300000000000002	47256.0	4.25	19906.0	1.79	34986.0	3.15	22830.0	2.06	28117.0	2.5300000000000002	22649.0	2.04	1059713	95.43
Och-ACat_020-Ex1-8B-lcwgs-2-1.clmp.fp2_r2_screen	1110462	34581.0	3.11	0.0	0.0	0.0	0.0	20.0	0.0	5557.0	0.5	22233.0	2.0	47140.0	4.24	19989.0	1.7899999999999998	34786.0	3.13	22687.0	2.0500000000000003	27812.0	2.5100000000000002	22486.0	2.02	1059824	95.44
Och-ACat_021-Ex1-9B-lcwgs-2-1.clmp.fp2_r1_screen	2695847	179758.0	6.67	21.0	0.0	0.0	0.0	168.0	0.01	31046.0	1.15	128644.0	4.7700000000000005	226967.0	8.41	113162.0	4.2	180713.0	6.71	130251.0	4.819999999999999	153557.0	5.69	127733.0	4.73	2450524	90.9
Och-ACat_021-Ex1-9B-lcwgs-2-1.clmp.fp2_r2_screen	2695847	178644.0	6.62	12.0	0.0	0.0	0.0	132.0	0.0	30660.0	1.1400000000000001	127043.0	4.71	226300.0	8.39	112465.0	4.17	179687.0	6.67	128733.0	4.77	151936.0	5.63	126106.0	4.67	2451603	90.94
Och-ACat_022-Ex1-10B-lcwgs-2-1.clmp.fp2_r1_screen	2369335	139735.0	5.91	70.0	0.0	0.0	0.0	136.0	0.01	28814.0	1.21	156869.0	6.62	192210.0	8.11	92305.0	3.89	139510.0	5.890000000000001	103060.0	4.34	120077.0	5.069999999999999	101175.0	4.2700000000000005	2125056	89.69
