pos	3pG>A
1	0.0317986734295747
2	0.0313872384396797
3	0.0183092224231465
4	0.0141992838622052
5	0.0156857824068265
6	0.0200077952449006
7	0.0177477815273091
8	0.0174890693316677
9	0.018970189701897
10	0.0183266932270916
11	0.0149523694682262
12	0.0181621361558816
13	0.0187446047601431
14	0.0150644708285459
15	0.0157323011611937
16	0.0139894465578599
17	0.0147888206542173
18	0.014537773359841
19	0.0143795710921036
20	0.0153086419753086
21	0.0119032858028518
22	0.0128
23	0.0148689516129032
24	0.0101414799048454
25	0.0144584320079771
