Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
Par-ARag-001-Ex1-6G-lcwgs-2-1.clmp.r1r2_fastp	5831850.0	0.0	0.0	81844.0	0.0
Par-ARag-002-Ex1-6H-lcwgs-2-1.clmp.r1r2_fastp	6361162.0	0.0	0.0	61610.0	0.0
Par-ARag-006-Ex1-7C-lcwgs-2-1.clmp.r1r2_fastp	4113148.0	0.0	0.0	45258.0	0.0
Par-ARag-007-Ex1-7D-lcwgs-2-1.clmp.r1r2_fastp	6705654.0	0.0	0.0	62794.0	0.0
Par-ARag-008-Ex1-7E-lcwgs-2-1.clmp.r1r2_fastp	3259082.0	0.0	0.0	31576.0	0.0
Par-ARag-009-Ex1-7F-lcwgs-2-1.clmp.r1r2_fastp	3522830.0	0.0	0.0	46864.0	0.0
Par-ARag-010-Ex1-7G-lcwgs-2-1.clmp.r1r2_fastp	5264988.0	0.0	0.0	58446.0	0.0
Par-ARag-011-Ex1-7H-lcwgs-2-1.clmp.r1r2_fastp	6461220.0	0.0	0.0	77464.0	0.0
Par-ARag-012-Ex1-8A-lcwgs-2-1.clmp.r1r2_fastp	4082812.0	0.0	0.0	35244.0	0.0
Par-ARag-013-Ex1-8B-lcwgs-2-1.clmp.r1r2_fastp	2103404.0	0.0	0.0	24132.0	0.0
Par-ARag-014-Ex1-8C-lcwgs-2-1.clmp.r1r2_fastp	3332464.0	0.0	0.0	36992.0	0.0
Par-ARag-017-Ex1-8E-lcwgs-2-1.clmp.r1r2_fastp	5483238.0	0.0	0.0	70270.0	0.0
Par-ARag-019-Ex1-8F-lcwgs-2-1.clmp.r1r2_fastp	6338258.0	0.0	0.0	68598.0	0.0
Par-ARag-020-Ex1-8G-lcwgs-2-1.clmp.r1r2_fastp	3825668.0	0.0	0.0	40902.0	0.0
Par-ARag-021-Ex1-8H-lcwgs-2-1.clmp.r1r2_fastp	5594922.0	0.0	0.0	61694.0	0.0
Par-ARag-022-Ex1-9A-lcwgs-2-1.clmp.r1r2_fastp	6706352.0	0.0	0.0	62846.0	0.0
Par-ARag-025-Ex1-9D-lcwgs-2-1.clmp.r1r2_fastp	4644026.0	0.0	0.0	56082.0	0.0
Par-ARag-027-Ex1-9F-lcwgs-2-1.clmp.r1r2_fastp	3795230.0	0.0	0.0	43622.0	0.0
Par-ARag-028-Ex1-9G-lcwgs-2-1.clmp.r1r2_fastp	5323140.0	0.0	0.0	63764.0	0.0
Par-ARag-029-Ex1-9H-lcwgs-2-1.clmp.r1r2_fastp	4844566.0	0.0	0.0	53150.0	0.0
Par-ARag-030-Ex1-10A-lcwgs-2-1.clmp.r1r2_fastp	2345200.0	0.0	0.0	23342.0	0.0
Par-CPas-003-Ex1-5C-lcwgs-1-1.clmp.r1r2_fastp	293424.0	0.0	0.0	3206.0	0.0
Par-CPas-004-Ex1-7D7E-lcwgs-1and2-1.clmp.r1r2_fastp	188940.0	0.0	0.0	2870.0	0.0
Par-CPas-008-Ex1-6E6F-lcwgs-1and2-1.clmp.r1r2_fastp	890724.0	0.0	0.0	11022.0	0.0
Par-CPas-010-Ex1-5A-lcwgs-1-1.clmp.r1r2_fastp	8225620.0	0.0	0.0	81562.0	0.0
Par-CPas-013-Ex1-2F3G-lcwgs-1and2-1.clmp.r1r2_fastp	62966.0	0.0	0.0	956.0	0.0
Par-CPas-015-Ex1-7H-lcwgs-1-1.clmp.r1r2_fastp	710536.0	0.0	0.0	8330.0	0.0
Par-CPas-016-Ex1-6F6G-lcwgs-1and2-1.clmp.r1r2_fastp	562552.0	0.0	0.0	6122.0	0.0
Par-CPas-018-Ex1-3H4H-lcwgs-1and2-1.clmp.r1r2_fastp	191746.0	0.0	0.0	1932.0	0.0
Par-CPas-020-Ex1-6A-lcwgs-1-1.clmp.r1r2_fastp	310370.0	0.0	0.0	3696.0	0.0
Par-CPas-023-Ex1-8H-lcwgs-1-1.clmp.r1r2_fastp	1107588.0	0.0	0.0	12566.0	0.0
Par-CPas-027-Ex1-2E-lcwgs-1-1.clmp.r1r2_fastp	101524.0	0.0	0.0	1926.0	0.0
Par-CPas-028-Ex1-3C-lcwgs-1-1.clmp.r1r2_fastp	4111566.0	0.0	0.0	26846.0	0.0
Par-CPas-033-Ex1-5F-lcwgs-1-1.clmp.r1r2_fastp	2042450.0	0.0	0.0	19978.0	0.0
Par-CPas-035-Ex1-2G3H-lcwgs-1and2-1.clmp.r1r2_fastp	1260648.0	0.0	0.0	12874.0	0.0
Par-CPas-037-Ex1-7C7D-lcwgs-1and2-1.clmp.r1r2_fastp	233290.0	0.0	0.0	3032.0	0.0
Par-CPas-038-Ex1-4D-lcwgs-1-1.clmp.r1r2_fastp	17930094.0	0.0	0.0	165068.0	0.0
Par-CPas-041-Ex1-8F-lcwgs-1-1.clmp.r1r2_fastp	403058.0	0.0	0.0	5394.0	0.0
Par-CPas-043-Ex1-7F7G-lcwgs-1and2-1.clmp.r1r2_fastp	498848.0	0.0	0.0	6016.0	0.0
Par-CPas-044-Ex1-8D-lcwgs-1-1.clmp.r1r2_fastp	197146.0	0.0	0.0	2818.0	0.0
Par-CPas-045-Ex1-6H7A-lcwgs-1and2-1.clmp.r1r2_fastp	249826.0	0.0	0.0	3082.0	0.0
Par-CPas-046-Ex1-3G-lcwgs-1-1.clmp.r1r2_fastp	125592.0	0.0	0.0	1476.0	0.0
Par-CPas-047-Ex1-2H-lcwgs-1-1.clmp.r1r2_fastp	97892.0	0.0	0.0	1658.0	0.0
Par-CPas-048-Ex1-4E-lcwgs-1-1.clmp.r1r2_fastp	4235058.0	0.0	0.0	39304.0	0.0
