Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Abu-APnd_001-Ex1-4E-lcwgs-1-2.1	Abu-APnd_001-Ex1-4E-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15850354.0	0.0	150.0	46.0	55.073340303322304	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	fail
Abu-APnd_001-Ex1-4E-lcwgs-1-2.2	Abu-APnd_001-Ex1-4E-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15850354.0	0.0	150.0	46.0	57.23020312044279	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
Abu-APnd_002-Ex1-4F-lcwgs-1-2.1	Abu-APnd_002-Ex1-4F-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8846018.0	0.0	150.0	45.0	53.46931920002641	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
Abu-APnd_002-Ex1-4F-lcwgs-1-2.2	Abu-APnd_002-Ex1-4F-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8846018.0	0.0	150.0	45.0	56.201544885545154	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
Abu-APnd_003-Ex1-4G-lcwgs-1-2.1	Abu-APnd_003-Ex1-4G-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5965240.0	0.0	150.0	42.0	61.17234993320355	150.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	fail	fail
Abu-APnd_003-Ex1-4G-lcwgs-1-2.2	Abu-APnd_003-Ex1-4G-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5965240.0	0.0	150.0	42.0	64.59817743343717	150.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	fail
Abu-APnd_004-Ex1-4H-lcwgs-1-2.1	Abu-APnd_004-Ex1-4H-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1007109.0	0.0	150.0	45.0	73.81369278290589	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	fail	fail
Abu-APnd_004-Ex1-4H-lcwgs-1-2.2	Abu-APnd_004-Ex1-4H-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1007109.0	0.0	150.0	45.0	76.10157086314982	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	fail
Abu-APnd_005-Ex1-5A-lcwgs-1-2.1	Abu-APnd_005-Ex1-5A-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29185390.0	0.0	150.0	46.0	52.01081970252501	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	fail	fail
Abu-APnd_005-Ex1-5A-lcwgs-1-2.2	Abu-APnd_005-Ex1-5A-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29185390.0	0.0	150.0	46.0	54.8867496236793	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
Abu-APnd_006-Ex1-5B-lcwgs-1-2.1	Abu-APnd_006-Ex1-5B-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16959477.0	0.0	150.0	47.0	56.326293091548564	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	fail	fail
Abu-APnd_006-Ex1-5B-lcwgs-1-2.2	Abu-APnd_006-Ex1-5B-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16959477.0	0.0	150.0	47.0	58.918427342021594	150.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	fail
Abu-APnd_009-Ex1-5E-lcwgs-1-2.1	Abu-APnd_009-Ex1-5E-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12375414.0	0.0	150.0	45.0	54.68441731171217	150.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail
Abu-APnd_009-Ex1-5E-lcwgs-1-2.2	Abu-APnd_009-Ex1-5E-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12375414.0	0.0	150.0	45.0	59.045778887375434	150.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	fail
Abu-APnd_010-Ex1-5F-lcwgs-1-2.1	Abu-APnd_010-Ex1-5F-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	54646933.0	0.0	150.0	46.0	19.768559572082268	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
Abu-APnd_010-Ex1-5F-lcwgs-1-2.2	Abu-APnd_010-Ex1-5F-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	54646933.0	0.0	150.0	47.0	22.98098251715637	150.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
Abu-APnd_011-Ex1-5G-lcwgs-1-2.1	Abu-APnd_011-Ex1-5G-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3555621.0	0.0	150.0	47.0	69.04650607967866	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	fail	fail
Abu-APnd_011-Ex1-5G-lcwgs-1-2.2	Abu-APnd_011-Ex1-5G-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3555621.0	0.0	150.0	47.0	71.98767767798955	150.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail
Abu-APnd_012-Ex1-5H-lcwgs-1-2.1	Abu-APnd_012-Ex1-5H-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12544060.0	0.0	150.0	47.0	57.569089159606044	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	fail	fail
Abu-APnd_012-Ex1-5H-lcwgs-1-2.2	Abu-APnd_012-Ex1-5H-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12544060.0	0.0	150.0	46.0	59.87836750190032	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	fail
Abu-APnd_013-Ex1-6A-lcwgs-1-2.1	Abu-APnd_013-Ex1-6A-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6527168.0	0.0	150.0	44.0	73.34059629369504	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	fail
Abu-APnd_013-Ex1-6A-lcwgs-1-2.2	Abu-APnd_013-Ex1-6A-lcwgs-1-2.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6527168.0	0.0	150.0	44.0	75.54444493157197	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	fail
Abu-APnd_014-Ex1-6B-lcwgs-1-2.1	Abu-APnd_014-Ex1-6B-lcwgs-1-2.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10056654.0	0.0	150.0	46.0	73.51642833754354	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	fail	fail
