#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	18171480	16811002	92.51	29740	0.16	10683	0.06	112367	0.62	1207688	6.65
Ecoli	18171480	18171466	100.00	0	0.00	0	0.00	1	0.00	13	0.00
PhiX	18171480	18171480	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	18171480	18171479	100.00	0	0.00	0	0.00	1	0.00	0	0.00
Vectors	18171480	18014328	99.13	38	0.00	3	0.00	4623	0.03	152488	0.84
Bacteria_24k	18171480	17523121	96.43	2021	0.01	1138	0.01	64666	0.36	580534	3.19
Protists_1k	18171480	16496236	90.79	91554	0.50	182427	1.00	40458	0.22	1360805	7.49
Viruses	18171480	17448445	96.02	1376	0.01	376	0.00	67206	0.37	654077	3.60
Fungi_RefSeq_release	18171480	16920302	93.12	16903	0.09	3664	0.02	120821	0.66	1109790	6.11
Coral	18171480	17412468	95.82	3112	0.02	1658	0.01	103087	0.57	651155	3.58
Bird	18171480	17215471	94.74	13452	0.07	2017	0.01	137885	0.76	802655	4.42
Plant	18171480	17223356	94.77	4662	0.03	1140	0.01	93679	0.52	848643	4.67

%Hit_no_genomes: 90.01
