#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9744814	8999960	92.35	18119	0.19	6264	0.06	62041	0.64	658430	6.76
Ecoli	9744814	9744808	100.00	0	0.00	0	0.00	1	0.00	5	0.00
PhiX	9744814	9744814	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9744814	9744814	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	9744814	9655040	99.08	13	0.00	2	0.00	2606	0.03	87153	0.89
Bacteria_24k	9744814	9392349	96.38	1216	0.01	797	0.01	35066	0.36	315386	3.24
Protists_1k	9744814	8832360	90.63	49516	0.51	98977	1.02	22097	0.23	741864	7.61
Viruses	9744814	9355431	96.00	671	0.01	177	0.00	34254	0.35	354281	3.64
Fungi_RefSeq_release	9744814	9059260	92.96	9069	0.09	1960	0.02	64940	0.67	609585	6.26
Coral	9744814	9325837	95.70	1682	0.02	344	0.00	57539	0.59	359412	3.69
Bird	9744814	9215805	94.58	7122	0.07	1062	0.01	71457	0.73	449368	4.61
Plant	9744814	9221287	94.62	2540	0.03	602	0.01	51770	0.53	468615	4.81

%Hit_no_genomes: 89.83
