#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2837149	2624131	92.49	4574	0.16	1708	0.06	17873	0.63	188863	6.66
Ecoli	2837149	2837147	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	2837149	2837149	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2837149	2837148	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	2837149	2811377	99.10	3	0.00	0	0.00	690	0.02	25079	0.88
Bacteria_24k	2837149	2735001	96.41	395	0.01	343	0.01	9949	0.35	91461	3.22
Protists_1k	2837149	2574729	90.75	14511	0.51	28573	1.01	6531	0.23	212805	7.50
Viruses	2837149	2725203	96.05	185	0.01	41	0.00	10120	0.36	101600	3.58
Fungi_RefSeq_release	2837149	2639895	93.04	2699	0.10	535	0.02	18803	0.66	175217	6.18
Coral	2837149	2715405	95.70	474	0.02	248	0.01	16331	0.58	104691	3.69
Bird	2837149	2685130	94.64	1971	0.07	302	0.01	19816	0.70	129930	4.58
Plant	2837149	2686378	94.68	715	0.03	177	0.01	14848	0.52	135031	4.76

%Hit_no_genomes: 89.97
