Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Lva-APnd_001-Ex1-9D-lcwgs-1-1	10418.0	408.0	0.0	0.0	184.0	0.0
Lva-APnd_002-Ex1-9E-lcwgs-1-1	4468.0	118.0	0.0	0.0	82.0	0.0
Lva-APnd_003-Ex1-9F-lcwgs-1-1	3294.0	112.0	0.0	0.0	70.0	0.0
Lva-APnd_004-Ex1-9G-lcwgs-1-1	8028.0	240.0	0.0	2.0	118.0	0.0
Lva-APnd_005-Ex1-9H-lcwgs-1-1	6276.0	220.0	2.0	0.0	94.0	0.0
Lva-APnd_006-Ex1-10A-lcwgs-1-1	18484.0	672.0	0.0	0.0	178.0	0.0
Lva-APnd_007-Ex1-10B-lcwgs-1-1	3942.0	138.0	0.0	0.0	52.0	0.0
Lva-APnd_008-Ex1-10C-lcwgs-1-1	4124.0	140.0	0.0	2.0	46.0	0.0
Lva-APnd_009-Ex1-10D-lcwgs-1-1	6816.0	228.0	0.0	0.0	98.0	0.0
Lva-APnd_010-Ex1-10E-lcwgs-1-1	2708.0	72.0	0.0	0.0	38.0	0.0
Lva-APnd_011-Ex1-10F-lcwgs-1-1	2148.0	82.0	0.0	2.0	26.0	0.0
Lva-APnd_012-Ex1-10G-lcwgs-1-1	5104.0	152.0	2.0	0.0	58.0	0.0
Lva-APnd_013-Ex1-10H-lcwgs-1-1	3768.0	110.0	0.0	0.0	56.0	0.0
Lva-APnd_014-Ex1-11A-lcwgs-1-1	18314.0	694.0	2.0	4.0	138.0	0.0
Lva-APnd_015-Ex1-11B-lcwgs-1-1	4392.0	120.0	0.0	0.0	64.0	0.0
Lva-APnd_016-Ex1-11C-lcwgs-1-1	3870.0	138.0	0.0	0.0	38.0	0.0
Lva-APnd_017-Ex1-11D-lcwgs-1-1	6468.0	268.0	2.0	0.0	88.0	0.0
Lva-APnd_018-Ex1-11E-lcwgs-1-1	2668.0	46.0	0.0	0.0	26.0	0.0
Lva-APnd_019-Ex1-11F-lcwgs-1-1	2126.0	72.0	0.0	0.0	22.0	0.0
Lva-APnd_020-Ex1-11G-lcwgs-1-1	5002.0	156.0	0.0	0.0	34.0	0.0
Lva-APnd_021-Ex1-11H-lcwgs-1-1	3750.0	118.0	2.0	0.0	34.0	0.0
Lva-APnd_022-Ex1-12A-lcwgs-1-1	19654.0	678.0	0.0	0.0	162.0	0.0
Lva-APnd_023-Ex1-12B-lcwgs-1-1	5082.0	130.0	2.0	0.0	56.0	0.0
Lva-APnd_024-Ex1-12C-lcwgs-1-1	4370.0	180.0	0.0	0.0	42.0	0.0
Lva-APnd_025-Ex1-12D-lcwgs-1-1	7302.0	234.0	0.0	0.0	96.0	0.0
Lva-APnd_026-Ex1-12E-lcwgs-1-1	2822.0	76.0	2.0	0.0	28.0	0.0
Lva-APnd_027-Ex1-12F-lcwgs-1-1	2280.0	78.0	0.0	0.0	42.0	0.0
Lva-APnd_028-Ex1-12G-lcwgs-1-1	5250.0	146.0	0.0	0.0	68.0	0.0
Lva-APnd_029-Ex1-12H-lcwgs-1-1	4020.0	118.0	0.0	0.0	44.0	0.0
Lva-APnd_030-Ex1-1A-lcwgs-1-1	6512.0	540.0	2.0	0.0	72.0	0.0
Lva-APnd_031-Ex1-1B-lcwgs-1-1	2440.0	130.0	0.0	2.0	38.0	0.0
Lva-APnd_032-Ex1-1C-lcwgs-1-1	1528.0	60.0	0.0	0.0	14.0	0.0
Lva-APnd_033-Ex1-1D-lcwgs-1-1	2214.0	136.0	0.0	0.0	36.0	0.0
Lva-APnd_034-Ex1-1E-lcwgs-1-1	1012.0	56.0	0.0	0.0	10.0	0.0
Lva-APnd_035-Ex1-1F-lcwgs-1-1	796.0	58.0	0.0	0.0	26.0	0.0
Lva-APnd_036-Ex1-1G-lcwgs-1-1	1902.0	78.0	0.0	0.0	14.0	0.0
Lva-APnd_037-Ex1-1H-lcwgs-1-1	1388.0	84.0	0.0	0.0	22.0	0.0
Lva-APnd_038-Ex1-2A-lcwgs-1-1	6694.0	446.0	0.0	0.0	36.0	0.0
Lva-APnd_039-Ex1-2B-lcwgs-1-1	3098.0	150.0	0.0	0.0	10.0	0.0
Lva-APnd_040-Ex1-2C-lcwgs-1-1	1524.0	70.0	0.0	0.0	12.0	0.0
Lva-APnd_041-Ex1-2D-lcwgs-1-1	2662.0	216.0	0.0	0.0	28.0	0.0
Lva-APnd_042-Ex1-2E-lcwgs-1-1	1004.0	48.0	0.0	0.0	8.0	0.0
Lva-APnd_043-Ex1-2F-lcwgs-1-1	750.0	64.0	0.0	2.0	24.0	0.0
Lva-APnd_044-Ex1-2G-lcwgs-1-1	1926.0	148.0	0.0	0.0	12.0	0.0
Lva-APnd_045-Ex1-2H-lcwgs-1-1	1510.0	84.0	0.0	0.0	10.0	0.0
Lva-APnd_046-Ex1-3A-lcwgs-1-1	4002.0	218.0	0.0	0.0	22.0	0.0
Lva-APnd_047-Ex1-3B-lcwgs-1-1	848.0	60.0	0.0	0.0	10.0	0.0
Lva-CPnd_001-Ex1-1A-lcwgs-2-1	5183106.0	85902.0	2018.0	638.0	122456.0	0.0
Lva-CPnd_002-Ex1-2A-lcwgs-2-1	3424542.0	69228.0	1440.0	466.0	179138.0	0.0
Lva-CPnd_003-Ex1-3A-lcwgs-2-1	6006082.0	149558.0	2670.0	588.0	115398.0	0.0
Lva-CPnd_004-Ex1-4A-lcwgs-2-1	6336448.0	148056.0	2604.0	1384.0	126518.0	0.0
Lva-CPnd_005-Ex1-5A-lcwgs-2-1	4183018.0	115948.0	1848.0	356.0	70818.0	0.0
Lva-CPnd_006-Ex1-6A-lcwgs-2-1	483418.0	10804.0	218.0	8.0	14502.0	0.0
Lva-CPnd_007-Ex1-7A-lcwgs-2-1	2428234.0	64632.0	1064.0	108.0	34462.0	0.0
Lva-CPnd_008-Ex1-8A-lcwgs-2-1	2116558.0	72284.0	930.0	272.0	103452.0	0.0
Lva-CPnd_009-Ex1-9A-lcwgs-2-1	4138858.0	144940.0	1702.0	546.0	123366.0	0.0
Lva-CPnd_010-Ex1-10A-lcwgs-2-1	3615752.0	126386.0	1554.0	636.0	119780.0	0.0
Lva-CPnd_011-Ex1-11A-lcwgs-2-1	5841496.0	158150.0	2444.0	706.0	132282.0	0.0
Lva-CPnd_012-Ex1-12A-lcwgs-2-1	2917464.0	79676.0	1280.0	398.0	245548.0	0.0
Lva-CPnd_013-Ex1-1B-lcwgs-2-1	6903006.0	154780.0	2832.0	842.0	215462.0	0.0
Lva-CPnd_014-Ex1-2B-lcwgs-2-1	9808834.0	234666.0	3854.0	1492.0	174338.0	0.0
Lva-CPnd_015-Ex1-3B-lcwgs-2-1	9788998.0	225556.0	4010.0	838.0	109058.0	0.0
Lva-CPnd_016-Ex1-4B-lcwgs-2-1	10462284.0	229732.0	4296.0	1754.0	132770.0	0.0
Lva-CPnd_017-Ex1-5B-lcwgs-2-1	8338720.0	228138.0	3574.0	1188.0	202062.0	0.0
Lva-CPnd_018-Ex1-6B-lcwgs-2-1	10761786.0	327794.0	4274.0	1920.0	308966.0	0.0
Lva-CPnd_019-Ex1-7B-lcwgs-2-1	7983530.0	205868.0	3454.0	1392.0	161236.0	0.0
Lva-CPnd_020-Ex1-8B-lcwgs-2-1	6375112.0	228888.0	2692.0	1104.0	239846.0	0.0
Lva-CPnd_021-Ex1-9B-lcwgs-2-1	7540208.0	269030.0	3060.0	1690.0	248884.0	0.0
Lva-CPnd_022-Ex1-10B-lcwgs-2-1	8116576.0	218740.0	3394.0	1104.0	99008.0	0.0
Lva-CPnd_023-Ex1-11B-lcwgs-2-1	9649218.0	327418.0	4214.0	1566.0	252104.0	0.0
Lva-CPnd_024-Ex1-12B-lcwgs-2-1	9900106.0	210106.0	4152.0	962.0	158336.0	0.0
Lva-CPnd_025-Ex1-1C-lcwgs-2-1	5092250.0	105782.0	2184.0	434.0	97258.0	0.0
Lva-CPnd_026-Ex1-2C-lcwgs-2-1	5727512.0	138028.0	2356.0	1016.0	161952.0	0.0
Lva-CPnd_027-Ex1-3C-lcwgs-2-1	4063488.0	127790.0	1680.0	388.0	94344.0	0.0
Lva-CPnd_028-Ex1-4C-lcwgs-2-1	6513312.0	134372.0	2598.0	606.0	119930.0	0.0
Lva-CPnd_029-Ex1-5C-lcwgs-2-1	5380148.0	141840.0	2172.0	394.0	38464.0	0.0
Lva-CPnd_030-Ex1-6C-lcwgs-2-1	8534050.0	284498.0	3722.0	834.0	415164.0	0.0
Lva-CPnd_031-Ex1-7C-lcwgs-2-1	4129600.0	82266.0	1642.0	580.0	41076.0	0.0
Lva-CPnd_032-Ex1-8C-lcwgs-2-1	7664660.0	338166.0	3330.0	734.0	185348.0	0.0
Lva-CPnd_033-Ex1-9C-lcwgs-2-1	4832192.0	169878.0	2164.0	468.0	109022.0	0.0
Lva-CPnd_034-Ex1-10C-lcwgs-2-1	7102078.0	202936.0	3008.0	736.0	110292.0	0.0
Lva-CPnd_035-Ex1-11C-lcwgs-2-1	6442944.0	264742.0	2682.0	838.0	170948.0	0.0
Lva-CPnd_036-Ex1-12C-lcwgs-2-1	2560054.0	131256.0	1112.0	196.0	230166.0	0.0
Lva-CPnd_037-Ex1-1D-lcwgs-2-1	1245380.0	31670.0	506.0	180.0	128784.0	0.0
Lva-CPnd_038-Ex1-2D-lcwgs-2-1	10066722.0	187972.0	4010.0	636.0	48282.0	0.0
Lva-CPnd_039-Ex1-3D-lcwgs-2-1	9248772.0	275474.0	3964.0	816.0	93440.0	0.0
Lva-CPnd_040-Ex1-4D-lcwgs-2-1	8431606.0	236888.0	3386.0	1150.0	123572.0	0.0
Lva-CPnd_041-Ex1-5D-lcwgs-2-1	6996616.0	187462.0	2942.0	464.0	88410.0	0.0
Lva-CPnd_042-Ex1-6D-lcwgs-2-1	10665362.0	341816.0	4546.0	1704.0	347486.0	0.0
Lva-CPnd_043-Ex1-7D-lcwgs-2-1	7971124.0	205236.0	3460.0	544.0	88974.0	0.0
Lva-CPnd_044-Ex1-8D-lcwgs-2-1	3607920.0	203868.0	1414.0	492.0	494354.0	0.0
Lva-CPnd_045-Ex1-9D-lcwgs-2-1	12113878.0	359336.0	5144.0	1056.0	193918.0	0.0
Lva-CPnd_046-Ex1-10D-lcwgs-2-1	8501458.0	222788.0	3428.0	1124.0	244754.0	0.0
Lva-CPnd_047-Ex1-11D-lcwgs-2-1	10205684.0	394472.0	4468.0	1314.0	218774.0	0.0
Lva-CPnd_048-Ex1-12D-lcwgs-2-1	6010036.0	182136.0	2484.0	838.0	171130.0	0.0
